source_name,review_date,critic_name,review_detail,movie_name
Beliefnet," November 12, 2016",Nell Minow, The Chomsky-esque notions that language shapes our thinking even more than our thinking shapes language is conveyed in the film's own structure as well as its dialog. ,Arrival 
Sci-Fi Movie Page," November 12, 2016",Rob Vaux," A superb exercise in the things that make the genre great, and a sign that ""smart sci-fi"" isn't going anywhere.",Arrival 
The Patriot Ledger," November 12, 2016",Al Alexander, Villeneuve uses sci-fi the way it's meant to be used in melding the metaphysical and the metaphoric into a timely tapestry that echoes our turbulent times. ,Arrival 
Creative Loafing," November 12, 2016",Matt Brunson," A motion picture that turns out to be far more focused on humanity than on otherworldly visitors, it's a transcendent viewing experience that gets under the skin and into the heart. As a bonus, it's also the right movie at the right time.",Arrival 
WaffleMovies.com," November 12, 2016",Willie Waffle, Hokey malarkey.,Arrival 
"Quad City Times (Davenport, IA)"," November 11, 2016",Linda Cook, One of the year's best!,Arrival 
Butaca Ancha," November 11, 2016",JJ Negrete, A film that transcends the label of mere entertainment to raise a series of intriguing reflections on the importance of language and communication. [Full review in Spanish],Arrival 
Reel Reviews," November 11, 2016",Frank Wilkins," Takes its focus away from the invaders - for the most part - and shines it directly on human character and the questions of what might happen if we actually tried to communicate and solve the puzzle of our differences with brains, rather than brawn.",Arrival 
Boston Herald," November 11, 2016",James Verniere," If The Day the Earth Stood still (the original) were silly and derivative, this would be it. Bodes unwell for Blade Runner sequel.",Arrival 
Phantom Tollbooth," November 18, 2016",Marie Asner," What is effective is that the camera rests on the actor's faces, rather than all the ruckus going on around them.",Arrival 
Cinemixtape," November 18, 2016",J. Olson, One of the premier extraterrestrial films of the century.,Arrival 
FilmDrunk," November 18, 2016",Vincent Mancini," Beautifully shot and executed, though you might need a time machine to fully appreciate the one big alien movie trope it defies. ",Arrival 
"Metro Weekly (Washington, DC)"," November 18, 2016",Randy Shulman, Arrival should be required viewing of every living person on the planet.,Arrival 
Film-Forward.com," November 17, 2016",Kent Turner," Science fiction and the woman's picture rarely collide, but here Villeneuve proves that they don't have to be exclusive from the other.",Arrival 
Sensacine," November 17, 2016",Israel Paredes," A film that speaks of our present without making it evident, raising more questions than answers, and where Villeneuve's staging and Amy Adams' performance stands out most. [Full review in Spanish]",Arrival 
PopMatters," November 17, 2016",Cynthia Fuchs," The movie insists on conversation, on communication, on sharing experience.",Arrival 
Film International," November 17, 2016",Elias Savada, Arrival is one of the best films of the year.,Arrival 
Akron Beacon Journal," November 17, 2016",Rich Heldenfels," A remarkable piece, at once a cerebral and emotional epic which I am still thinking about days after seeing it.",Arrival 
CineXpress," November 17, 2016",Fico Cangiano," Besides being one of the best movies of the year, Arrival is possibly also one of the best sci-fi films ever. Beautifully shot and well acted. Villeneuve doesn't disappoint. [Full review in Spanish]",Arrival 
Spliced Personality," November 17, 2016",Sean Burns," Arrival makes an impassioned plea for the necessity of global cooperation while quite hilariously never straying from the perspective of its two white, American movie stars.",Arrival 
Truthdig," November 17, 2016",Carrie Rickey," In this year of bruising American politics, the film's emphasis on measured communication and focused listening feels transformative.",Arrival 
Georgia Straight," November 16, 2016",Janet Smith," Character development, big philosophical questions, and political relevance: not what you expect heading out to a creature feature, especially one with alien heptapods that look this threatening. But welcome all the same.",Arrival 
Trespass," November 16, 2016",Alex Doenau," If you want to think about intelligent life instead of blowing it up, Arrival may be the movie for you.",Arrival 
Paste Magazine," November 16, 2016",Andy Crump," This is, perhaps, the best-made movie in Villeneuve's filmography to date, a robust but delicate work captured in stunning, calculated detail by cinematographer Bradford Young, and guided by Adams' stellar work as Louise.",Arrival 
Willamette Week," November 16, 2016",Ben Ferguson, [An] unshakable odyssey of sadness and hope from director Denis Villeneuve.,Arrival 
Mark Leeper's Reviews," November 16, 2016",Mark R. Leeper, It is a story aimed at an adult and intelligent audience featuring an adult and intelligent performance from Adams and Renner. ARRIVAL expects a lot from its audience at the same time it is giving more.,Arrival 
Laramie Movie Scope," November 16, 2016",Robert Roten," Unlike most films of this ilk, it rejects the notion that life is tragic simply because it inevitably ends in death. This story embraces death, life, sickness, despair and love.",Arrival 
Spirituality and Practice," November 16, 2016",Frederic and Mary Ann Brussat, A sobering sci-fi thriller about the race to communicate with intelligent alien life to avert disaster.,Arrival 
San Francisco Chronicle," November 15, 2016",Peter Hartlaub," The revelation here is Villeneuve, who expands on the symphonic pacing showcased last year in the drug war drama Sicario. Even though the concept of Arrival is far-out fiction, Villeneuve treats it with no less detail or urgency.",Arrival 
KPBS.org," November 29, 2016",Beth Accomando, Arrival does what science fiction at its best should do: it make us look to the future in a way that allows us to think about the present in new ways.,Arrival 
Cairo360," November 29, 2016",Marija Loncarevic," Arrival is an intelligent and a thought-provoking alien-invasion thriller which revels in its own complexity and manages strike all of the right chords, but for a few missteps.",Arrival 
MLive.com," November 29, 2016",John Serba," ""Arrival,"" remarkably, tugs at the emotions and intellect with equal insistence.",Arrival 
EntertainmentTell," November 27, 2016",Stephen Silver," It's a sci-fi film that borrows nearly all of its biggest ideas from other movies, leading up to an ending that's touching but contrived (Splice Today) ",Arrival 
Hindustan Times," November 24, 2016",Rohan Naahar," Awarding it a bag-full of Oscars come February would be too puny a recognition, too inconsequential; it deserves to be shown in museums, to governments, in schools. Missing it should be outlawed.",Arrival 
Ibero 90.9," November 24, 2016",Fernando Moreno, An entertaining film that proves that Villeneuve can film science fiction without special effects and pyrotechnics to get our interest. [Full review in Spanish],Arrival 
El antepenÌ¼ltimo mohicano," November 24, 2016",Alberto SÌÁez Villarino, We are facing semiology as a transgressive tool of linear temporality. The semiotic conception of language as a start point to perceptual and circular appreciation of time. [Full review in Spanish],Arrival 
El Nuevo Herald (Miami)," November 23, 2016",Pilar Ayuso," Arrival is a very entertaining film and an emotional show of good cinema, at a dramatic, visual, sound and interpretive level. [Full review in Spanish]",Arrival 
Junkee," November 23, 2016",Jack Tregoning," Without giving too much away, Arrival is an innately hopeful and pacifistic movie. Louise's effort to understand the aliens, despite the fearful human reactions around her, makes a powerful case for communication over conflict.",Arrival 
Cinema Sight," November 22, 2016",Wesley Lovell, A slow-burning sci-fi drama that posits compelling questions while creating a fascinating way to tell its story.,Arrival 
The Nation," November 22, 2016",Stuart Klawans," At its best, which is considerable, you also get astonishment, awe, and tempered optimism (which is always good to have), along with respect for the female Homo sapiens and pleasure in the filmmakers' powers of invention.",Arrival 
El Universal," November 22, 2016",Alonso DÌ_az de la Vega, The way one of the most exciting contemporary filmmakers plays with the narrative is an undeniable triumph. [Full review in Spanish],Arrival 
Your Movies (cleveland.com)," November 22, 2016",John Urbancich," Under the guidance of equally exceptional director/co-writer Denis Villeneuve (""Sicario,"" ""Incendies"") this scientific thriller becomes smart, touching and, obviously, one of the year's best films.",Arrival 
The Ooh Tray," November 19, 2016",Ed Whitfield, A movie imagined as life affirming that actually suggests that life may not be worth living at all.,Arrival 
Illinois Times," November 18, 2016",Charles Koplinski, Packs a powerful payoff.,Arrival 
