Primary Key,DC Real Property ID,PM Property ID,Property Name,PM Parent Property ID,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self-Selected,Primary Property Type - Calculated,Tax Record Floor Area,Reported Building Gross Floor Area,ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Water Use (All Water Sources) (kgal),Electricity Use (kWh),Natural Gas Use (therms),Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu),Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM3075531,2553_0073,3075531,The Promenade,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1884 COLUMBIA RD NW,ADAMS-MORGAN ASSOCIATES,1,1884 Columbia Road,Washington,DC,20009,1964,Multifamily Housing,Multifamily Housing,"187,707","206,478",,61,61.2,112.4,112,1019.7,4.9,8718.9,1399174,78210.272,,,Whole Building,,38.91900547,-77.04425918
DC25540014,2554_0014,N/A,1870 Wyoming Co-Op,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1870 WYOMING AV NW,1870 WYOMING AVENUE NW INC,1,1870 Wyoming Av NW,Washington,DC,20009,,Not Provided,Not Provided,"63,712",,,,,,,,,,,,,,,,,
DC25601493,2560_1493,N/A,Lofts at Adams Morgan Condominiums - Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2328 CHAMPLAIN ST NW,THE LOFTS @ ADAMS MORGAN CONDO,1,2328 Champlain Street NW,Washington,DC,20009,,Not Provided,Not Provided,"63,767",,,,,,,,,,,,,,,,,
DC25620095,2562_0095,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1711 FLORIDA AV NW,CHEASAPEAKE & POTOMAC,1,,Washington,DC,20009,,Not Provided,Not Provided,"62,897",,,,,,,,,,,,,,,,,
DC25620824,2562_0824,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1701 FLORIDA AV NW,SECURITY STORAGE CO OF WASH,1,,Washington,DC,20009,,Not Provided,Not Provided,"97,668",,,,,,,,,,,,,,,,,
DC25630865,2563_0865,N/A,Cortland,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1756 - 1760 EUCLID ST NW,ALONZO O BLISS PROPERTY,1,1756-60 Euclid St NW,Washington,DC,20009,,Not Provided,Not Provided,"66,417",,,,,,,,,,,,,,,,,
DC25631613,2563_1613,N/A,Adams Row Condominiums - Whole Community,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2301 CHAMPLAIN ST NW,ADAMS ROW CONDO RESIDENCES,1,2301 Champlain Street NW,Washington,DC,20009,,Not Provided,Not Provided,"62,648",,,,,,,,,,,,,,,,,
DC25650804,2565_0804,N/A,Beverly Court,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1736 COLUMBIA RD NW,BEVERLY COURT COOPERATIVE,1,1736 Columbia Rd NW,Washington,DC,20009,,Not Provided,Not Provided,"74,072",,,,,,,,,,,,,,,,,
DC25661680,2566_1680,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1701 KALORAMA RD NW,THE DELANCEY LOFTS,1,,Washington,DC,,,Not Provided,Not Provided,"50,910",,,,,,,,,,,,,,,,,
PM3519900,2567_1210,3519900,Beekman Place Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1600 BEEKMAN PL NW,BEEKMAN PLACE CONDO,1,1600 Belmont Place NW,Washington,DC,20009,1976,Multifamily Housing,Multifamily Housing,272449,272449,,,,,,,,,,,,,Whole Building,,,
PM3542046,2571_0104,3542046,The Envoy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2400 16TH ST NW,ENVOY ASSOCIATES LTD PTSP,1,2400 16th Street NW,Washington,DC,20009,1918,Multifamily Housing,Multifamily Housing,"276,092","276,092",,17.9,18.2,37.5,37.8,444.6,1.6,509786.2,723139.2,24884.393,,,Whole Building,,38.92117849,-77.03691453
PM3513593,2571_0954,3513593,1661 Crescent Place NW Inc,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1661 CRESCENT PL NW,1661 CRESCENT PLACE NW INC,1,1661 Crescent Place NW,Washington,DC,20009,1926,Multifamily Housing,Multifamily Housing,118686,118686,,44.3,44.9,51.8,52.5,301.1,2.5,2131.8,88858.7,49498.13,,,Tenant Hot Water Common Area Heating Common Area Plug Load/Electricity Common Area Hot Water Common Area Cooling Tenant Heating,,,
DC25710960,2571_0960,N/A,Diplomat,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2420 16TH ST NW,BDC DIPLOMAT LLC,1,2420 16th St NW,Washington,DC,20009,,Not Provided,Not Provided,"65,258",,,,,,,,,,,,,,,,,
DC25711211,2571_1211,N/A,Park Tower,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2440 16TH ST NW,THE PARK TOWER CONDO,1,2440 16th Street NW,Washington,DC,20009,,Not Provided,Not Provided,"68,627",,,,,,,,,,,,,,,,,
PM3997988,2572_0036,3997988,Jemal's Citadel LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1641 - 1681 KALORAMA RD NW,JEMAL'S CITADEL LLC,1,1641-1681 Kalorama Rd,Washington,DC,20009,1940,Other,Other,116689,116689,,,,,,,,,,,,,,,38.92198694,-77.03844187
PM3542092,2572_0815,3542092,Dorchester House Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,2480 16TH ST,DORCHESTER HOUSE ASSOCIATES LLC,1,2480 16th Street,Washington,DC,20009,1941,Multifamily Housing,Multifamily Housing,439502,439502,,,,,,,,,892939,,,,Whole Building,,38.92303223,-77.03739409
DC25740829,2574_0829,N/A,The Century,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2651 16TH ST NW,GWC DISTRICT RESIDENTIAL LLC,1,2651 16th Street NW,Washington,DC,20009,,Not Provided,Not Provided,"77,367",,,,,,,,,,,,,,,,,
PM3513025,2574_0831,3513025,Merridian Hill Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2601 16TH ST NW,HOWARD UNIVERSITY,1,2601 16TH ST NW,Washington,DC,20009,1941,Residence Hall/Dormitory,Residence Hall/Dormitory,"183,744","182,516",95,23,23,72.4,72.4,563,3.1,,1232700,,,,Whole Building,Whole Building,38.92362583,-77.03588045
DC25750844,2575_0844,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1620 FULLER ST NW,PYLES JOHN C AND CALOMIRIS MARY,1,,Washington,DC,20009,,Not Provided,Not Provided,"72,924",,,,,,,,,,,,,,,,,
DC25760063,2576_0063,N/A,Ritz,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1631 EUCLID ST NW,JUBILEE HOUSING LIMITED PARTNERSHIP,1,1631 Euclid St. NW,Washington,DC,20009,,Not Provided,Not Provided,"59,772",,,,,,,,,,,,,,,,,
PM3500398,2581_0448,3500398,The Chatham,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1707 COLUMBIA RD NW,NATIONAL SAVINGS & TRUST COMPANY,1,1707 Columbia Rd NW,Washington,DC,20009,1916,Multifamily Housing,Multifamily Housing,"114,441","114,441",15,78.9,79.5,150.4,151.1,778.5,6.8,4202.6,1085076,53256.83956,,,Whole Building,Whole Building,38.92508802,-77.03961684
PM3500380,2581_0471,3500380,Calverton,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1673 COLUMBIA RD NW,NATIONAL SAVINGS & TRUST COMPANY TRUSTEES,1,1673Columbia Rd NW,Washington,DC,20009,1920,Multifamily Housing,Multifamily Housing,"104,040","104,040",,62.2,62.7,93.4,93.9,446.2,4.3,2052.6,409219.7,50752.357,,,Another configuration,Whole Building,38.92542901,-77.03901653
DC25820826,2582_0826,N/A,Park Crescent,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2901 18TH ST NW,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,1,2901 18th Street NW,Washington,DC,20009,,Not Provided,Not Provided,"81,080",,,,,,,,,,,,,,,,,
PM3513654,2582_1336,3513654,Randolph Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,3900-3901 14TH ST NW,RANDOLPH TOWERS,4,3900-3902 14th Street NW,Washington,DC,20011,2006,Multifamily Housing,Multifamily Housing,102268,102268,,22.8,22.8,36.7,36.7,169.6,1.7,5624.4,182763.1,17069.406,,,Common areas only,,,
DC25830463,2583_0463,N/A,2800 Ontario Rd NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2800 ONTARIO RD NW,NATIONAL SAVINGS & TRUST COMPANY,1,2800 Ontario Rd NW,Washington,DC,20009,,Not Provided,Not Provided,"59,353",,,,,,,,,,,,,,,,,
DC25840827,2584_0827,N/A,1820 Clydesdale Cooperative,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1820 CLYDESDALE PL NW,1820 CLYDESDALE COOPERATIVE INC,1,1820 Clydesdale Pl NW,Washington,DC,20009,,Not Provided,Not Provided,"55,350",,,,,,,,,,,,,,,,,
DC25860812,2586_0812,N/A,3025 Ontario Road INC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,3025 ONTARIO RD NW,3025 ONTARIO ROAD INC,1,3025 Ontario Road N.W.,Washington,DC,20009,,Not Provided,Not Provided,"54,862",,,,,,,,,,,,,,,,,
PM3500299,2586_0813,3500299,Ontario Owners Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,2853 ONTARIO RD NW,ONTARIO OWNERS INC,1,2853 Ontario Road NW,Washington,DC,20009,1906,Multifamily Housing,Multifamily Housing,198381,198381,,46.1,,53.2,,518.5,2.6,4167.3,133745.9,86805.395,,,Tenant Hot Water Common Area Hot Water Tenant Heating Common Area Heating Common Area Plug Load/Electricity,,,
PM4379295,2586_0814,4379295,Saxony Cooperative Apartments Inc.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1801 CLYDESDALE PL NW,SAXONY COOPERATIVE APARTMENTS INC,1,1801 Clydesdale Place NW,Washington,DC,20009,1949,Multifamily Housing,Multifamily Housing,"120,823","110,000",100,30.3,30.4,55.9,55.9,279.6,2.5,3684.7,371675.2,20676.87875,,,Whole Building,Whole Building,,
PM4066546,2588    0222,4066546,Harvard Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1845 Harvard St. NW,District of Columbia Housing Authority (DCHA),1,1845 Harvard St. NW,Washington,DC,20009,1964,Multifamily Housing,Multifamily Housing,,157320,43,82.8,83.6,139.5,140.4,1011.5,6.4,8683.4,1160100,90684.1985,,,Whole Building,Whole Building,,
DC25890477,2589_0477,N/A,Park Ellison Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1700 HARVARD ST NW,GELMAN ESTELLE S GODSTEIN MARTIN & ETAL,1,1700 Harvard St NW,Washington,DC,20009,,Not Provided,Not Provided,"86,709",,,,,,,,,,,,,,,,,
DC25890800,2589_0800,N/A,Plaza West Cooperative Association Inc,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1669 COLUMBIA RD NW,PLAZA WEST COOPERATIVE & DISTRICT OF COLUMBIA,1,1669 Columbia Road NW,Washington,DC,20009,,Not Provided,Not Provided,"52,022",,,,,,,,,,,,,,,,,
DC25890828,2589_0828,N/A,Park Terrace,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1660 LANIER PL NW,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,1,1660 Lanier Place NW,Washington,DC,20009,,Not Provided,Not Provided,"70,831",,,,,,,,,,,,,,,,,
PM3540396,2589_0847,3540396,Harvard Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1650 HARVARD ST NW,HARVARD HALL LLC,1,1650 Harvard Street NW,Washington,DC,20009,1929,Multifamily Housing,Multifamily Housing,174971,174971,,,,,,,,,333325,,,,Whole Building,Whole Building,38.92691463,-77.03992289
PM3503889,2590_0801,3503889,Chalfonte,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1601 ARGONNE PL NW,COLUMBIA REALTY VENTURE LLC,1,1601 Argonne Pl NW,Washington,DC,20009,1926,Multifamily Housing,Multifamily Housing,"202,589","202,589",,64.9,65.6,102.7,103.5,944.2,4.7,7478.1,983340.7,97840.697,,,Whole Building,,38.92668013,-77.03860608
DC25911367,2591_1367,N/A,Embassy Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1613 HARVARD STREET NW,EMBASSY CONDO,1,1613 Harvard Street N.W.,Washington,DC,20010,,Not Provided,Not Provided,"67,964",,,,,,,,,,,,,,,,,
DC26080652,2608_0652,N/A,,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,3224 16TH ST NW,HOLY SPIRIT ASSOCIATION FOR UNIFICATION WORLD,1,,Washington,DC,20010,,Not Provided,Not Provided,"92,538",,,,,,,,,,,,,,,,,
PM3075573,2608_1026,3075573,The Parkhill,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1610 PARK RD NW,BUZ PARTNERSHIP,1,1610 Park Road NW,Washington,DC,20010,1941,Multifamily Housing,Multifamily Housing,"102,238","122,458",,60.2,60.7,91.8,92.3,514.7,4.2,5106,491028.7,56999.38,,,Whole Building,,38.93179702,-77.03725646
PM3541282,2608_1039,3541282,Majestic Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,3200 16TH ST NW,MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,1,3200 16th Street NW,Washington,DC,20010,1938,Multifamily Housing,Multifamily Housing,"126,238","126,238",,44.1,44.5,59.9,60.2,355.9,2.8,4265035.5,239525.2,47551.015,,,Whole Building,Whole Building,38.93101931,-77.03704558
DC26090857,2609_0857,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1621 - 1645 PARK RD NW,ARCHBISHOP WASHINGTON JAMES HICKEY,1,,Washington,DC,20010,,Not Provided,Not Provided,"60,149",,,,,,,,,,,,,,,,,
DC26120651,2612_0651,N/A,Park Regent Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1701 PARK RD NW,PARK REGENT LLC,1,1701 Park RD NW,Washington,DC,20010,,Not Provided,Not Provided,"64,410",,,,,,,,,,,,,,,,,
DC26120677,2612_0677,N/A,Park Pleasant Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,3322 MOUNT PLEASANT ST NW,MT PLEASANT ASSOCIATES LLC,1,3322 Mount Pleasant Street NW,Washington,DC,20010,,Not Provided,Not Provided,"51,428",,,,,,,,,,,,,,,,,
DC26150098,2615_0098,N/A,Stoddard Baptist Nursing Home,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1818 NEWTON ST NW,STODDARD BAPTIST HOME INC,1,1818 Newton Street NW,Washington,DC,20010,,Not Provided,Not Provided,"63,886",,,,,,,,,,,,,,,,,
DC26221233,2622_1233,N/A,3420 16th St (Northbrook I),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,3420 16TH ST NW,NORTHBROOK CONDO I,1,3420 16th St NW,Washington,DC,20010,,Not Provided,Not Provided,"51,069",,,,,,,,,,,,,,,,,
DC26221234,2622_1234,N/A,Northbrook II Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,3426 16TH ST NW,NORTHBROOK CONDO II,1,3426 16th Street  N W,Washington,DC,20010,,Not Provided,Not Provided,"61,155",,,,,,,,,,,,,,,,,
DC26240828,2624_0828,N/A,Oaklawn Terrace Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,3620 16TH ST NW,VAN METRE OAKLAWN TERRACE APARTMENTS L L C,1,3620 16th Street NW,Washington,DC,20010,,Not Provided,Not Provided,"94,292",,,,,,,,,,,,,,,,,
PM2947118,26240831; 26240832,2947118,The Woodner Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,3640 16TH ST NW,ROCK CREEK PLAZA WOODNER,1,3636 16th Street N.W.,Washington,DC,20010,1952,Multifamily Housing,Multifamily Housing,"419,406","937,684",,60.3,60.8,107.5,107.9,4458.1,4.8,50270.3,5799898,367810.517,,,Whole Building,,38.93643431,-77.03726466
PM3330701,2633_0829,3330701,Crestwood Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,3900 16TH ST NW,CRESTWOOD APARTMENTS ASC,4,3900 16th Street NW,Washington,DC,20011,1955,Multifamily Housing,Multifamily Housing,"263,260","263,260",87,56.1,56.4,96.4,96.8,1166.1,4.4,10129.1,1387361,100236.8419,,,Whole Building,,38.93933039,-77.03727482
DC26520805,2652_0805,N/A,19TH St Baptist Church,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,4606 16TH ST NW,NINETEENTH STREET BAPTIST CHURCH,4,4606 16th St NW,Washington,DC,20011,,Not Provided,Not Provided,"80,976",,,,,,,,,,,,,,,,,
DC26600238,2660_0238,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1430 BELMONT ST,E & G DC CO-OP OWNER LLC,1,,Washington,DC,20009,,Not Provided,Not Provided,"51,150",,,,,,,,,,,,,,,,,
DC26610862,2661_0862,N/A,Adams-Garden Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2325 15TH ST NW,ADAMS GARDEN TOWERS LLC,1,2325 15th Street NW,Washington,DC,20009,,Not Provided,Not Provided,"54,613",,,,,,,,,,,,,,,,,
DC26611714,2661_1714,N/A,Fedora Condominiums - Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1451 BELMONT ST NW,THE FEDORA CONDOMINIUM,1,1451 Belmont Street NW,Washington,DC,20009,,Not Provided,Not Provided,"93,388",,,,,,,,,,,,,,,,,
PM3513277,2662_0204,3513277,Faircliff Plaza West,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1424 CLIFTON ST,FPW LP,1,1424 Clifton St,Washington,DC,20009,1979,Multifamily Housing,Multifamily Housing,122869,86232,,3.3,3.3,10.5,10.5,36.4,0.4,6576.1,84199,,,,Common areas only,Common areas only,38.92244513,-77.03336578
DC26630845,2663_0845,N/A,Meridian Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2445 15TH ST,THE DUNKIN-MAXWELL COMPANY,1,2445 15th Street NW,Washington,DC,20009,,Not Provided,Not Provided,"63,023",,,,,,,,,,,,,,,,,
DC26650042,2665_0042,N/A,Fairmont Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1400 FAIRMONT ST NW,NEW FAIRMONT L.P.,1,1400 Fairmont Street NW,Washington,DC,20009,,Not Provided,Not Provided,"84,180",,,,,,,,,,,,,,,,,
DC26660832,2666_0832,N/A,Hilltop House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1475 EUCLID ST NW,1475 EUCLID STREET NW ASSOCIATES,1,1475 Euclid St NW,Washington,DC,20009,,Not Provided,Not Provided,"64,536",,,,,,,,,,,,,,,,,
DC26670062,2667_0062,N/A,New Fairmont,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1401 FAIRMONT ST NW,NEW FAIRMONT L.P.,1,1401 Fairmont Street NW,Washington,DC,20009,,Not Provided,Not Provided,"89,530",,,,,,,,,,,,,,,,,
DC26670847,2667_0847,N/A,Claypoole Courts,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1408 - 1432 GIRARD ST NW,PARCEL FIVE ASSOCIATES,1,1408 Girard St NW,Washington,DC,20009,,Not Provided,Not Provided,"71,013",,,,,,,,,,,,,,,,,
DC26671741,2667_1741,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,2750 14TH ST NW,THE HEIGHTS OF COLUMBIA CONDO,1,,Washington,DC,,,Not Provided,Not Provided,"54,778",,,,,,,,,,,,,,,,,
DC26700835,2670_0835,N/A,Centronia,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1420 COLUMBIA RD NW,CENTRONIA INC,1,1420 Columbia Rd. NW,Washington,DC,20009,,Not Provided,Not Provided,"86,675",,,,,,,,,,,,,,,,,
DC26700839,2670_0839,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,2900 14TH ST NW,COLUMBIA HGTS VILLAGE APARTMENT LP,1,,Washington,DC,20009,,Not Provided,Not Provided,"170,710",,,,,,,,,,,,,,,,,
DC26710817,2671_0817,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,1501 COLUMBIA RD,NATIONAL BAPTIST MEMORIAL CHURCH,1,,Washington,DC,20009,,Not Provided,Not Provided,"50,040",,,,,,,,,,,,,,,,,
