Primary Key,DC Real Property ID,PM Property ID,Property Name,PM Parent Property ID,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area,Reported Building Gross Floor Area,ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Water Use (All Water Sources) (kgal),Electricity Use (kWh),Natural Gas Use (therms),Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu),Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
DC58670899,5867_0899,N/A,,,,12/31/2015,Exempt from this year's disclosure,2700 WADE RD SE,PARCHESTER ASSOC C/O MARVIN F POER,8,,Washington,DC,,,,Not Provided,52848,,,,,,,,,,,,,,,,,
PM4360617,5868_1061,4360617,Matthews Memorial Terrace,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2632 MARTIN LUTHER KING JR AVE SE,MATTHEWS MEMORIAL BAPTIST CHURCH,8,2632 Martin Luther King Jr Ave,Washington,DC,20020,2011,Multifamily Housing,Multifamily Housing,96030,111184,,25.9,25.6,81,80.2,383.9,3.5,9251.1,839185,121.3591371,,,Whole Building,Whole Building,38.8575089,-76.9951366
DC58681794,5868_1794,N/A,,,,12/31/2015,No Report Received,2652 MARTIN LUTHER KING JR AVE SE,PARKWAY HOUSE A CONDO,8,,Washington,DC,,,,Not Provided,80425,,,,,,,,,,,,,,,,,
PM3316372,5869_0068,3316372,Oxford Manor Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2607 - 2637 BOWEN RD SE,OXFORD MANOR LP,8,2607 Bowen Road SE,Washington,DC,20020,1977,Multifamily Housing,Multifamily Housing,72760,291302,71,52.2,54,94.6,96.5,1255.3,4.3,14638.4,1626552,96465.4458,,,Whole Building,Whole Building,38.859213,-76.990867
PM4007393,5871_0145,4007393,Washington View Assoc #.2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2657 - 2661 STANTON RD SE,WASHINGTON VIEW ASSOCIATES LLC,8,2657-61 Stanton Rd SE,Washington,DC,20020,1960,Multifamily Housing,Multifamily Housing,88082,88082,53,42.5,42.5,96.7,96.7,376.2,4.3,3371.1,643261,15519.65963,,,Whole Building,Whole Building,38.85826777,-76.99045205
PM3500430,5871_0869,3500430,Washington View Assoc # 1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2627 - 2653 STANTON RD SE,WASHINGTON VIEW ASSOCIATES LLC,8,2611 Douglas Road S.E.,Washington,DC,20020,1960,Multifamily Housing,Multifamily Housing,79824,127736,9,114.7,119.4,175.9,178.5,1052,8.2,6838.5,993636.6,11269.265,,,Whole Building,Whole Building,38.8569347,-76.9893633
DC58711500,5871_1500,N/A,,,,12/31/2015,Exempt from this year's disclosure,2601 DOUGLAS RD SE,OVERLOOK @ WASHINGTON VIEW,8,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC58720143,5872_0143,N/A,,,,12/31/2015,Exempt from this year's disclosure,2654 DOUGLAS PL SE,NATIONSBANK COMMUNITY C/O MARVIN F POER,8,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC58720989,5872_0989,N/A,,,,12/31/2015,No Report Received,2719 DOUGLAS PL SE,SAYLES DOUGLAS PL SE,8,,Washington,DC,,,,Not Provided,55892,,,,,,,,,,,,,,,,,
PM4007095,5873_0050,4007095,2404 Pomeroy Road SE,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2404 POMEROY RD SE,POMEROY GARDENS LP,8,2404 Pomeroy Road SE,Washington,DC,20020,1964,Multifamily Housing,Multifamily Housing,58770,58770,8,102.4,100.4,182.7,172.8,490.4,8.3,4122.9,619533.6,3961.1942,,,Whole Building,Whole Building,38.85580288,-76.9869743
DC58730921,5873_0921,N/A,,,,12/31/2015,Exempt from this year's disclosure,2500 POMEROY RD SE,ELVANS MANOR ASSOCIATES,8,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC58740051,5874_0051,N/A,,,,12/31/2015,Exempt from this year's disclosure,2400 ELVANS RD SE,STANTON OAKS ASSOCIATES,8,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
DC58740054,5874_0054,N/A,,,,12/31/2015,No Report Received,2430 ELVANS RD SE,PEOPLES COOPERATIVE ASSOCIATES INC,8,,Washington,DC,,,,Not Provided,54824,,,,,,,,,,,,,,,,,
DC58750038,5875_0038,N/A,,,,12/31/2015,Exempt from this year's disclosure,2700 - 2714 ROBINSON PL SE,PARKWAY OVERLOOK LP,8,,Washington,DC,,,,Not Provided,78288,,,,,,,,,,,,,,,,,
DC58750040,5875_0040,N/A,,,,12/31/2015,Exempt from this year's disclosure,2825 - 2827 JASPER RD SE,PARKWAY OVERLOOK LP,8,,Washington,DC,,,,Not Provided,57512,,,,,,,,,,,,,,,,,
DC58750042,5875_0042,N/A,,,,12/31/2015,Exempt from this year's disclosure,2835 - 2841 ROBINSON PL SE,PARKWAY OVERLOOK LP,8,,Washington,DC,,,,Not Provided,74151,,,,,,,,,,,,,,,,,
DC58760049,5876_0049,N/A,,,,12/31/2015,No Report Received,3035 - 3037 STANTON RD SE,BRUCE GARDENS LLC,8,,Washington,DC,,,,Not Provided,50912,,,,,,,,,,,,,,,,,
DC58760050,5876_0050,N/A,,,,12/31/2015,Exempt from this year's disclosure,2800 - 2808 JASPER RD SE,JPMCC 2007-CIBC19 JASPER LIVING LLC LN,8,,Washington,DC,,,,Not Provided,69837,,,,,,,,,,,,,,,,,
DC58790011,5879_0011,N/A,,,,12/31/2015,Exempt from this year's disclosure,3040 - 3098 STANTON RD SE,STANTON GLENN LP,8,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM3991514,5912_0818,3991514,CHR LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1535 ALABAMA AVE SE,CHR LLC,8,1525 Alabama Ave S.E.,Washington,DC,20020,1950,Supermarket/Grocery Store,Supermarket,64945,64945,92,125,125,392.4,392.4,1086.5,16.7,3721.5,237877,,,,Whole Building,Whole Building,38.84496392,-76.98099934
DC59150014,5915_0014,N/A,,,,12/31/2015,No Report Received,1325 - 1333 SAVANNAH ST SE,SOUTHEAST WASHINGTON DEVELOPMENT ASSOCIATES LP,8,,Washington,DC,,,,Not Provided,56580,,,,,,,,,,,,,,,,,
DC59190002,5919_0002,N/A,,,,12/31/2015,Exempt from this year's disclosure,1380 SOUTHERN AV SE,BRINTON WOODS SENIOR LIVING IV LLC,8,,Washington,DC,,,,Not Provided,50570,,,,,,,,,,,,,,,,,
DC59260003,5926_0003,N/A,,,,12/31/2015,No Report Received,3700 9TH ST SE,PARKSIDE TERRACE DEVELOPMENT LLC,8,,Washington,DC,,,,Not Provided,319569,,,,,,,,,,,,,,,,,
DC59340803,5934_0803,N/A,,,,12/31/2015,No Report Received,3400 WHEELER RD SE,DISTRICT OF COLUBMIA,8,,Washington,DC,,,,Not Provided,80832,,,,,,,,,,,,,,,,,
DC59691286,5969_1286,N/A,,,,12/31/2015,Exempt from this year's disclosure,3415 5TH ST SE,THE EAST GATE CONDO,8,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM3507252,5973_0016,3507252,MCP-RANDLE ASSOCIATES LP,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3300 - 3368 6TH ST SE,MCP-RANDLE ASSOCIATES LP,8,3300-38 6TH ST SE,Washington,DC,20032,1968,Multifamily Housing,Multifamily Housing,188704,179232,36,80.7,79.8,140.6,135,1155.1,6.4,11479,14378,9676.49152,,,Whole Building,Whole Building,38.8407055,-76.9978215
DC59820815,5982_0815,N/A,,,,12/31/2015,Exempt from this year's disclosure,645 MILWAUKEE PL SE,FRIENDSHIP PUBLIC CHARTER SCHOOL INC,8,,Washington,DC,,,,Not Provided,59572,,,,,,,,,,,,,,,,,
DC61180045,6118_0045,N/A,,,,12/31/2015,No Report Received,114 WAYNE PL,WAYNE PLACE SENIOR LIVING LIMTIED PARTNERSHIP,8,,Washington,DC,,,,Not Provided,69740,,,,,,,,,,,,,,,,,
DC6120N0814,6120N0814,N/A,,,,12/31/2015,Exempt from this year's disclosure,0204-0222 WAYNE PL,OXON RUN MANOR LLC,8,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM4374392,6157_0077,4374392,Gregory Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0822 BARNABY ST SE,VESTA DC III LLC,8,852 Barnaby Street SE,Washington,DC,20032,2001,Multifamily Housing,Multifamily Housing,88056,97506,,55.4,57,98.1,97.6,437.4,4.5,7187.3,546416,35358.194,,,Whole Building,Whole Building,38.83231157,-76.99130802
DC61720807,6172_0807,N/A,,,,12/31/2015,Exempt from this year's disclosure,4001-4031  SOUTH CAPITOL ST SW,SOUTH CAPITOL CENTER LLC,8,,Washington,DC,,,,Not Provided,58986,,,,,,,,,,,,,,,,,
PM4006431,6201_0027,4006431,Madison Courts,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0002 - 0032 CHESAPEAKE ST SW,CHESAPEAKE PRESERVATION LLC,8,32 Chesapeake St SW,Washington,DC,20032,1944,Multifamily Housing,Multifamily Housing,61642,61642,13,104.9,105.4,156.5,153.7,453.9,7.4,5241.8,41336,5944.971,,,Whole Building,Whole Building,38.82887868,-77.00795766
DC62030804,6203_0804,N/A,,,,12/31/2015,Exempt from this year's disclosure,4200 - 4240 SOUTH CAPITOL ST SE,RUTH E EVANS TRUSTEE,8,,Washington,DC,,,,Not Provided,73236,,,,,,,,,,,,,,,,,
DC62080829,6208_0829,N/A,,,,12/31/2015,No Report Received,4201 - 4237 7TH ST SE,BELMONT CROSSING APARTMENTS LLC,8,,Washington,DC,,,,Not Provided,73584,,,,,,,,,,,,,,,,,
DC62100038,6210_0038,N/A,,,,12/31/2015,No Report Received,800 SOUTHERN AVE SE,PARK SOUTHERN NEIGHBORHOOD CORPORATION,8,,Washington,DC,,,,Not Provided,316536,,,,,,,,,,,,,,,,,
DC62100039,6210_0039,N/A,,,,12/31/2015,Exempt from this year's disclosure,0860 CHESAPEAKE ST SE,VESTA CHESAPEAKE LLC,8,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM3505747,6219_0032,3505747,Atlantic Terrace Ltd.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4301 3RD ST SE,ATLANTIC TERRACE LTD,8,4301 3rd St. SE,Washington,DC,20032,1964,Multifamily Housing,Multifamily Housing,173291,200839,89,51.8,53.7,94.4,96.4,863.1,4.3,1671.5,1128553,65445.221,,,Whole Building,Whole Building,38.82985202,-77.00225519
PM4370572,6242_0834,4370572,St Thomas More,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4275 4TH ST SE,ROMAN CATHOLIC ARCHBISHOP WASHINGTON,8,4275 4th St SE,Washington,DC,20032,1950,K-12 School,K-12 School,53697,65431,100,13.2,12.8,41.5,40.3,115.7,1.8,393.5,253355.4,,,,Whole Building,Whole Building,38.8254087,-77.0002222
DC62541302,6254_1302,N/A,,,,12/31/2015,No Report Received,0006 GALVESTON ST SW,FRIENDSHIP SQUARE CONDO,8,,Washington,DC,,,,Not Provided,62292,,,,,,,,,,,,,,,,,
DC62710027,6271_0027,N/A,,,,12/31/2015,No Report Received,4660 MARTIN LUTHER KING JR AVE SW,WINGATE PROPERTIES LLC,8,,Washington,DC,,,,Not Provided,258310,,,,,,,,,,,,,,,,,
DC62710029,6271_0029,N/A,,,,12/31/2015,Exempt from this year's disclosure,0026 - 0068 GALVESTON ST SW,WINGATE PROPERTIES LLC,8,,Washington,DC,,,,Not Provided,68772,,,,,,,,,,,,,,,,,
DC62710807,6271_0807,N/A,,,,12/31/2015,No Report Received,0070 - 0116 GALVESTON ST SW,WINGATE PROPERTIES LLC,8,,Washington,DC,,,,Not Provided,154424,,,,,,,,,,,,,,,,,
PM3412689,Not Provided,3412689,Fire Alarm Headquarters,,,12/31/2015,In Compliance,300 MCMILLAN DRIVE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,300 MCMILLAN DRIVE NW,Washington,DC,20001,,Other - Public Services,Fire Station,,22250,Not Available,9.9,9.9,22.2,22.2,21.9,1,Not Available,36888,945.9426,,,Whole Building,Not Available,38.9220626,-77.01621665
PM3412672,Not Provided,3412672,Engine Company #7,,,12/31/2015,In Compliance,1101 HALF STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1101 HALF STREET SW,Washington,DC,20024,,Other - Public Services,Fire Station,,60000,Not Available,163.1,168.1,273.4,278.7,756.6,12.6,Not Available,859141,68573.38927,,,Whole Building,Not Available,38.87692897,-77.01122979
PM3412639,Not Provided,3412639,Emergency Management Communications,,,12/31/2015,In Compliance,320 MCMILLAN DRIVE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,320 MCMILLAN DRIVE NW,Washington,DC,20001,,Fire Station,Fire Station,,37032,Not Available,129.9,128.8,407.8,404.4,643.8,17.4,Not Available,149428,Not Available,,,Whole Building,Not Available,38.92236086,-77.01689537
PM3412573,Not Provided,3412573,Engine Company #8,,,12/31/2015,In Compliance,1520 C STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1520 C STREET SE,Washington,DC,20003,1963,Other - Public Services,Fire Station,,10080,Not Available,86.3,85.8,205.9,202.2,91.1,9,Not Available,16299,3134.49979,,,Whole Building,Not Available,38.88554019,-76.98294358
PM3412511,Not Provided,3412511,Ready Reserve,,,12/31/2015,In Compliance,915 GALLATIN STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,915 GALLATIN STREET NW,Washington,DC,20011,2005,Other - Public Services,Fire Station,,16442,Not Available,35.7,36.6,60.7,61.7,45.9,2.8,Not Available,53548,435.7217,,,Whole Building,Not Available,38.95213606,-77.0262584
PM3412381,Not Provided,3412381,Engine Company #11,,,12/31/2015,In Compliance,3420 14TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,3420 14TH STREET NW,Washington,DC,20010,1984,Other - Public Services,Fire Station,,24875,Not Available,75.3,75.2,144.2,140.7,162.1,6.5,Not Available,227388,196.95,,,Whole Building,Not Available,38.93224682,-77.03306259
PM3412242,Not Provided,3412242,Engine Company #20,,,12/31/2015,In Compliance,4300 WISCONSIN AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,4300 WISCONSIN AVENUE NW,Washington,DC,20016,1913,Other - Public Services,Fire Station,,13472,Not Available,155.5,156.9,287.7,283.7,176.1,13.1,Not Available,23599,12928.57914,,,Whole Building,Not Available,38.94497391,-77.07842283
PM3412227,Not Provided,3412227,Engine Company #13,,,12/31/2015,In Compliance,450 6TH STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,450 6TH STREET SW,Washington,DC,20024,1960,Other - Public Services,Fire Station,,12945,Not Available,51.3,50.2,150.3,146.6,83.5,6.5,Not Available,174924,677.811,,,Whole Building,Not Available,38.88360672,-77.01939265
PM3412177,Not Provided,3412177,Engine Company #33,,,12/31/2015,In Compliance,101 ATLANTIC STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,101 ATLANTIC STREET SE,Washington,DC,20032,1908,Other - Public Services,Fire Station,,15000,Not Available,78.6,79.6,183,184,120.8,8.1,Not Available,211295,4582.21147,,,Whole Building,Not Available,38.83089533,-77.00514742
PM3412118,Not Provided,3412118,Engine Company #4,,,12/31/2015,In Compliance,2531 SHERMAN AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,2531 SHERMAN AVENUE NW,Washington,DC,20001,,Other - Public Services,Fire Station,,19315,Not Available,120,121.9,227.3,226.3,198.7,10.3,Not Available,27423,13825.83967,,,Whole Building,Not Available,38.92339689,-77.02502519
PM3412088,Not Provided,3412088,Engine Company #6,,,12/31/2015,In Compliance,1300 NEW JERSEY AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1300 NEW JERSEY AVENUE NW,Washington,DC,20001,1973,Other - Public Services,Fire Station,,18432,Not Available,115.6,116.1,223.4,220.4,185.8,10.1,Not Available,263575,12318.61989,,,Whole Building,Not Available,38.90769091,-77.01607757
PM3411346,Not Provided,3411346,Engine Company #2,,,12/31/2015,In Compliance,500 F STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,2,500 F STREET NW,Washington,DC,20001,1978,Other - Public Services,Fire Station,,35241,Not Available,76.9,77.6,160.1,158.4,251.8,7.2,Not Available,391587,13732.48957,,,Whole Building,Not Available,38.8970744,-77.01948669
PM3876577,Not Provided,3876577,Southeast Tennis and Learning Center,,,12/31/2015,In Compliance,701 Mississippi Ave SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,701 Mississippi Ave SE,Washington,DC,20032,,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,,39541,Not Available,128.2,131.1,256.4,259.5,455.3,11.5,Not Available,675134,27668.17275,,,Whole Building,Not Available,38.83851133,-76.99454725
PM3537455,Not Provided,3537455,Trinidad Recreation Center,,,12/31/2015,In Compliance,1310 Childress St NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,1310 Childress St NE,Washington,DC,20002,,Other,Fitness Center/Health Club/Gym,,20644,Not Available,94,95.9,208.5,210.5,190.9,9.2,Not Available,318286,8561.4149,,,Whole Building,Not Available,38.90644074,-76.98274212
PM3862676,Not Provided,3862676,Washington Metropolitan High School,,,12/31/2015,In Compliance,300 Bryant St NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,300 Bryant St NW,Washington,DC,20001,1962,K-12 School,K-12 School,,49500,60,72.9,74,133.1,132.6,299.7,6.1,Not Available,392473,2268.9597,,,Whole Building,Not Available,38.92043047,-77.01558101
PM3774308,Not Provided,3774308,Langley Elementary,,,12/31/2015,In Compliance,101 T St NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,101 T St NE,Washington,DC,20002,1923,K-12 School,K-12 School,,110100,56,66.9,68.4,112.8,113.4,572.4,5.2,Not Available,65683,51277.29548,,,Whole Building,Not Available,38.91516879,-77.00588662
PM3412871,Not Provided,3412871,Roosevelt High School (under modernization),,,12/31/2015,In Compliance,4301 13TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,4301 13TH STREET NW,Washington,DC,20011,1950,K-12 School,K-12 School,,331900,85,54.5,55.7,119.2,120.5,1754.8,5.3,Not Available,288469,82368.11257,,,Whole Building,Not Available,38.94302943,-77.02919685
PM3412692,Not Provided,3412692,Amidon-Bowen Elementary School,,,12/31/2015,In Compliance,401 I STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,401 I STREET SW,Washington,DC,20024,1964,K-12 School,K-12 School,,125800,39,75.7,76.5,170.8,170.6,542.7,7.5,Not Available,9247,2317.5289,,,Whole Building,Not Available,38.8795154,-77.0181253
PM3412690,Not Provided,3412690,Wheatley Cole,,,12/31/2015,In Compliance,1299 NEAL STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,1299 NEAL STREET NE,Washington,DC,20002,1903,K-12 School,K-12 School,,87200,13,92.2,93.5,239.4,240.7,907.3,10.4,Not Available,174371,2933.781,,,Whole Building,Not Available,38.90411774,-76.98850077
PM3412674,Not Provided,3412674,Adams Elementary,,,12/31/2015,In Compliance,2020 19TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,2020 19TH STREET NW,Washington,DC,20009,1900,K-12 School,K-12 School,,59400,59,80.3,81.8,137.8,138.3,376.1,6.3,Not Available,44656,32456.3923,,,Whole Building,Not Available,38.91730954,-77.04437725
PM3412669,Not Provided,3412669,Beers Elementary,,,12/31/2015,In Compliance,3600 ALABAMA AVENUE SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,3600 ALABAMA AVENUE SE,Washington,DC,20020,1942,K-12 School,K-12 School,,77500,26,81.7,83.3,188.9,189.5,645.1,8.3,Not Available,112653,2577.1793,,,Whole Building,Not Available,38.86434984,-76.95560475
PM3412668,Not Provided,3412668,J.O. Wilson Elementary,,,12/31/2015,In Compliance,660 K STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,660 K STREET NE,Washington,DC,20002,1961,K-12 School,K-12 School,,98900,21,91.9,92.6,190.6,188.2,842.4,8.5,Not Available,13567,46377.13714,,,Whole Building,Not Available,38.902758,-76.99658902
PM3412662,Not Provided,3412662,Columbia Heights Education Campus,,,12/31/2015,In Compliance,3101 16th St NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,3101 16th St NW,Washington,DC,20010,2006,K-12 School,K-12 School,,325217,13,100.5,101.1,248,247.5,3526.6,10.8,Not Available,6531,14997.8614,,,Whole Building,Not Available,38.92954477,-77.03585831
PM3412661,Not Provided,3412661,Nalle Elementary,,,12/31/2015,In Compliance,219 50TH STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,219 50TH STREET SE,Washington,DC,20019,1950,K-12 School,K-12 School,,83900,9,96.3,97.6,221.1,222.4,818,9.7,Not Available,141642,32698.9187,,,Whole Building,Not Available,38.88595442,-76.93079651
PM3412647,Not Provided,3412647,Murch Elementary,,,12/31/2015,In Compliance,4810 36TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,4810 36TH STREET NW,Washington,DC,20008,1929,K-12 School,K-12 School,,47400,27,103.3,105.9,187.9,190.6,408.1,8.6,Not Available,531514,31128.68738,,,Whole Building,Not Available,38.95293352,-77.07007921
PM3412630,Not Provided,3412630,Bancroft Elementary School,,,12/31/2015,In Compliance,1755 NEWTON STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1755 NEWTON STREET NW,Washington,DC,20010,1924,K-12 School,K-12 School,,79800,20,96.5,98.1,197.4,198.5,705.2,8.8,Not Available,175638,4268.7224,,,Whole Building,Not Available,38.93431836,-77.04055344
PM3412625,Not Provided,3412625,Capitol Hill Montessori @ Logan,,,12/31/2015,In Compliance,215 G STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,215 G STREET NE,Washington,DC,20002,1935,K-12 School,K-12 School,,47200,84,43,43.3,106,104.8,218.8,4.6,Not Available,42755,6551.929893,,,Whole Building,Not Available,38.89853031,-77.00256647
PM3412624,Not Provided,3412624,Banneker High School,,,12/31/2015,In Compliance,800 EUCLID STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,800 EUCLID STREET NW,Washington,DC,20001,1939,K-12 School,K-12 School,,180000,83,54.6,55.4,95.4,94.6,786.6,4.4,Not Available,95948,65625.7944,,,Whole Building,Not Available,38.92383276,-77.02397697
PM3412583,Not Provided,3412583,Hardy Middle School / Fillmore Arts Center,,,12/31/2015,In Compliance,1819 35TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,2,1819 35TH STREET NW,Washington,DC,20007,1931,K-12 School,K-12 School,,116872,30,77.5,77.5,171.2,168.3,886.6,7.6,Not Available,14725,4341.43892,,,Whole Building,Not Available,38.91550903,-77.0686139
PM3412539,Not Provided,3412539,Walker-Jones Education Campus,,,12/31/2015,In Compliance,1125 NEW JERSEY AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1125 NEW JERSEY AVENUE NW,Washington,DC,20001,1950,K-12 School,K-12 School,,104200,3,129,129.1,282.9,278.6,1307.5,12.5,Not Available,2155236,6836.47,,,Whole Building,Not Available,38.90419198,-77.01391569
PM3412534,Not Provided,3412534,Addison Elementary (under modernization),,,12/31/2015,In Compliance,3246 P STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,2,3246 P STREET NW,Washington,DC,20007,1885,K-12 School,K-12 School,,41329,96,30.6,30.9,78.8,78.2,141.7,3.4,Not Available,2783,3452.9969,,,Whole Building,Not Available,38.90860986,-77.06490154
