Primary Key,DC Real Property ID,PM Property Id,Property Name,PM Parent Property Id,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area ,Reported Building Gross Floor Area ,ENERGY STAR Score, Site EUI (kBtu/ft²) , Weather Normalized Site EUI (kBtu/ft²) , Source EUI (kBtu/ft²) ,Weather Normalized Source EUI (kBtu/ft²) ,Total GHG Emissions (Metric Tons CO2e) ,Total GHG Emissions Intensity (kgCO2e/ft²) ,Water Use (All Water Sources) (kgal) ,Electricity Use (kWh) ,Natural Gas Use (therms) ,Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu) ,Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM3412660,Not Provided*,3412660,DC Lottery Board,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2101 MARTIN LUTHER KING JR AVENUE SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,2101 MARTIN LUTHER KING JR AVENUE SE,Washington,DC,20002,,Office,Office,,75660,24,90,88.8,225.8,223.1,745.5,9.9,,1393341,20533.99736,,,Whole Building,Not Available,38.8654159,-76.99017709
PM3412661,Not Provided*,3412661,Nalle Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,219 50TH STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,219 50TH STREET SE,Washington,DC,20019,1950,K-12 School,K-12 School,,83900,8,101.4,100.2,227.5,226.2,844.3,10.1,,1423661,36540.00094,,,Whole Building,Not Available,38.88595442,-76.93079651
PM3412662,Not Provided*,3412662,Columbia Heights Education Campus,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3101 16th St NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,3101 16th St NW,Washington,DC,20010,2006,K-12 School,K-12 School,,325217,10,109.5,109.5,252.2,252.2,3615.3,11.1,,6258020,142509.0064,,,Whole Building,Not Available,38.92954477,-77.03585831
PM3412663,Not Provided*,3412663,SW Inspection Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1001 HALF STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1001 HALF STREET SW,Washington,DC,20024,1962,Other - Public Services,Other,,350000,,20.9,20.4,35.1,34.6,566.7,1.6,,647920,50969.00028,,,Whole Building,Not Available,38.87784514,-77.01106951
PM3412665,Not Provided*,3412665,4th District Headquarters,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,6001 GEORGIA AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,6001 GEORGIA AVENUE NW,Washington,DC,20011,,Police Station,Police Station,,45013,,142.5,139.5,364.3,356.8,714.1,15.9,,1354949,17922.99971,,,Whole Building,Not Available,38.96312578,-77.02741098
PM3412666,Not Provided*,3412666,5th District Headquarters,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1805 BLADENSBURG ROAD NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,1805 BLADENSBURG ROAD NE,Washington,DC,20002,1978,Other - Public Services,Other - Public Services,,43955,,117.1,115,275.6,273.4,532.7,12.1,,940876,19376.00088,,,Whole Building,Not Available,38.91507759,-76.97364006
PM3412668,Not Provided*,3412668,J.O. Wilson Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,660 K STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,660 K STREET NE,Washington,DC,20002,1961,K-12 School,K-12 School,,98900,39,77.2,75.7,158.2,156.1,700.4,7.1,,1070875,39769.00214,,,Whole Building,Not Available,38.902758,-76.99658902
PM3412669,Not Provided*,3412669,Beers Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3600 ALABAMA AVENUE SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,3600 ALABAMA AVENUE SE,Washington,DC,20020,1942,K-12 School,K-12 School,,77500,25,83.5,83.5,192.2,192.3,656.8,8.5,,1136835,25901.00173,,,Whole Building,Not Available,38.86434984,-76.95560475
PM3412670,Not Provided*,3412670,Taft Rec Ctr,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1800 PERRY STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,1800 PERRY STREET NE,Washington,DC,20018,1900,Other - Recreation,Other - Recreation,,194300,,0.4,0.4,1.1,1.1,9.3,,,20265,,,,Whole Building,Not Available,38.93679648,-76.97859551
PM3412672,Not Provided*,3412672,Engine Company #7,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1101 HALF STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1101 HALF STREET SW,Washington,DC,20024,,Other - Public Services,Fire Station,,60000,,140.3,137.6,246.7,243.8,677.4,11.3,,835896,55653.00402,,,Whole Building,Not Available,38.87692897,-77.01122979
PM3412673,Not Provided*,3412673,Police Training Academy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4665 BLUE PLAINS DRIVE SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,4665 BLUE PLAINS DRIVE SW,Washington,DC,20032,,Police Station,Police Station,,112283,,97.2,96.2,215.4,213.9,1071.3,9.5,,1784336,48253.00344,,,Whole Building,Not Available,38.82150255,-77.01319851
PM3412674,Not Provided*,3412674,Adams Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2020 19TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,2020 19TH STREET NW,Washington,DC,20009,1900,K-12 School,K-12 School,,59400,51,93.4,91.4,148.7,146.4,410.9,6.9,,421819,41078.99866,,,Whole Building,Not Available,38.91730954,-77.04437725
PM3412676,Not Provided*,3412676,Department of Human Services #1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2100 MARTIN LUTHER KING JR AVENUE SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,2100 MARTIN LUTHER KING JR AVENUE SE,Washington,DC,20020,,Office,Office,,81610,50,72.6,71.7,228,225.1,793.2,9.7,,1736640,,,,Whole Building,Not Available,38.86543825,-76.98923777
PM3412682,Not Provided*,3412682,Food Service Warehouse (Lease #8834),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3535 V STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,3535 V STREET NE,Washington,DC,20018,,Other,Other,,68203,,76.4,75.4,164.5,162.2,498.7,7.3,,805824,24596.99966,,,Whole Building,Not Available,38.91823016,-76.95725326
PM3412689,Not Provided*,3412689,Fire Alarm Headquarters,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,300 MCMILLAN DRIVE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,300 MCMILLAN DRIVE NW,Washington,DC,20001,,Other - Public Services,Fire Station,,22250,,12.4,12.4,24.4,24.4,24.5,1.1,,35540,1549.999987,,,Whole Building,Not Available,38.9220626,-77.01621665
PM3412690,Not Provided*,3412690,Wheatley Cole,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1299 NEAL STREET NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,1299 NEAL STREET NE,Washington,DC,20002,1903,K-12 School,K-12 School,,87200,3,99.8,99.8,257.8,257.8,977.7,11.2,,1871132,23177.00095,,,Whole Building,Not Available,38.90411774,-76.98850077
PM3412692,Not Provided*,3412692,Bowen Elementary School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,401 I STREET SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,401 I STREET SW,Washington,DC,20024,1964,K-12 School,K-12 School,,125800,78,45.6,43.7,98.5,95.9,550.5,4.4,,893262,26836.00052,,,Whole Building,Not Available,38.8795154,-77.0181253
PM3412871,Not Provided*,3412871,Roosevelt High School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4301 13TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,4301 13TH STREET NW,Washington,DC,20011,1950,K-12 School,K-12 School,,331900,97,46.6,45.8,82.6,81.7,1252.8,3.8,,1564481,101332.9992,,,Whole Building,Not Available,38.94302943,-77.02919685
PM3532787,Not Provided*,3532787,Psychological Edu Program,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,821 Howard Road SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,821 Howard Road SE,Washington,DC,20020,,Office,Office,,23903,68,67,65.4,148.1,146.4,156.9,6.6,,260443,7136.000221,,,Whole Building,Not Available,38.8640227,-76.99804845
PM3532804,Not Provided*,3532804,Benning Park Recreation Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,5100 Southern Ave SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,5100 Southern Ave SE,Washington,DC,20019,1969,Other - Recreation,Other - Recreation,,23803,,113.7,111.6,357.1,350.3,362.4,15.2,,793375,,,,Whole Building,Not Available,38.87979934,-76.92693816
PM3532808,Not Provided*,3532808,Columbia Heights Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1300 Clifton St NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1300 Clifton St NW,Washington,DC,20009,2006,Other - Recreation,Other - Recreation,,54061,,73,72.3,158.4,157.3,380.4,7,,620200,18292.00023,,,Whole Building,Not Available,38.92523903,-77.03509525
PM3532814,Not Provided*,3532814,Deanwood Recreation Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1350 49th St NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,1350 49th St NE,Washington,DC,20019,,Other - Recreation,Other - Recreation,,63000,,128,126.7,267.7,263.7,752.9,12,,1178236,40424.99991,,,Whole Building,Not Available,38.90844496,-76.93215558
PM3537455,Not Provided*,3537455,Trinidad Recreation Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1310 Childress St NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,1310 Childress St NE,Washington,DC,20002,,Other,Fitness Center/Health Club/Gym,,20664,,106.7,104.6,219.7,217.5,203.1,9.8,,311923,11410.0002,,,Whole Building,Not Available,38.90644074,-76.98274212
PM3540180,Not Provided*,3540180,200 I St Municipal Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,200 I St SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,200 I St SE,Washington,DC,20003,2010,Office,Office,,350000,66,66.7,66.7,205.4,205.4,3071,8.8,,6645564,6701.999803,,,Whole Building,Not Available,38.879877,-77.002841
PM3540181,Not Provided*,3540181,Takoma Community Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,300 Van Buren St NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,4,300 Van Buren St NW,Washington,DC,20012,2004,Other - Recreation,Other - Recreation,,81397,,,,,,,,,,,,,Whole Building,Not Available,38.96888702,-77.01805168
PM3540183,Not Provided*,3540183,Waterfront Municipal Center East,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1100 4th St SW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,1100 4th St SW,Washington,DC,20032,2010,Office,Office,,340000,92,45.5,45.5,142.7,142.7,2068.8,6.1,,4529500,,,,Whole Building,Not Available,38.87761406,-77.01715952
PM3540204,Not Provided*,3540204,Department of Employment Services Headquarters,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,4058 Minnesota Ave NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,4058 Minnesota Ave NE,Washington,DC,20019,2010,Office,Office,,81619,1,218.1,218.1,684.7,684.7,2382.5,29.2,,5216209,,,,Whole Building,Not Available,38.89696908,-76.94785478
PM3540205,Not Provided*,3540205,Municipal Warehouse #1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2000 Adam Pl NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,2000 Adam Pl NE,Washington,DC,20018,1983,Non-Refrigerated Warehouse,Warehouse,,202829,1,601.8,601.8,631.9,631.9,6483.7,32,,,1220697.99,,,Whole Building,Not Available,38.9189488,-76.97647762
PM3774308,Not Provided*,3774308,Langley Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,101 T St NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,101 T St NE,Washington,DC,20002,1923,K-12 School,K-12 School,,110100,50,73.3,71.6,119.3,117.2,608.6,5.5,,652146,58502.00023,,,Whole Building,Not Available,38.91516879,-77.00588662
PM3862676,Not Provided*,3862676,Lewis Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,300 Bryant St NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,300 Bryant St NW,Washington,DC,20001,1962,K-12 School,K-12 School,,49500,55,76,74.7,134.9,132.8,305.2,6.2,,382924,24536.99729,,,Whole Building,Not Available,38.92043047,-77.01558101
PM3876576,Not Provided*,3876576,Rumsey Aquatic Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,635 North Carolina Ave SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,6,635 North Carolina Ave SE,Washington,DC,20003,,Swimming Pool,Other - Recreation,,13455,,533.6,533.6,892.2,892.2,553.9,41.2,,626349,50420.00288,,,Whole Building,Not Available,38.88658538,-76.99702871
PM3876577,Not Provided*,3876577,Southeast Tennis and Learning Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,701 Mississippi Ave SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8,701 Mississippi Ave SE,Washington,DC,20032,,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,,39541,,167.7,163.1,243.6,238.8,455.3,11.5,,374209,53535.99929,,,Whole Building,Not Available,38.83851133,-76.99454725
PM3876579,Not Provided*,3876579,2nd District Headquarters,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3320 Idaho Ave NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,3,3320 Idaho Ave NW,Washington,DC,20016,,Police Station,Police Station,,43992,,124.8,121.4,305,297.6,587.3,13.3,,1073281,18273.00232,,,Whole Building,Not Available,38.93484617,-77.07483805
PM3876581,Not Provided*,3876581,Benning Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,3935 Benning Rd NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,7,3935 Benning Rd NE,Washington,DC,20019,2007,Library,Library,,22000,,122.4,122.4,384.3,384.3,360.4,16.4,,789046,,,,Whole Building,Not Available,38.89418122,-76.94777105
PM3876584,Not Provided*,3876584,DPW Vehicle Maintenance Facility 2A,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1835 West Virgina Ave NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,1835 West Virgina Ave NE,Washington,DC,20002,,Other - Public Services,Other,,134114,,5,5,15.6,15.6,89.3,0.7,,195560,,,,Whole Building,Not Available,38.91210351,-76.98359848
PM3876585,Not Provided*,3876585,Department of Parks and Recreation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1250 U St NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,1250 U St NW,Washington,DC,20001,,Office,Office,,40097,66,79.1,79.1,248.5,248.5,424.8,10.6,,930063,,,,Whole Building,Not Available,38.91670854,-77.02903548
PM3876587,Not Provided*,3876587,Income Maintenance Administration,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,645 H St NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,5,645 H St NE,Washington,DC,20002,,Office,Office,,8637,100,19.1,19.1,60.1,60.1,22.1,2.6,,48445,,,,Whole Building,Not Available,,
PM4066546,Not Provided*,4066546,Harvard Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1845 Harvard St. NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,1,1845 Harvard St. NW,Washington,DC,20009,1964,Multifamily Housing,Multifamily Housing,,157320,55,72,71.6,131,131,935,6,"11,619","1,224,600","70,750",,,Whole Building,Whole Building,,
PM4097073,Not Provided*,4097073,Carroll Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,410 M Street SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,6,410 M Street SE,Washington,DC,20003,1964,Multifamily Housing,Multifamily Housing,,48064,34,76,76.3,150,150,325,7,"1,607","473,100","20,454",,,Whole Building,Whole Building,,
PM4097096,Not Provided*,4097096,Claridge Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1221 M St. NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,2,1221 M St. NW,Washington,DC,20009,1967,Multifamily Housing,Multifamily Housing,,198000,53,79,78.8,157,156,"1,397",7,"14,665","2,053,200","86,435",,,Whole Building,Whole Building,,
PM4097099,Not Provided*,4097099,Fort Lincoln,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2855 Bladensburg Rd.,DISTRICT OF COLUMBIA HOUSING AUTHORITY,5,2855 Bladensburg Rd.,Washington,DC,20018,1971,Multifamily Housing,Multifamily Housing,,62664,19,104,102.4,210,207,589,9,"4,520","883,680","34,983",,,Whole Building,Whole Building,,
PM4097111,Not Provided*,4097111,Garfield Terrace,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2301 11Th. St. NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,1,2301 11Th. St. NW,Washington,DC,20001,1965,Multifamily Housing,Multifamily Housing,,230989,35,71,71.4,153,153,"1,567",7,"11,477","2,512,200","79,058",,,Whole Building,Whole Building,,
PM4097123,Not Provided*,4097123,Greenleaf Senior,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1200 Delaware Ave. SW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,6,1200 Delaware Ave. SW,Washington,DC,20024,1959,Multifamily Housing,Multifamily Housing,,196736,5,118,118.5,215,215,"1,924",10,"17,421","2,493,000","147,808",,,Whole Building,Whole Building,,
PM4097131,Not Provided*,4097131,Horizon House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1150 12Th. St. NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,2,1150 12Th. St. NW,Washington,DC,20009,1964,Mixed Use Property,Multifamily Housing,,105370,37,102,92.6,181,169,870,8,"5,369","1,087,200","70,310",,,Whole Building,Whole Building,,
PM4097135,Not Provided*,4097135,James Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1425 N St. NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,2,1425 N St. NW,Washington,DC,20005,1960,Multifamily Housing,Multifamily Housing,,101376,14,84,80.6,185,181,831,8,"5,309","1,371,832","38,386",,,Whole Building,Whole Building,,
PM4097139,Not Provided*,4097139,Judiciary House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,461 H St. NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,6,461 H St. NW,Washington,DC,20001,1966,Multifamily Housing,Multifamily Housing,,197648,76,66,65.2,118,117,"1,066",5,"16,668","1,353,300","84,401",,,Whole Building,Whole Building,,
PM4097142,Not Provided*,4097142,Knox Hill,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2700 Jasper St. SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY,8,2700 Jasper St. SE,Washington,DC,20020,1987,Multifamily Housing,Multifamily Housing,,76420,8,77,73.4,191,185,637,8,"4,678","1,183,842","18,074",,,Whole Building,Whole Building,,
PM4097151,Not Provided*,4097151,LeDroit,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2125 4Th. St. NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,1,2125 4Th. St. NW,Washington,DC,20001,1965,Multifamily Housing,Multifamily Housing,,83706,49,94,92.2,169,167,645,8,"6,421","828,240","50,142",,,Whole Building,Whole Building,,
