Condition,Rating,Review,Polarity,Name,label
Pain,5.0,"""Finally, a medicine prescribed by my psychiatrist that is non narcotic and actually works. Due to a severe auto accident fifteen years ago, I am now 40 yrs old, and having suffered a closed head injury, fractured pelvis, 4 fractured ribs and tailbone fracture. I have suffered with chronic pain mostly my adult like. I have undergone nearly every pain management regime one can think of: Epid nerve blocks, rhizotomy, physical therapies and of course every narcotic medicine that was available. Yet within just a few months, and after all these years, Doctor and I have finally found a medication regimen that truly works! Lyrica 75 2x a day and MS 60mg 2x daily. And since starting Lyrica, my acute pain episodes are less frequent.""",0.0505208333333,Pregabalin,3
Neuropathic Pain,5.0,"""Thus is intended as a warning about sudden cessation of long term Lyrica use. I've been taking 75mg twice daily Lyrica for severe pain resulting from crush fractures in my spine. I started to feel a slight benefit from the drug a few weeks after beginning to take it but it wasn't until I started swimming that my long standing pain completely disappeared. 
I never missed a dose until a few days ago: just ran out, had to wait til the next day, effectively missing two doses. I went through an incredibly harrowing experience in that time without the drug...it wasn't psychological: I could almost physically feel the chemistry in my brain and body going totally haywire. It was extremely alarming, nothing can describe how nasty it was.""",-0.0604166666667,Pregabalin,3
Pain,5.0,"""I was prescribed this capsule when my pain in left thigh muscle became unbearable and I was not able to stand or walk. Either this, or combined first 3 days muscle relaxant made my pain vanish. I was prescribed for 15 days and after 8 days, I forgot to take one night. I felt much better next day (after not taking).  As I am getting pain in knee joints, which I did not have earlier, I think, I will gradually stop it.""",0.0833333333333,Pregabalin,3
Peripheral Neuropathy,5.0,"""It is difficult to rate this medication. I have all forms of Neuropathy, very painful and Lyrica has been the best so far at eliminating pain, allowing me to overcome the insomnia from the Neuropathy and opiate medication. Even at very small doses. I take 50mg once daily before bed and it works. The problem is the side effects, the worst being that after three days my eyesight is so degraded that I can not drive, I cannot read anything on the television 6 feet away, there is some eye pain and my eyes seem dry and burning. Eye problems can be serious. Wandering eye, crossed eyes and most commonly blurred vision. It also causes peripheral edema in my legs and feet.""",-0.166818181818,Pregabalin,3
Neuralgia,5.0,"""My taking Lyrica was in combo with Tegretol and a few others.  It made my finger ends and toe ends  tingly and numb at times. It did help my Face Pain a bit. But then the skin on my finger ends split constantly and then the inside of my mouth began to peel constantly as well.   Ugh!     I had to go off of it as it simply was not helping my situation of Face Pain, however, I can see where it MAY work for diabetic or MS pain of toes and fingers.""",-0.16,Pregabalin,3
,5.0,"""Side effect, swollen ankles.""",0.0,Pregabalin,3
Neuropathic Pain,4.0,"""I was prescibed  pregabalin for leg pain associated with Spinal Stenosis. The first prescribed was 225 mg daily. Side effects extreme tiredness and swollen ankles. When I tried to stop this drug I experienced severe anxiety and feelings of gloom. Went back on see and say the pain clinic who advised tapering 25mgs every 2 weeks. I am down to 50mgs am and pm. The withdrawal is one of the hardest things I have been through and cannot wait until this drug is totally out of my system. Lesson learnt to research prescribed drugs, their side effects and withdrawal before blindly accepting them.""",0.0151234567901,Pregabalin,3
Postherpetic Neuralgia,4.0,"""I've copped a dose of the shingles from the middle of my back wrapped around into my belly button on the right side. Doctors couldn't work out the problem because the rash took 5 days to appear. The pain was very uncomfortable. Pain killers weren't cutting the mustard. When the rash appeared the Doc put me straight onto lyrica 75mg once a day. Had the pill before bed then for the next 3 days had a migraine so intense that all i could think of is please wear off and give me the shingles pain back. So lyrica did stop the nerve pain but i developed side effects. Just not for every one.""",-0.0464285714286,Pregabalin,3
Migraine Prevention,4.0,"""I am a migraine sufferer and I was prescribed Pregabalin over a year ago for Neuropathic Nerve Pain in my foot.  Not a single migraine over this time but unfortunately and because of all the side effects, I had to come off it.  Yes, the migraines returned with a vengeance.  I have just started taking Pregabalin again, one 25mg capsule every three days as an experiment and, touch wood, I think it's helping. It's too early to tell if it will be of any permanent good as I've been borderline with the vision thing a couple of times but fingers crossed.  My Pain Management Consultant and my GP thought I was joking at first and were quite surprised.""",0.114285714286,Pregabalin,3
Fibromyalgia,4.0,"""Lyrica put me into a more restful sleep. Waking up at  5:30am for work is very difficult on this medication and I feel fatigued still throughout the day. I still ache from my fibromyaliga on this medication. I can't remember how long I was on this medication. I went off it and started taking Savella. Savella took care of the pain from the condition but now I'm having side effects from the medicine. Now I don't know what I'm going to take.""",-0.0666666666667,Pregabalin,3
Fibromyalgia,4.0,"""Went from 75mg to 150 mg but because of side effects of being nearly stoned during the day the doctor put me a 100 mg, but had side effects as short memory problems, achiness in the middle of night and no pain relief. I am going to try another medication. Hope this helps.""",0.0333333333333,Pregabalin,3
Diabetic Peripheral Neuropathy,4.0,"""Eased diabetic nerve pain somewhat but caused ""jerking motion"" so severe that I could not feed myself.  This was with only one month's use.  Discontinued use and jerking getting much better.""",0.25,Pregabalin,3
Neuropathic Pain,4.0,"""I was prescribe Lyrica for a pinched nerve in my elbow after a dislocation. The pain made physical therapy intolerable. With just one dose of 75mg of Lyrica, I could bend my elbow without wincing. Absolutely marvelous. Unfortunately there were 2 side effects that make me stop taking it. First one was that I fell asleep almost immediately after taking it for about 2 hours and my brain felt very foggy after I woke up. Second issue was a slight tightness in the chest and feeling a little out of breath. Not severe, but enough to let me know that I couldn't take it again. Made me sad because it really worked.""",0.0268939393939,Pregabalin,3
Pain,4.0,"""I am taking 50mg but it only worked for 2  days. Pain is back and so is the numbness. I think I need a higher dosage. 
Side effects are headache and it triggers my migraine.""",0.0833333333333,Pregabalin,3
Fibromyalgia,4.0,"""I have had chronic back pain for around 5 years and didn't start receiving treatment until 2 years ago when the pain was already out of control. I got a new Auto CPAP last week as well as started taking Lyrics 75mg twice a day and I already notice a difference. So far my appetite has decreased.  The first 3 days I was only taking one a day and incredibly tired having to take naps on my lunch hour. The extra sleepiness has subsided substantially even while increasing the dose. It has not been a week yet but I can feel a difference.  The numbness,  tingling and muscle spasms that keep me awake or start by the time I get out of bed have decreased as well as the pain.  I'm looking forward and hoping it works out.""",-0.0713636363636,Pregabalin,3
Fibromyalgia,4.0,"""Like most others, I've tried everything possible for fibromyalgia over the past several years.  I also have 3 herniated discs and chronic back pain.  I tried Lyrica in the past and it did not help.  Two years later I tried it again and in fact am still on 300 mg/day in combination with Flexeril 10 mg at night.  It helped to take the edge off for about a month then suddenly stopped working.  As I am going on a vacation soon, I am not beginning to wean off yet as I will wait until we return.  Perhaps increasing the dosage would help?  We will see.  So far all I had was a month with a little less pain and am having a hard time maintaining my weight.  My memory loss and grasping for words has also noticeably increased (and I am young).  """,-0.0342948717949,Pregabalin,3
