Condition,Rating,Review
Anxiety,9.0,"""They work well and don't cost as much."""
Bipolar Disorder,9.0,"""Klonopin has been great for both the anxiety and agitation associated with my Bi-Polar symptoms even on the lowest 0.5mg dose. """
Bipolar Disorder,10,"""Helps calm my extreme anxiety!"""
Panic Disorder,6.0,"""It helps calm me so I don't panic. I think it's wonderful.
It's in the same family as Xanax."""
Anxiety,7.0,"""This medicine if taken as prescribed is very useful and has saved me from having a melt down plenty of times."""
Bipolar Disorder,10,"""I have been taking this for years and it really keeps me from having anxiety attacks and helps the bipolar somewhat. """
Panic Disorder,10,"""When I was 15 I started getting anxious all the time it got to the point where I was getting 2-3 panic attacks a day. So I went to the doctor he tried everything with no success. Finally we decided to try Klonopin (Clonazepam). I started on 0.5mg three times a day for a week then he increased to 3mg/day.
It completely took away my anxiety and panic attacks with no side effects and if I take 2mg at night it helps me sleep. I've been on it for 2 years with no increase in dose and no loss in efficacy. I highly recommend it when everything else fails to work."""
,7.0,"""This drug is strong.  I find myself not even thinking about my anxiety.  I have been dealing with anxiety/panic attacks for 20 years since I was 14.  It feels good to have some relief."""
Anxiety,7.0,"""I feel better since switching to Klonopin."""
Anxiety,10,"""I have taken this drug for 22 years. I take 1 mg tablet 3 times a day. It has helped me greatly. I am taking it for anxiety and have had no problems with it."""
Anxiety,8.0,"""Good medication when used at the right dosage. Stronger than Xanax dose for dose, but has to be discussed with the doctor."""
Night Terrors,10,"""I have found this to be the only drug that helps me sleep through the night without an episode.  It's been a year since my last doctors visit and I can count on one hand the number of night terrors I have had.  Only thing is that it doesn't make me as sleepy as it did but I've been on it for about 2 years so it's probably time to increase my dose.  Night Terrors are fairly uncommon and hard to treat, but I highly recommend Klonopin."""
Anxiety,9.0,"""I have bipolar disorder and OCD.  I have been taking this drug for about 20 years.  It changed my life.  My anxiety level was so high I was not able to go anywhere.  For me, it is a miracle drug."""
Anxiety,10,"""By far the most effective medication I have tried (out of at least a dozen) for treating my severe social anxiety and panic attacts.  Virtually all symptoms were relieved."""
Anxiety,10,"""It does not make me near as tired and drowsy as Xanax and other anti-anxiety."""
Seizure Prevention,10,"""Klonopin was originally prescribed for anxiety 4 years ago with Zoloft.  I've been on them ever since; Now I take it to control Epilepsy along with another drug, Tegretol.  It work wonders."""
Periodic Limb Movement Disorder,,"""I started on this medication for PLMD about 1 month ago.  I am now able to sleep almost through the night, which for me is highly unusual.  In that respect it is great.  I am, however, having some trouble feeling groggy during the day, with unclear thinking and some unsteady gait.  I typically wear heels daily with my work, but have had to go to flats.  The adjustment to the medication has been difficult; I feel sort of ""hung over"" during the day, even though I take only the one dose in the early evening to calm my legs to allow me to progress into a deep, restorative sleep.  I am going to continue because even though it isn't perfect, I could not go on without being able to have any Stage 3 or Stage 4 sleep due to PLMD."""
Panic Disorder,9.0,"""I've been suffering from depression for years. The last part of the 90's was okay, but starting in 2000 things went downhill fast. Two close friends moved overseas, the company I worked for layed off after 19 years. In January my father passed away, another friend was murdered by a stalker and to top it all off I had to my cat of 21 years down. I found myself not wanting to go outside, getting panicky, etc. My doctor tried a host of medicines but the only thing that worked was klonopin and Adderall. Thank God for these medicines."""
Anxiety,9.0,"""I have had moderate anxiety with agoraphobia for about 5 years. The peak of it came about just before my first day at work, My doctor placed me on 0.5mg/day when required. I took the pill 2 days prior to work and thank goodness, I was able to focus and speak my mind. Downside is the drowsiness side effect."""
,10,"""I think this drug is great. It makes me a little sleepy, but it works wonders for me."""
Bipolar Disorder,10,"""I think this drug is great! It makes me a little sleepy, but it works wonders for me."""
Panic Disorder,10,"""This drug has improved my quality of life immensely. I don't know what I would do without it. """
Restless Legs Syndrome,10,"""Complete elimination of symptoms which were severe.  I preferred not taking a benzodiazepines and tried numerous other medications that were either ineffective or effective for a brief period of time.  I am back on the Klonopin (1 mg at supper time) and am symptom free.  """
Restless Legs Syndrome,9.0,"""Klonopin is as effective as turning off a switch. I had no tolerance problems during 17 years of taking this drug, and no unpleasant side effects."""
Bipolar Disorder,9.0,"""Klonopin works. I can go from anger to a puppy within fifteen minutes or less. Sometimes when I anticipate a major issue I take one to prepare myself and I'm fit to go nice and smooth. No anxiety, no anger, just calm, cool and collected. It's an excellent anxiety medication."""
Panic Disorder,8.0,"""I use clonezapam 0.5mg 3 to 4 times daily. It helps with both panic and anxiety. I can still feel the panic coming on but it helps combat it with deep breathing techniques. I do feel dependent on it though but it is better than having the anxiety and panic. I would recommend it. It seems to stay in my system longer than the xanax. But like them equally."""
