"","listing_id","Renovate1","EatIn1","FeeNo","Prewar1","Dining1","Dishwasher1","Marble1","HighCeiling1","Hardwood1","Deck1","Elevator1","LaundryNone","Cat1"
"89443","6858307","0","1","1","1","0","1","1","0","1","1","1","1","0"
"89444","6838048","0","1","0","0","0","1","0","0","1","1","1","0","1"
"89448","6875472","0","0","0","0","0","0","0","0","0","1","1","0","0"
"89451","6892092","0","1","0","0","1","0","0","0","1","0","0","1","0"
"89452","6834124","0","0","0","1","0","1","0","0","1","0","0","0","0"
"89458","6938298","0","0","1","0","1","1","0","0","1","1","1","0","0"
"89461","6914721","0","0","0","0","0","0","0","0","0","1","1","0","0"
"89462","6918626","0","0","1","0","0","1","0","0","1","0","1","0","0"
"89463","6909334","0","1","0","0","0","0","0","0","0","0","0","1","1"
"89464","6857199","0","0","0","0","0","0","0","0","0","1","1","0","1"
"89465","6898149","0","0","0","1","0","0","0","0","0","0","0","0","0"
"89467","6850026","1","1","1","0","0","1","0","0","1","1","1","0","0"
"89469","6945103","0","0","0","1","0","1","0","0","1","0","1","0","0"
"89476","6926934","0","0","0","0","0","0","0","0","0","0","1","0","0"
"89477","6938116","0","0","1","0","0","1","0","0","1","0","1","0","0"
"89478","6820965","0","1","1","0","0","1","0","0","1","0","1","0","0"
"89479","6941142","0","0","0","1","0","0","0","0","1","0","1","0","1"
"89480","6821240","0","1","0","0","0","0","0","0","1","0","1","0","0"
"89482","6880719","0","1","1","1","0","0","0","0","0","0","0","1","1"
"89483","6910578","1","0","1","1","0","1","0","0","1","1","0","0","0"
"89484","6906702","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89485","6896612","0","0","1","0","0","1","0","0","1","0","1","0","0"
"89486","6842897","0","1","1","1","0","1","0","0","1","1","1","0","1"
"89489","6927479","0","0","1","0","0","1","0","0","1","1","1","0","0"
"89490","6858642","1","0","1","0","0","1","0","0","1","0","1","0","1"
"89491","6843336","0","0","0","0","0","0","0","0","0","0","1","1","0"
"89492","6855568","0","1","0","0","0","1","0","0","1","1","1","0","1"
"89493","6884740","1","1","0","0","0","0","1","0","1","1","1","0","0"
"89495","6912774","0","0","0","0","0","1","0","0","1","1","1","0","0"
"89500","6870416","0","0","0","0","0","1","0","0","0","0","1","1","1"
"89508","6827216","0","1","0","0","0","0","0","0","1","0","1","1","1"
"89513","6931462","0","0","0","0","0","0","0","0","0","0","1","1","0"
"89514","6926127","0","0","0","0","0","0","0","0","0","0","0","1","1"
"89517","6892710","0","1","1","1","0","1","0","0","0","0","0","0","1"
"89521","6857977","1","0","1","1","0","1","0","0","1","1","0","0","1"
"89525","6939737","0","0","0","1","0","0","0","0","0","0","0","1","1"
"89526","6923644","0","1","0","0","0","0","1","0","1","1","1","0","1"
"89531","6857510","0","1","0","1","0","1","1","0","1","0","0","1","1"
"89532","6879895","1","0","0","1","1","1","0","1","1","0","1","0","0"
"89533","6817630","0","0","0","1","0","0","0","0","0","0","0","1","1"
"89534","6922327","1","1","0","0","0","1","0","0","1","1","1","0","1"
"89538","6917768","0","0","0","0","0","0","0","0","0","0","1","0","1"
"89542","6900427","0","0","0","0","0","0","0","0","0","0","0","1","1"
"89546","6882948","1","1","0","0","1","1","0","1","1","0","0","0","1"
"89549","6864693","0","1","1","1","0","0","1","0","1","0","0","0","0"
"89551","6935031","1","0","0","1","0","1","0","1","1","0","1","0","1"
"89552","6892896","0","1","0","0","0","0","1","0","1","0","0","1","1"
"89554","6931828","0","1","1","0","0","1","1","0","1","0","1","1","0"
"89557","6840576","0","0","0","0","0","0","0","0","1","0","0","1","0"
"89558","6882279","1","1","0","1","0","1","0","0","1","0","0","1","1"
"89562","6818586","1","1","1","0","0","0","1","0","1","0","1","1","0"
"89563","6865705","0","1","1","0","0","1","0","1","1","0","1","0","1"
"89568","6878775","1","0","1","0","0","1","0","0","0","0","1","0","0"
"89570","6828159","0","1","0","0","0","0","0","0","0","0","0","1","1"
"89571","6879713","0","1","1","0","1","1","0","1","1","1","1","0","0"
"89575","6829058","0","1","1","0","0","1","0","0","1","0","0","0","0"
"89576","6920271","0","1","0","1","0","0","0","0","0","0","0","1","0"
"89577","6894600","0","0","0","0","0","0","0","0","0","0","1","1","1"
"89578","6828045","1","0","0","1","0","0","0","0","1","0","0","1","0"
"89583","6896514","0","1","1","1","0","1","0","0","0","1","1","0","1"
"89586","6938481","0","0","1","0","1","1","0","0","1","0","1","1","0"
"89590","6902872","0","1","0","0","0","0","0","1","1","1","1","0","1"
"89591","6925389","0","1","0","0","1","1","0","0","1","0","1","0","0"
"89595","6904664","0","1","1","0","0","0","1","0","1","0","1","1","0"
"89601","6871762","0","0","0","0","0","0","0","0","0","0","1","1","1"
"89603","6874156","0","1","0","0","0","0","0","0","0","0","0","1","1"
"89605","6895571","0","1","1","0","0","1","0","0","1","0","1","0","0"
"89606","6927370","1","1","1","1","1","1","0","0","1","1","1","0","0"
"89608","6866111","0","0","0","0","0","0","0","0","1","0","0","1","0"
"89614","6852061","0","0","1","0","0","1","0","0","1","0","0","0","0"
"89619","6891499","0","0","0","1","0","0","0","0","0","0","0","1","0"
"89632","6883287","0","1","1","0","0","1","0","0","1","0","1","0","1"
"89633","6942948","0","1","0","0","0","0","0","0","1","1","1","0","1"
"89637","6906737","0","0","0","0","0","0","0","0","0","0","1","1","0"
"89638","6924229","0","1","0","0","0","0","0","1","1","0","1","1","1"
"89639","6866836","0","0","0","0","0","0","0","0","0","0","0","1","1"
"89643","6907772","0","0","1","0","0","1","1","1","1","0","0","0","1"
"89644","6903699","1","1","0","0","0","1","0","0","0","0","0","0","1"
"89647","6895066","0","1","1","0","1","1","0","0","1","0","1","0","0"
"89648","6930941","0","0","0","0","0","0","0","0","0","0","0","1","1"
"89649","6901420","1","1","1","0","0","1","0","0","1","1","1","0","1"
"89650","6876795","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89653","6861509","0","1","1","0","0","0","0","0","1","1","1","0","1"
"89658","6942408","1","1","1","0","0","1","1","1","1","0","0","1","1"
"89659","6821264","0","0","0","0","0","0","0","0","0","1","1","1","0"
"89662","6836805","0","1","0","0","0","0","0","0","0","0","1","1","0"
"89667","6824121","1","0","0","0","0","1","0","1","1","0","1","1","1"
"89668","6871535","0","1","1","0","0","0","0","0","1","1","1","1","1"
"89669","6854491","0","0","0","0","0","0","0","0","0","0","1","1","1"
"89674","6916465","0","0","0","0","0","0","0","0","0","0","1","1","0"
"89685","6924175","0","0","0","0","0","0","0","0","0","0","1","1","1"
"89688","6868144","0","0","1","0","1","0","0","0","1","0","1","0","0"
"89692","6869569","1","1","0","1","0","1","0","1","1","0","0","1","1"
"89697","6863465","0","0","0","0","0","0","0","0","0","0","0","1","1"
"89698","6824748","1","1","1","0","0","1","0","0","1","0","0","0","1"
"89700","6869715","0","0","0","1","0","0","0","0","0","0","0","1","1"
"89702","6924314","1","0","0","0","0","1","0","0","1","1","1","0","1"
"89703","6868898","0","1","0","0","0","0","0","0","0","1","1","0","1"
"89704","6930125","1","1","1","0","0","0","1","0","1","0","1","1","0"
"89707","6945403","0","0","1","0","1","1","1","0","1","1","1","0","0"
"89708","6866224","1","1","1","0","0","1","0","0","1","1","1","0","1"
"89711","6931995","0","0","1","0","1","1","0","0","1","0","1","0","0"
"89714","6831048","0","0","0","0","0","0","0","0","0","0","0","1","1"
"89715","6890821","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89718","6906880","1","1","0","0","0","0","0","1","1","0","0","1","1"
"89720","6911144","0","1","0","0","0","1","1","1","1","0","1","1","0"
"89721","6867381","1","1","1","1","0","1","0","0","1","0","1","0","1"
"89722","6891150","0","0","0","0","0","0","0","0","0","0","1","1","0"
"89723","6835697","0","0","0","1","0","0","0","0","0","0","0","1","1"
"89726","6818150","0","0","1","0","0","1","0","0","1","0","0","1","1"
"89727","6896231","0","1","1","0","0","1","0","0","1","0","1","0","0"
"89729","6848458","0","0","0","0","0","1","0","0","1","0","0","1","1"
"89730","6881081","0","1","0","1","0","0","0","0","0","0","0","1","1"
"89731","6837459","1","1","0","0","0","0","1","1","1","1","1","0","1"
"89733","6816400","0","0","1","1","0","1","0","0","1","1","1","0","0"
"89736","6818108","1","1","0","1","0","1","0","0","1","0","0","0","1"
"89738","6822007","0","0","1","0","0","1","0","0","0","0","0","1","0"
"89740","6943101","0","1","1","0","0","1","0","0","1","0","0","0","1"
"89741","6827441","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89742","6900478","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89745","6936350","1","1","1","1","1","1","1","1","1","0","0","0","0"
"89752","6869849","0","0","0","0","0","0","0","0","1","0","1","0","0"
"89755","6855650","0","0","0","0","0","0","0","0","0","0","1","1","0"
"89757","6880181","0","1","0","0","0","0","0","0","0","0","1","0","1"
"89759","6861797","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89762","6884403","1","1","1","0","0","1","1","0","1","1","1","0","0"
"89764","6923826","0","1","0","1","0","0","0","1","1","0","0","1","1"
"89765","6862485","0","1","0","0","0","0","0","1","1","0","0","1","1"
"89766","6818677","0","1","0","0","0","1","0","0","1","0","0","0","0"
"89768","6840605","0","1","0","0","0","0","0","0","0","0","0","0","1"
"89775","6826385","1","0","1","0","1","1","1","0","1","1","1","0","0"
"89776","6914081","0","1","0","1","0","0","0","1","0","0","0","1","0"
"89778","6927253","0","0","1","1","0","1","0","0","1","0","1","1","0"
"89780","6831140","0","0","0","0","0","0","0","0","0","0","1","1","1"
"89783","6853269","0","1","0","0","0","1","0","0","0","0","1","0","0"
"89790","6915339","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89796","6883534","0","0","0","0","0","0","0","0","0","0","0","1","1"
"89798","6916971","0","1","0","0","0","0","1","0","1","1","1","0","0"
"89801","6910205","0","0","0","0","0","0","0","0","0","0","1","0","1"
"89802","6816660","1","1","1","0","0","1","0","0","1","0","1","0","0"
"89803","6938683","1","0","0","0","0","1","0","1","1","0","0","0","1"
"89804","6915590","0","1","0","1","0","0","0","0","1","0","1","0","0"
"89807","6881235","0","0","0","0","0","1","0","1","1","1","1","0","1"
"89808","6933901","1","1","0","0","0","1","0","0","0","0","0","0","0"
"89809","6929980","1","1","0","1","0","1","0","0","1","0","0","0","0"
"89813","6866462","0","0","1","0","1","1","0","0","1","0","1","0","0"
"89814","6889161","1","1","0","0","1","0","0","0","1","0","0","1","0"
"89817","6942066","0","1","0","0","0","0","0","0","1","0","0","1","0"
"89820","6902015","0","0","1","0","0","0","0","0","1","1","1","0","0"
"89825","6824351","0","0","1","0","0","1","0","0","1","0","1","0","1"
"89830","6937762","0","1","0","0","0","0","0","0","1","0","0","1","0"
"89831","6833537","1","1","0","0","0","1","0","0","1","0","0","0","0"
"89835","6861093","0","1","0","1","1","0","0","0","1","0","1","0","0"
"89836","6934333","0","0","0","1","0","1","0","0","0","1","0","1","1"
"89837","7234028","0","1","0","0","0","0","0","1","1","0","0","1","0"
"89838","6831812","0","1","0","0","0","0","0","0","1","1","1","0","1"
"89842","6859438","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89846","6886296","0","1","1","0","0","0","0","0","0","1","1","0","0"
"89849","6859259","0","0","1","0","0","1","0","0","1","0","1","0","1"
"89850","6901009","0","0","1","1","0","1","0","0","1","0","0","0","0"
"89851","6946084","0","0","0","0","0","1","0","0","1","1","1","1","0"
"89853","6830018","0","0","0","0","0","0","0","0","0","0","1","1","1"
"89854","6813933","1","1","0","0","0","0","0","0","1","0","0","1","0"
"89855","6868888","1","1","0","1","0","1","0","0","1","0","0","1","1"
"89856","6919882","0","1","0","1","1","0","0","0","1","0","0","1","1"
"89858","6818437","0","1","1","0","0","0","0","0","1","0","1","0","0"
"89860","6917444","1","1","0","1","0","0","0","0","1","0","0","1","0"
"89863","6909502","0","0","0","0","0","0","0","0","0","0","0","1","1"
"89868","6906940","0","0","1","0","0","0","0","0","1","0","1","0","0"
"89873","6887077","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89874","6859799","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89876","6881087","0","0","0","1","0","0","0","0","0","0","0","1","1"
"89877","6918083","0","1","1","0","0","1","1","0","1","0","1","0","0"
"89878","6929088","1","1","0","0","0","1","1","1","1","1","0","0","1"
"89881","6813813","1","0","0","0","0","1","0","0","1","0","1","0","0"
"89885","6913249","1","1","1","0","0","1","0","0","1","1","1","1","1"
"89886","7547541","0","1","0","0","0","0","0","1","1","0","0","1","0"
"89889","6925168","1","1","0","0","0","1","0","0","1","0","0","0","1"
"89891","6928363","0","1","0","0","0","0","0","0","0","0","0","1","1"
"89899","6939718","1","1","0","0","0","0","1","0","1","1","0","1","1"
"89901","6867280","0","0","0","1","1","0","0","0","0","0","1","0","1"
"89902","6862018","1","1","0","0","1","0","0","0","1","0","1","0","0"
"89913","6908111","0","0","1","0","1","1","0","0","1","1","1","0","0"
"89914","6886880","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89917","6936250","0","0","0","0","0","1","0","0","1","0","0","1","1"
"89920","6815341","0","0","0","0","1","1","1","0","0","0","1","1","0"
"89921","6927061","0","1","0","1","0","1","0","0","0","0","0","1","1"
"89923","6922546","0","0","0","1","1","1","0","0","1","0","1","0","1"
"89927","6939184","1","1","0","0","1","0","1","0","1","1","1","0","0"
"89930","6834417","0","1","1","0","0","0","1","1","0","1","1","0","1"
"89933","6925262","0","0","0","0","1","0","0","0","1","0","1","0","0"
"89943","6822428","1","1","0","0","0","0","0","0","0","0","0","1","0"
"89948","6894457","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89949","6822203","0","0","0","0","0","0","0","0","0","0","0","0","0"
"89951","6875899","0","1","1","0","0","0","0","0","0","0","1","0","0"
"89953","6893879","0","1","1","1","0","0","0","0","1","0","0","1","1"
"89955","6863856","0","0","1","0","1","1","0","0","0","1","1","0","1"
"89957","6832030","1","1","1","1","1","1","1","0","1","0","1","0","1"
"89961","6946292","1","1","0","1","0","0","0","0","1","1","1","0","0"
"89963","6848933","0","0","0","0","0","0","0","1","1","0","0","1","1"
"89965","6856348","0","0","1","0","0","1","0","0","1","0","1","0","0"
"89966","6935868","0","1","1","0","0","1","1","0","1","0","1","0","0"
"89967","6865967","1","1","0","0","0","1","0","1","1","1","1","0","0"
"89968","6897930","0","0","0","1","0","0","0","0","0","0","0","1","1"
"89974","6940410","0","1","0","0","0","1","0","0","0","0","1","0","1"
"89976","6905719","1","1","1","1","0","1","1","0","1","0","0","0","1"
"89978","6841349","0","0","0","1","0","0","0","0","0","0","0","1","0"
"89979","6916604","0","0","0","0","0","1","0","0","1","0","0","1","1"
"89980","6914757","0","0","0","0","0","0","0","0","0","1","1","0","1"
"89981","6834292","0","0","0","0","0","0","0","0","0","0","0","1","0"
"89988","6824602","1","1","0","1","0","0","0","0","1","0","0","1","1"
"89989","6866901","0","0","1","0","0","1","0","0","1","0","0","0","0"
"89991","6840167","1","0","1","0","0","1","0","0","1","0","1","0","1"
"89998","6935892","1","1","1","0","1","0","0","0","0","0","1","0","0"
"89999","6874323","1","1","1","0","0","0","1","0","1","0","0","1","1"
"90000","6848295","0","0","0","0","0","0","0","0","1","0","1","0","1"
"90001","6891078","0","1","0","0","0","0","0","0","0","0","1","0","1"
"90004","6945323","0","1","0","0","0","1","0","0","0","0","1","0","1"
"90005","6867996","0","0","1","0","0","1","0","0","1","1","1","0","0"
"90006","6943837","0","0","1","0","0","0","0","0","0","1","0","1","0"
"90009","6872595","1","0","1","0","1","0","1","0","0","1","1","0","1"
"90011","6816467","0","0","1","0","0","1","0","0","1","1","1","0","0"
"90012","6866876","0","1","0","0","0","0","0","0","0","0","1","0","0"
"90013","6844555","0","1","0","0","0","1","0","1","1","0","1","0","0"
"90014","6901349","0","0","0","0","0","1","0","0","1","0","0","1","0"
"90016","6933713","0","0","0","0","0","0","0","0","0","0","0","1","0"
"90019","6878704","0","0","1","0","0","0","0","0","0","0","0","0","0"
"90022","6906249","0","0","0","0","0","0","0","0","0","0","0","1","1"
"90023","6929259","1","0","0","1","0","0","0","0","0","0","0","0","0"
"90026","6913704","1","1","0","0","0","1","0","0","0","0","0","0","1"
"90028","6905099","0","0","0","0","0","0","0","0","0","0","1","0","1"
"90032","6822921","0","1","0","1","0","0","1","1","1","0","0","1","0"
"90035","6903430","0","1","0","0","1","0","0","0","0","1","1","1","1"
"90036","6899706","0","0","0","0","0","0","0","0","0","0","1","1","1"
"90042","6925505","0","0","1","0","1","1","0","0","1","0","1","0","1"
"90043","6829192","0","0","1","1","0","1","1","0","1","1","1","0","1"
"90047","6935719","0","0","0","0","0","1","0","0","0","0","1","1","0"
"90049","6927923","0","1","0","1","0","0","0","0","1","0","0","1","1"
"90054","6827962","0","1","1","1","0","1","0","0","1","0","0","1","1"
"90056","7222580","0","0","0","0","0","0","1","1","0","1","1","0","1"
"90058","6820820","0","1","1","0","0","0","0","1","1","0","1","0","0"
"90059","6893853","1","0","1","0","0","1","1","0","1","0","0","0","1"
"90060","6923539","1","1","0","0","0","0","0","0","1","0","0","1","0"
"90061","6884859","1","1","1","0","0","0","0","0","0","0","1","1","1"
"90063","6936560","0","0","0","0","0","0","0","0","1","0","0","1","0"
"90069","6925108","1","0","0","0","0","1","0","0","1","0","1","0","0"
