"","listing_id","interest_level","Positive.Affect","Space.Affect","About.Town.Affect","Character.Count"
"112192",6854474,"low",2,1,0,440
"112193",6917996,"low",2,1,2,446
"112194",6838737,"low",1,1,4,1132
"112195",6894955,"medium",0,1,0,590
"112196",6886706,"low",1,1,2,1213
"112197",6892561,"medium",5,4,5,558
"112198",6936985,"low",0,2,2,424
"112203",6937839,"medium",1,4,2,490
"112205",6931359,"low",0,2,0,93
"112207",6834746,"medium",3,1,0,356
"112208",6821284,"low",2,1,6,1254
"112214",6906810,"low",1,0,1,227
"112219",6921554,"high",7,5,0,1560
"112222",6812989,"low",0,2,1,631
"112231",6814731,"medium",0,0,0,160
"112237",6904093,"low",0,0,0,0
"112241",6926949,"low",2,0,2,613
"112242",6824494,"low",1,1,0,745
"112249",6926860,"medium",3,0,2,882
"112252",6820363,"low",1,4,2,1770
"112254",6851780,"low",0,2,1,503
"112255",6826963,"medium",3,0,0,914
"112258",6933637,"low",1,1,0,264
"112260",6941569,"low",1,3,2,771
"112261",6907964,"low",1,1,1,401
"112266",6922862,"low",2,2,1,597
"112267",6929234,"low",0,0,1,559
"112269",6880055,"medium",1,4,2,798
"112276",6832253,"low",0,2,1,1616
"112279",6850315,"medium",0,0,1,711
"112285",6885110,"low",4,3,0,537
"112286",6902720,"low",1,0,0,355
"112287",6851423,"low",2,0,0,292
"112291",6924382,"low",2,0,0,728
"112294",6821080,"low",4,4,5,945
"112295",6864379,"medium",2,5,1,593
"112296",6815926,"low",2,4,0,596
"112298",6940477,"medium",1,0,2,878
"112299",6865265,"low",0,0,0,39
"112300",6940086,"low",3,5,1,766
"112304",6946426,"low",1,1,2,646
"112305",6948174,"low",2,4,1,615
"112307",6817500,"low",2,1,0,385
"112308",6925302,"medium",1,4,6,972
"112311",6925348,"low",1,3,0,496
"112312",6829509,"low",1,5,2,1014
"112313",6869677,"low",0,0,1,244
"112315",6921865,"low",0,0,1,780
"112317",6877491,"low",2,2,0,341
"112322",6880542,"low",4,3,2,535
"112324",6915146,"low",2,0,0,272
"112325",6844175,"low",1,0,0,861
"112326",6825500,"medium",2,3,1,765
"112329",6944103,"medium",1,0,0,216
"112335",6840263,"low",0,1,3,1085
"112336",6874357,"low",1,1,1,88
"112337",6844708,"low",2,0,1,601
"112344",6907180,"medium",0,0,0,533
"112345",6852120,"low",6,0,3,1090
"112352",6849827,"high",0,4,1,581
"112357",6858479,"low",3,0,4,1003
"112361",6933961,"low",0,3,3,565
"112363",6934066,"high",5,0,0,398
"112364",6940192,"low",2,1,2,735
"112368",6878286,"high",4,2,1,536
"112369",6842279,"low",1,0,3,978
"112371",6911131,"medium",7,2,3,1234
"112372",6928984,"low",0,1,0,168
"112376",6886249,"low",3,0,3,812
"112377",6919746,"low",1,1,0,493
"112378",6942919,"medium",1,2,1,511
"112379",6904619,"low",1,0,2,980
"112380",7272834,"low",3,0,0,415
"112382",6815678,"low",6,3,1,674
"112383",6939366,"low",2,3,3,795
"112385",6871440,"low",3,1,1,747
"112387",6914734,"low",0,0,0,0
"112388",6815867,"high",7,2,0,533
"112389",6891770,"medium",2,3,3,1128
"112394",6887291,"low",1,1,2,1237
"112395",6916937,"low",7,4,1,1029
"112405",6858581,"low",3,4,2,663
"112407",6930548,"low",2,0,0,197
"112408",6944778,"low",0,0,0,0
"112409",6904576,"low",1,2,2,928
"112410",6923004,"low",4,0,1,653
"112416",6896918,"high",2,2,0,336
"112418",6859712,"medium",4,3,4,1068
"112420",6897906,"low",6,1,3,430
"112423",6920806,"medium",3,1,0,968
"112425",6948111,"low",1,3,1,487
"112428",6858029,"low",4,3,1,623
"112429",6913107,"low",3,4,3,704
"112430",6932709,"low",4,2,2,1276
"112433",6924202,"low",1,2,3,803
"112435",6878210,"medium",5,0,3,696
"112442",6855179,"medium",3,0,2,451
"112443",6892451,"low",1,1,1,449
"112445",6859255,"low",1,0,0,213
"112446",6856224,"low",0,0,0,8
"112449",6929680,"low",1,0,3,846
"112452",6923611,"medium",2,0,0,229
"112461",6824827,"low",3,3,2,559
"112463",6919565,"low",4,4,3,973
"112466",6870735,"low",1,2,0,322
"112468",6898328,"low",1,0,0,442
"112470",6857594,"low",0,2,0,493
"112471",6834053,"low",2,2,2,873
"112472",6839962,"medium",5,1,0,811
"112473",6944697,"low",0,0,0,0
"112475",6828734,"low",0,5,0,489
"112476",6840543,"medium",3,2,0,761
"112480",6838571,"high",3,3,1,1309
"112482",6941336,"low",2,1,0,877
"112484",6871128,"low",0,0,2,307
"112487",6879439,"low",2,1,1,313
"112489",6863309,"low",0,4,1,335
"112491",6943908,"medium",0,0,0,0
"112494",6899159,"low",4,5,0,773
"112497",6817075,"low",0,1,0,344
"112501",6861346,"low",0,3,3,1057
"112504",6858530,"medium",1,1,0,237
"112505",6861022,"low",1,1,0,168
"112510",6856588,"low",2,1,8,790
"112513",6943681,"low",0,6,1,722
"112515",6939996,"low",0,0,0,105
"112518",6879344,"medium",1,1,1,612
"112521",6925192,"low",6,5,0,1770
"112523",6932219,"medium",1,7,2,1129
"112525",6831949,"low",5,0,2,688
"112527",6942748,"low",0,0,0,219
"112530",6927008,"medium",1,2,0,315
"112531",6932433,"medium",1,0,0,274
"112532",6820125,"medium",0,1,0,671
"112533",6856039,"low",1,2,1,560
"112534",6834172,"low",0,0,0,33
"112536",6940249,"low",0,0,0,24
"112542",6821993,"low",4,1,2,639
"112544",6913886,"low",4,1,1,1456
"112545",6933304,"high",2,7,1,1220
"112552",6816320,"medium",2,2,1,817
"112557",6938987,"high",0,0,0,288
"112558",6866169,"low",2,3,0,2202
"112559",6897132,"low",1,2,3,363
"112561",6920832,"medium",4,1,0,400
"112567",6901963,"low",2,2,1,804
"112569",6919623,"medium",1,1,0,1070
"112571",6898633,"low",1,0,2,776
"112573",6947194,"low",2,0,0,209
"112575",6856013,"low",1,0,0,1074
"112577",6839490,"low",0,0,0,417
"112581",6854495,"low",1,1,0,412
"112583",6947861,"medium",0,4,3,1139
"112586",6875207,"low",3,1,1,1012
"112590",6948171,"high",1,4,4,826
"112595",7724437,"low",0,3,0,196
"112597",6916835,"low",1,2,0,388
"112602",6821256,"low",5,2,1,810
"112608",6943051,"medium",3,2,2,637
"112615",6933234,"low",1,4,1,607
"112621",6873586,"medium",3,1,2,383
"112638",6933369,"medium",1,3,1,501
"112639",6929510,"low",3,2,2,551
"112650",6917326,"low",0,0,0,302
"112651",6941632,"medium",4,0,3,1546
"112656",6883134,"low",3,2,1,698
"112659",6910083,"low",4,1,0,502
"112660",6841954,"medium",4,2,3,912
"112661",6895233,"low",3,2,8,2056
"112665",6870297,"medium",2,1,0,777
"112667",6892165,"medium",3,1,0,452
"112670",6816536,"low",2,3,3,645
"112671",6848786,"medium",3,1,1,1259
"112680",6876812,"medium",0,0,0,8
"112681",6944861,"low",2,5,0,381
"112683",6830167,"low",0,1,3,782
"112685",6854223,"low",1,0,1,199
"112686",6827342,"medium",1,0,1,103
"112690",6828560,"low",1,3,1,709
"112692",6912333,"medium",3,2,1,1305
"112694",6859382,"low",1,6,2,402
"112703",6899911,"low",0,1,1,1040
"112704",6895008,"medium",2,3,0,517
"112706",6875068,"medium",6,7,1,820
"112707",6849404,"low",1,1,2,380
"112708",6939920,"low",0,1,0,325
"112709",6877020,"low",0,0,0,8
"112711",6844390,"medium",3,7,3,1352
"112715",6913864,"high",0,0,0,0
"112720",6856643,"low",2,3,0,335
"112721",6896977,"low",3,1,0,208
"112723",6872742,"medium",0,0,0,205
"112724",6918937,"low",0,0,0,738
"112725",6901752,"low",2,0,0,244
"112726",6886583,"low",0,0,1,283
"112727",6941286,"low",0,0,1,372
"112728",6862214,"medium",1,1,0,493
"112738",6819201,"low",2,3,0,1029
"112740",6918368,"low",1,1,1,522
"112742",6851378,"low",2,0,0,329
"112745",6867470,"high",3,0,0,345
"112748",6822949,"low",2,0,0,262
"112750",6876331,"low",4,3,0,1962
"112756",6834494,"low",4,3,0,600
"112758",6836030,"low",4,2,2,693
"112761",6899655,"low",0,0,0,8
"112764",6880994,"low",5,0,1,320
"112766",6824005,"low",1,0,0,221
"112767",6893575,"low",1,2,2,1309
"112775",6910606,"high",4,3,3,1091
"112778",6895586,"high",4,2,4,661
"112779",6930282,"medium",1,1,1,355
"112781",6905787,"medium",5,3,0,495
"112784",6879136,"high",2,2,1,553
"112787",6869449,"low",3,2,2,310
"112788",6916265,"low",3,0,3,1293
"112791",6908313,"low",3,2,2,776
"112793",6889036,"low",3,4,3,744
"112794",6822015,"low",3,1,1,255
"112797",6948240,"medium",3,4,1,573
"112803",6931970,"low",5,1,0,442
"112808",6902043,"low",6,2,3,844
"112809",6828676,"low",5,3,0,578
"112810",6931683,"low",5,1,1,897
"112814",6939393,"low",2,0,1,278
"112815",6859165,"medium",6,1,3,891
"112816",6938613,"medium",6,2,1,544
"112817",6942806,"low",5,1,4,1001
"112818",6917082,"medium",1,1,0,454
"112821",6861013,"low",6,2,3,833
"112822",6839810,"high",0,1,0,550
"112824",6844601,"low",4,2,1,821
"112828",6909836,"low",1,2,2,463
"112830",6882660,"low",4,10,6,1805
"112831",6904923,"low",0,0,0,117
"112832",6928691,"low",0,0,0,294
"112836",6896879,"low",4,2,2,870
"112838",6937624,"low",5,6,1,1302
"112844",6815938,"medium",4,0,2,937
"112845",6945250,"medium",0,1,1,387
"112846",6890770,"medium",0,0,0,0
"112851",6817605,"low",1,1,1,375
"112852",6919723,"low",0,0,0,8
"112856",6821972,"low",3,2,5,1517
"112858",6861485,"low",3,1,3,593
"112861",6838634,"low",2,1,2,391
"112870",6890191,"low",2,0,1,1090
"112871",6894904,"low",0,0,0,0
"112874",6924072,"low",1,4,4,783
"112877",6934555,"low",2,2,3,583
"112882",6920844,"medium",2,4,2,585
"112884",6912450,"low",1,2,1,518
"112889",6945000,"low",3,1,1,774
"112894",6896072,"low",2,1,0,257
"112899",6864076,"low",7,4,2,871
"112900",6906769,"low",2,5,7,2207
"112901",6876645,"medium",9,3,1,749
"112902",6920217,"low",2,2,0,452
"112903",6869487,"low",1,6,0,281
"112905",6937863,"medium",1,0,1,730
"112907",6917764,"medium",0,3,1,896
"112911",6858384,"medium",2,1,3,656
"112913",6927835,"medium",2,0,0,689
"112914",6942112,"low",1,3,2,742
"112915",6858653,"low",6,2,2,728
"112916",6898960,"low",2,1,0,506
"112920",6823909,"high",7,2,1,1186
"112921",6921942,"low",0,1,1,461
"112922",6939862,"low",3,5,3,1238
"112925",6872871,"high",2,2,1,432
"112926",6866930,"low",2,7,3,686
"112927",6916038,"high",1,0,0,141
"112929",6876574,"low",2,1,1,642
"112934",6915145,"medium",1,2,0,650
"112938",6858366,"low",1,0,0,340
"112941",6833291,"medium",1,2,0,592
"112943",6920645,"medium",2,3,1,723
"112944",6877686,"low",3,0,2,381
"112948",6885580,"low",0,0,0,1
"112949",6912654,"low",0,0,0,0
"112951",6924033,"low",0,0,0,0
"112953",6916224,"low",0,0,0,8
"112954",6905046,"low",2,1,1,617
"112955",6942969,"low",0,0,0,302
"112957",6939103,"medium",0,1,3,710
"112960",6862652,"medium",2,0,0,179
"112961",6848282,"medium",2,1,0,128
"112964",6818686,"medium",2,0,2,1343
"112965",6813079,"low",3,3,1,735
"112966",6884316,"low",1,0,1,718
"112967",6946364,"low",0,4,2,1570
"112970",6923685,"low",1,0,0,804
"112971",6865484,"low",2,1,2,911
"112976",6919287,"low",2,1,3,534
"112980",6901067,"low",3,3,0,785
"112981",6893979,"low",3,1,2,458
"112982",6867467,"low",3,3,0,933
"112985",6914553,"low",5,3,1,727
"112989",6823518,"low",3,6,1,775
"112993",6842157,"low",1,1,1,1091
"112994",6880970,"low",0,0,0,1
"112996",6935880,"low",2,2,3,865
"112997",6854857,"low",2,4,2,763
"112998",6871868,"low",2,3,0,766
"112999",6835495,"medium",0,3,3,909
"113001",6914337,"low",4,0,0,390
"113004",6887106,"low",0,0,0,8
"113005",6825071,"high",5,4,4,1299
"113011",6883709,"low",0,0,0,41
"113016",6938182,"low",2,4,2,1420
"113017",6825224,"medium",7,2,2,1199
"113018",6921145,"low",0,3,0,555
"113023",6921115,"low",1,0,0,410
"113026",6921724,"medium",2,0,1,628
"113028",6877446,"low",5,7,4,1161
"113030",6909510,"low",1,1,0,234
"113032",6876135,"low",4,0,2,592
"113034",6836215,"low",0,2,0,138
"113036",6881405,"low",0,1,3,1133
"113039",6870411,"medium",3,0,3,925
"113042",6937737,"medium",2,0,0,352
"113043",6904418,"medium",1,0,4,1104
"113045",6838666,"low",1,0,1,1130
"113046",6856017,"low",0,0,1,224
"113050",6865179,"low",5,7,2,709
"113054",6948048,"low",3,3,1,674
"113055",6941746,"medium",4,7,3,1599
"113056",6832054,"low",3,0,2,464
"113057",6840344,"high",2,1,1,836
"113058",6896000,"medium",3,4,1,812
"113059",6868788,"medium",0,0,0,0
"113060",6878556,"high",2,9,1,720
"113063",6946007,"medium",2,7,2,825
"113067",6859711,"low",0,0,0,231
"113068",6857203,"low",0,0,0,0
"113070",6846528,"low",0,0,0,0
"113074",6896322,"low",1,0,0,391
"113075",6851952,"low",0,0,0,301
"113076",6869986,"low",3,3,3,719
"113078",6890907,"low",3,2,1,748
"113085",6932594,"low",2,1,3,1037
"113087",6837197,"low",2,3,3,900
"113090",6880697,"low",0,0,0,1
"113092",6885343,"low",0,0,3,414
"113093",6819128,"low",0,1,0,159
"113101",6929408,"low",1,5,1,470
"113103",6872094,"low",0,0,0,8
"113106",6829698,"low",0,2,1,174
"113110",6921459,"low",2,2,1,438
"113112",6841820,"low",1,6,0,784
"113118",6832324,"low",0,0,0,8
"113120",6927384,"low",6,1,3,833
"113127",6886235,"low",0,0,0,170
"113129",6946868,"low",1,0,0,303
"113130",6913436,"high",2,5,1,541
"113133",6851312,"medium",4,2,2,684
"113135",6851762,"low",3,0,0,659
"113137",6896006,"low",0,1,0,620
"113140",6822986,"low",2,3,0,803
"113141",6883007,"medium",0,0,0,8
"113144",6826821,"low",1,4,1,519
"113145",6846689,"low",0,0,0,0
"113148",6899415,"low",2,1,3,1141
"113149",6889199,"medium",0,7,0,808
"113151",6874377,"medium",0,3,1,442
"113154",6895248,"low",4,3,2,833
"113157",6855266,"low",0,2,1,992
"113158",6921591,"low",0,1,1,554
"113161",6838602,"low",4,4,2,1260
"113163",6893936,"low",0,0,0,8
"113164",6874754,"low",0,0,1,478
"113167",6921758,"high",0,1,0,284
"113168",6921810,"low",0,0,0,24
"113169",6867733,"medium",2,2,0,1090
"113170",6919047,"low",3,4,2,906
"113172",6943425,"medium",7,4,4,1075
"113173",6840502,"low",2,0,1,456
"113180",6862574,"low",2,1,1,582
"113183",6935224,"medium",0,3,0,323
"113184",6903321,"low",2,0,0,539
"113185",6888023,"medium",1,5,2,985
"113186",6915444,"low",1,0,2,931
"113187",6932013,"low",7,5,4,944
"113192",6883469,"low",2,1,2,332
"113196",6889106,"low",2,5,2,1724
"113198",6850195,"low",2,1,4,1033
"113200",6872969,"low",0,3,0,822
"113211",6876539,"low",2,1,3,514
"113213",6887069,"low",1,0,0,1033
"113214",6867800,"low",4,4,4,1885
"113215",6920550,"low",2,1,4,1041
"113216",6929803,"low",0,0,0,137
"113217",6903828,"low",1,1,0,447
"113224",6831150,"low",0,0,0,8
"113227",6865363,"medium",6,2,5,1622
"113229",6915404,"low",1,0,2,724
"113230",6879339,"low",2,7,1,807
"113231",6828220,"medium",3,1,0,461
"113234",6945476,"low",2,2,2,586
"113238",6924916,"low",3,3,1,611
"113240",6831609,"low",4,1,2,693
"113244",6906264,"low",0,0,0,8
"113247",6872985,"medium",3,3,1,699
"113249",6867523,"low",0,4,1,329
"113253",6889157,"low",2,3,2,701
"113262",6876023,"low",0,0,0,0
"113263",6933398,"medium",4,1,1,744
"113264",6824988,"low",0,0,3,662
"113265",6812444,"low",0,0,1,345
"113268",6903816,"low",2,3,0,303
"113270",6821897,"low",3,2,1,597
"113271",6931821,"low",3,2,1,517
"113272",6897648,"low",1,2,1,374
"113275",6881377,"low",1,1,0,363
"113276",6831603,"high",8,2,2,1019
"113277",6819610,"low",6,3,1,660
"113288",6821702,"medium",0,8,0,685
"113291",6881144,"low",0,0,0,0
"113293",6887444,"low",0,0,0,24
"113298",6904441,"low",1,2,0,333
"113299",6921264,"low",4,4,0,1103
"113300",6831196,"low",1,0,0,607
"113301",6879447,"medium",5,8,2,834
"113302",6905931,"low",1,4,3,1053
"113305",6815190,"medium",0,1,1,785
"113306",6906441,"low",4,0,0,945
"113307",6832823,"low",5,3,1,981
"113312",6875252,"low",0,2,0,500
"113313",6861651,"low",5,0,3,778
"113318",6872759,"low",2,2,0,528
"113319",6880186,"low",5,3,3,917
"113320",6827434,"medium",1,2,0,474
"113321",6861886,"low",1,1,0,623
"113323",6858313,"low",0,0,1,739
"113324",6854260,"low",1,2,0,327
"113325",6926071,"low",1,0,1,532
"113329",6872817,"medium",1,2,0,244
"113330",6862497,"low",2,0,1,557
"113332",6919870,"low",2,0,2,586
"113333",6906014,"high",0,0,0,24
"113335",6910298,"low",2,2,1,682
"113337",6940212,"low",2,0,2,614
"113348",6941760,"low",1,0,0,192
"113350",6944580,"low",1,2,0,349
"113351",6931705,"high",1,3,2,678
"113353",6906985,"low",3,2,3,1446
"113357",6879533,"medium",3,4,1,529
"113360",6844255,"medium",3,4,1,752
"113365",6843891,"medium",1,0,0,194
"113366",6935630,"low",1,0,2,876
"113367",6942692,"medium",5,4,1,895
"113369",6913240,"low",1,1,1,473
"113370",6947371,"high",0,1,0,128
"113371",6863361,"low",2,2,1,218
"113372",6926905,"low",4,1,1,610
"113373",6928538,"low",1,1,0,385
"113375",6929960,"low",2,4,2,760
"113376",6875576,"low",2,3,0,374
"113377",6841372,"low",2,6,1,674
"113378",6902088,"low",4,2,2,498
"113379",6857579,"low",2,3,1,592
"113381",6885108,"low",0,0,0,165
"113383",6908822,"medium",0,0,0,56
"113384",6930955,"low",3,5,1,886
"113386",6848955,"low",1,2,0,402
"113388",6927234,"low",4,1,2,899
"113391",6891393,"low",1,3,0,365
"113395",6815188,"low",1,4,4,946
"113397",6842482,"low",1,0,0,526
"113400",6935338,"high",4,3,0,423
"113404",6812103,"low",2,3,3,811
"113408",6913584,"low",1,1,2,623
"113411",6889899,"low",2,4,1,601
"113415",6850616,"low",1,0,0,264
"113417",6861436,"low",0,1,1,602
"113419",6822340,"medium",3,3,2,467
"113423",6813682,"high",1,1,1,617
"113425",6847401,"medium",0,0,0,24
"113426",6923962,"low",0,0,0,0
"113429",6925094,"medium",4,1,4,1059
"113431",6938143,"medium",2,2,0,559
"113433",6842865,"low",2,1,0,478
"113434",6918544,"low",0,0,0,306
"113438",6883476,"medium",1,0,1,556
"113442",6932192,"low",0,0,0,783
"113444",6911168,"low",5,4,0,1485
"113449",6895741,"low",1,0,1,589
"113450",6861175,"low",5,1,1,586
"113451",6922291,"low",0,0,1,1098
"113452",6860361,"low",0,0,0,348
"113453",6868081,"low",3,3,4,1978
"113454",6893980,"medium",0,0,0,8
"113457",6947520,"low",3,2,2,1270
"113458",6860196,"low",0,0,0,8
"113460",6812113,"low",4,1,3,636
"113463",6820120,"low",1,2,0,669
"113466",6947801,"medium",6,5,7,1578
"113467",6936818,"low",1,3,2,504
"113468",6895847,"low",2,3,2,862
"113469",6842045,"medium",1,0,0,165
"113471",6835166,"high",0,0,0,8
"113473",6886699,"low",2,0,4,725
"113475",6816826,"low",5,6,0,1355
"113476",6818385,"low",0,0,0,24
"113477",6878791,"high",2,2,1,446
"113479",6816528,"low",4,0,4,815
"113482",6875342,"high",4,3,3,1986
"113484",6902921,"low",1,2,1,372
"113495",6835625,"low",0,0,0,99
"113496",6819618,"low",0,2,0,381
"113497",6837550,"medium",2,10,1,2070
"113502",6886084,"medium",3,2,1,472
"113503",6905932,"low",0,0,0,8
"113505",6837495,"medium",2,1,4,620
"113506",6907291,"low",2,2,1,540
"113509",6847911,"low",3,1,1,1163
"113510",6864456,"medium",1,0,1,577
"113512",6885839,"low",3,2,3,931
"113513",6928600,"medium",1,6,3,1083
"113514",6824304,"medium",2,0,0,386
"113520",6898180,"low",4,0,1,289
"113523",6845744,"low",2,3,1,579
"113524",6838473,"low",1,1,2,591
"113527",6841961,"low",0,2,3,573
"113531",6939139,"low",3,2,0,636
"113534",6947363,"low",1,2,1,402
"113539",6937872,"low",1,6,1,1125
"113540",6911367,"medium",0,3,0,196
"113541",6818047,"low",0,2,0,311
"113542",6897524,"low",1,0,0,291
"113544",6838949,"high",6,0,0,1001
"113550",6912479,"low",1,0,0,673
"113552",6865783,"medium",0,0,0,8
"113553",6815619,"low",4,0,0,1072
"113559",6947524,"low",6,1,4,1921
"113560",6907854,"high",3,2,1,731
"113563",6903436,"low",0,0,0,1
"113566",6916004,"low",0,0,0,8
"113567",6991583,"low",1,3,1,568
"113568",6943317,"medium",3,1,0,749
"113570",7300855,"low",0,0,2,586
"113571",6908298,"low",1,1,1,407
"113572",6814774,"low",1,3,2,1150
"113573",6845523,"low",4,3,1,897
"113574",6908674,"medium",1,5,0,343
"113577",6819270,"low",7,9,7,3123
"113578",6932335,"medium",2,1,3,1033
"113581",6859230,"low",4,6,3,850
"113583",6891821,"low",1,1,1,584
"113586",6832576,"low",4,0,1,626
"113587",6852039,"low",4,8,2,1163
"113590",6853424,"low",1,0,0,26
"113592",6896050,"low",0,1,2,493
"113594",6936461,"medium",1,5,2,610
"113599",6831246,"medium",0,0,0,8
"113602",6948265,"low",2,3,1,645
"113603",6845178,"medium",8,5,0,551
"113606",6937986,"medium",6,3,3,789
"113607",6865864,"low",1,2,0,397
"113610",6821823,"low",5,2,3,1050
"113612",6912769,"low",2,0,0,587
"113614",6891822,"low",0,1,0,314
"113618",6815862,"medium",2,1,3,653
"113620",6839126,"low",4,0,0,464
"113622",6863060,"low",0,3,0,355
"113624",6851653,"low",1,0,2,692
"113626",6822113,"high",1,2,0,363
"113627",6858298,"low",0,0,0,231
"113629",6847071,"high",1,3,2,554
"113630",6881900,"low",1,0,4,838
"113636",6886974,"medium",4,1,6,833
"113638",6818395,"high",0,2,0,783
"113639",6889355,"low",0,1,0,596
"113640",6853143,"low",0,0,0,92
"113642",6866935,"medium",4,1,2,840
"113645",6863837,"low",2,2,2,1221
"113646",6844422,"medium",1,3,1,544
"113647",6821171,"low",2,3,2,898
"113648",6849886,"low",6,7,6,945
"113653",6917668,"low",0,0,0,1
"113655",6942402,"medium",4,1,5,1681
"113658",6925386,"low",2,4,1,782
"113660",6912954,"low",5,4,1,781
"113661",6929283,"low",4,3,1,910
"113663",6924074,"low",0,2,0,633
"113666",6913095,"low",9,7,0,1082
"113669",6867903,"medium",1,0,0,344
"113670",6869318,"low",1,0,0,234
"113671",6825712,"medium",2,1,0,646
"113672",6888056,"low",0,0,0,597
"113674",6927994,"low",1,1,0,286
"113675",6898594,"high",5,0,1,897
"113676",6859940,"medium",0,0,2,580
"113678",6823523,"low",3,3,4,675
"113679",6878389,"medium",4,2,3,893
"113680",6941471,"low",0,0,0,311
"113684",6900227,"low",2,0,0,389
"113686",6863576,"low",0,1,0,233
"113687",6902438,"low",0,2,2,466
"113691",6937830,"low",2,11,2,1709
"113696",6818340,"low",1,0,1,829
"113697",6831375,"low",2,2,1,459
"113698",7196261,"low",1,3,0,1166
"113699",6874375,"medium",2,2,1,274
"113701",6866346,"low",0,0,0,8
"113703",6938046,"low",2,1,1,634
"113704",6838318,"low",0,2,0,289
"113705",6927859,"medium",1,0,1,308
"113710",6875160,"low",4,7,0,1705
"113711",6883387,"low",3,5,0,363
"113712",6943530,"medium",1,4,1,510
"113714",6886851,"medium",3,0,2,679
"113715",6946353,"low",0,0,0,534
"113727",6945066,"medium",2,3,1,848
