category,upcoming_meeting_date,group_reviews,group_members,upcoming_meetings,upcoming_address,past_meetings,upcoming_meeting_time,group_name
Hobbies & Crafts,Thu Feb 16,2,50,8,"171 West 85th street, New York, NY",22,10:30 AM,"Knit or Crochet Afghans for Local Seniors - Upper West Side - New York, NY"
Hobbies & Crafts,None,4,281,34,None,None,None,"New York City Cigar & Spirits Club - New York, NY"
Hobbies & Crafts,Mon Feb 13,68,2,125,"613 Franklin Avenue, Brooklyn, NY",None,4:00 PM,"Make and Take Crochet - Brooklyn, NY"
Hobbies & Crafts,None,56,None,None,None,None,None,"Little Bird Creations - Art Journaling & Mixed Media Art - New York, NY"
Hobbies & Crafts,None,1,21,None,None,None,None,"Astoria Crafters Meetup - Astoria, NY"
Hobbies & Crafts,Mon Feb 13,1,314,10,"430 East 66th Street, lower level, New York, NY",5,6:00 PM,"Create and Chat - New York, NY"
Hobbies & Crafts,Sat Feb 25,1,124,2,,None,2:00 PM,"Soap Making Class - Brooklyn, NY"
Hobbies & Crafts,Sat Feb 25,1,23,1,,1,3:00 PM,"Knit Up! - New York, NY"
Hobbies & Crafts,Thu Feb 23,1,84,14,"245 Fifth Ave, Corner of 28th Street , New York, NY",None,7:00 PM,"Korean Hand Craftart(Bojagi,Knots jewelry,hand embroidery) - New York, NY"
Hobbies & Crafts,Sun Feb 12,1,219,1,"55 Lexington Avenue (Enter at East 25th St. between Lexington & Third Ave.), New York, NY",17,4:00 PM,"Red Hot Knitters of New York City - New York, NY"
Hobbies & Crafts,None,46,None,None,None,None,None,"The New York City Jewelry Making Meetup Group - New York, NY"
Hobbies & Crafts,Fri Feb 24,6,27,16,"Grand Central Terminal, New York, NY",None,7:00 PM,"New York Railroad Enthusiasts - New York, NY"
Hobbies & Crafts,Sat Feb 11,3,423,33,,None,1:00 PM,"Jewelry Making Divas NYC - New York, NY"
Hobbies & Crafts,Fri Feb 10,28,"1,322",19,"11 East 18th Street (at Park Avenue), New York, NY",362,6:30 PM,"Business is Art & Art is Our Business Meetup - New York, NY"
Hobbies & Crafts,Sat Mar 4,2,36,None,Coming soon,None,5:00 PM,"Honeysuckle Flowers Workshops - Brooklyn, NY"
Hobbies & Crafts,Tue Feb 14,10,41,5,"324 1st Ave, New York, NY",None,6:00 PM,"Knit & Knosh - New York, NY"
Hobbies & Crafts,Wed Feb 22,7,61,1,"1551 3rd Ave (at 88th street), New York, NY",215,7:00 PM,"Upper East Side Knitters - New York, NY"
Hobbies & Crafts,None,53,366,569,None,None,None,"Spin City - New York - New York, NY"
Hobbies & Crafts,None,10,None,None,None,None,None,"Crafts and Snacks in Manhattan - New York, NY"
Hobbies & Crafts,Sun Feb 26,20,"1,495",1,,91,4:30 PM,"Knit+Wine Brooklyn - Brooklyn, NY"
Hobbies & Crafts,Sun Feb 12,4,531,4,"55 Lexington, New York, NY",78,4:00 PM,"The New York City Crochet/Knitting Meetup Group - New York, NY"
Hobbies & Crafts,Sun Feb 12,10,48,3,,None,5:00 PM,"Crochet and cookies at Rachel's - Brooklyn, NY"
Hobbies & Crafts,None,1,604,14,None,None,None,"Materials for the Arts Events - Long Island City, NY"
Hobbies & Crafts,Thu Feb 16,1,188,10,"40 W 37th, Suite 603, New York, NY",71,7:00 PM,"NYC Hand Stitching Meetup - New York, NY"
Hobbies & Crafts,Tue Feb 14,1,487,5,,51,6:30 PM,"Brooklyn Sewcial.. Beginner Sewing and Sweet Projects - Brooklyn, NY"
Hobbies & Crafts,None,None,None,None,None,None,None,"Manhattan Adult Coloring Book Meetup - New York, NY"
Hobbies & Crafts,Sun Feb 12,3,306,2,,15,1:00 PM,"New York LEGO Meetup - New York, NY"
Hobbies & Crafts,Sat Feb 11,1,"1,565",8,"Buckingham Road, Brooklyn, NY",56,1:00 PM,"NYC Classes: Arts, Crafts, DIY, Jewelry, Textile, and more! - New York, NY"
Hobbies & Crafts,None,13,259,246,None,None,None,"New York City Crochet Guild - New York, NY"
Hobbies & Crafts,Thu Feb 16,2,106,2,"120 park Ave at Pershing Square, New York, NY",None,7:00 PM,"New York Paper Crafts Meetup - New York, NY"
Hobbies & Crafts,None,15,None,None,None,None,None,"Stitch 'n' Bitch Jersey City - Jersey City, NJ"
Hobbies & Crafts,Wed Mar 8,9,"1,476",1,"51 Kent Avenue, Brooklyn, NY",115,7:30 PM,"The Williamsburg Book Club - Brooklyn, NY"
Hobbies & Crafts,Mon Feb 13,13,66,25,"590 Madison Ave., New York, NY",131,6:00 PM,"EweKnit in Midtown - New York, NY"
Hobbies & Crafts,None,4,438,12,None,None,None,"Technical Talent - New York, NY"
Hobbies & Crafts,None,None,None,None,None,None,None,None
Hobbies & Crafts,Tue Feb 14,54,"1,067",27,"75 University Place (@ 11th St.), New York, NY",952,7:30 PM,"OMG NYC (Origami Meetup Group! NYC) - New York, NY"
Hobbies & Crafts,Wed Feb 15,50,"1,740",10,,137,6:30 PM,"Knitting Around New York - New York, NY"
Hobbies & Crafts,Tue Feb 14,66,"1,270",26,"10 Columbus Circle, New York, NY",538,6:30 PM,"NYC Pints 'n' Purls - New York, NY"
Fashion & Beauty,None,None,45,63,None,None,None,"New York Shopping Buddies Meetup - New York, NY"
Fashion & Beauty,None,None,79,None,None,None,None,"Natural Hair Industry Meetup - Brooklyn, NY"
Fashion & Beauty,None,None,149,None,None,None,None,"Shop With The Stylist Saturday Afternoon - New York, NY"
Fashion & Beauty,None,None,14,63,None,None,None,"New York City Salon and Barbershop Owners - New York, NY"
Fashion & Beauty,None,None,28,None,None,None,None,"WedUp Manhattan - Free Wedding Workshops! - New York, NY"
Fashion & Beauty,None,2,16,None,None,None,None,"Astoria Beauty Industry Meetup with MaryKay - Astoria, NY"
Fashion & Beauty,None,4,53,None,Coming soon,None,None,"Calyxto: Fashion, Beauty and Luxury Goods Professionals - New York, NY"
Fashion & Beauty,None,None,87,None,None,None,None,"The Sociology of Fashion - New York, NY"
Fashion & Beauty,Sun Feb 12,1,176,3,"zoom 740-571-690, New York, NY",None,10:00 AM,"Becoming Your Best Self NYC - New York, NY"
Fashion & Beauty,None,None,3,None,None,None,None,"Redheads Who Like Cats & R&B - New York, NY"
Fashion & Beauty,None,None,45,None,None,None,None,"Parsons LBGTQ Fashion and Identity Discussion Group - New York, NY"
Fashion & Beauty,None,None,50,None,None,None,None,"Brooklyn Makeup Meetup - Brooklyn, NY"
Fashion & Beauty,Sun Feb 12,1,50,1,"71 8th Avenue, New York, NY",None,12:00 PM,"New York Men's Fashion and Style Meetup - New York, NY"
Fashion & Beauty,None,1,142,None,None,None,None,"Frugal Chic: Thrifting and Personal Styling - New York, NY"
Fashion & Beauty,None,1,186,None,None,None,None,"Tie-Dying, Shibori workshop - Brooklyn, NY"
Fashion & Beauty,None,2,39,None,None,None,None,"Style Starter - New York, NY"
Fashion & Beauty,None,None,51,None,None,None,None,"Brooklyn Skin Care & Cosmetics Meetup - Brooklyn, NY"
Fashion & Beauty,None,None,91,None,None,None,None,"Fashion Bid, Buy, Sell - New York, NY"
Fashion & Beauty,Sat Feb 11,10,206,23,Coming soon,None,12:30 PM,"New York Fashion & Style DIY - New York, NY"
Fashion & Beauty,None,2,160,None,None,None,None,"Fashionable Brunch Brooklyn - Brooklyn, NY"
Fashion & Beauty,None,2,245,None,None,None,None,"Trendcue Meetup - New York, NY"
Fashion & Beauty,None,18,1,None,Coming soon,None,None,"Ugly Fashions for Rich People - New York, NY"
Fashion & Beauty,Thu Mar 16,2,134,13,Coming soon,None,5:00 PM,"Holistic Fashionista NYC - New York, NY"
Fashion & Beauty,None,1,141,3,None,None,None,"Darioush - New York, NY"
Fashion & Beauty,Thu Feb 23,1,84,7,"28 w 27 st, 2nd Floor, New York, NY",None,6:00 PM,"Pop-Up Social- Mix, Mingle, Discover - New York, NY"
Fashion & Beauty,None,5,402,None,None,None,None,"NewYork Fashionista Meetup - New York, NY"
Fashion & Beauty,Tue Mar 7,1,32,1,"55 Spring Street #5, New York, NY",6,6:00 PM,"Scarlet Letter Finishing Club - New York, NY"
Fashion & Beauty,None,None,65,None,None,None,None,"New York Skin Care Meetup - New York, NY"
Fashion & Beauty,None,1,189,None,None,None,None,"FASHIONISTAS in Business - New York, NY"
Fashion & Beauty,None,12,159,None,None,None,None,"The Fashion Secrets of Attractive Men - New York, NY"
Fashion & Beauty,None,None,None,None,None,None,None,"Girl Talk 101 - Brooklyn, NY"
Fashion & Beauty,None,1,264,3,None,None,None,"New York City personal stylist networking group - New York, NY"
Fashion & Beauty,None,None,None,None,None,None,None,"Type 4 Naturals - New York, NY"
Fashion & Beauty,None,2,103,None,Coming soon,None,None,"Petite Fashionistas NY - New York, NY"
Fashion & Beauty,None,1,128,None,None,None,None,"New York Beauty - New York, NY"
Fashion & Beauty,None,3,"1,575",None,None,None,None,"Network with Fashion Industry Professionals & Recruiters - New York, NY"
Fashion & Beauty,None,None,54,None,None,None,None,"The Fro-life * Fro-Choice Movement - New York, NY"
Fashion & Beauty,None,1,121,None,None,None,None,"Visual Merchandising, New York - New York, NY"
Fashion & Beauty,None,9,298,None,None,None,None,"Curlz That Mingelz - New York, NY"
Fashion & Beauty,None,1,None,None,None,None,None,"Fashion Designers and Models Society of NY - New York, NY"
Fashion & Beauty,None,3,517,None,None,None,None,"Un-ruly, a Meetup for Black Hair and Women - New York, NY"
Fashion & Beauty,None,2,190,None,None,None,None,"StartUp Fashion Business - New York, NY"
Fashion & Beauty,None,1,57,None,None,None,None,"Skincare Professionals NYC - New York, NY"
Fashion & Beauty,None,1,79,2,None,None,None,"NYC Nail Polish Bloggers and Fashionistas Meet Up - New York, NY"
Fashion & Beauty,None,3,348,None,None,None,None,"Beauty and the Business - New York, NY"
Fashion & Beauty,None,None,19,None,None,None,None,"Wearable Wednesday Brooklyn - New York, NY"
Fashion & Beauty,None,1,403,11,None,None,None,"Black American Suit & Tie Society - New York, NY"
Fashion & Beauty,None,2,151,5,None,None,None,"Swap In The City - NYC - New York, NY"
Fashion & Beauty,None,None,None,None,None,None,None,"NYC Models - New York, NY"
Fashion & Beauty,None,1,52,8,None,None,None,"Brides Worldwide - New York, NY"
Fashion & Beauty,None,2,707,32,None,None,None,"Luxury Retail & Fashion - New York, NY"
Fashion & Beauty,None,2,"1,171",34,None,None,None,"The Fashion Potential - New York, NY"
Fashion & Beauty,None,18,"2,584",36,None,None,None,"Third Wave Fashion - New York, NY"
Fashion & Beauty,None,10,None,None,None,None,None,"Body Painting NYC - Brooklyn, NY"
Fashion & Beauty,None,None,1,None,None,None,None,"The New York  Luxury & Fashion Meet Up - New York, NY"
Fashion & Beauty,None,3,427,43,"1916 Park Avenue storefront 110, New York, NY",None,None,"The NYC Hairstylists/Makeup Artists Meetup Group - New York, NY"
Fashion & Beauty,None,3,198,1,"1220 5th Ave, New York, NY",28,None,"The New York Fashion Design Meetup Group - New York, NY"
Fashion & Beauty,None,48,None,None,None,None,None,"Five Boroughs Clothing Swap - New York, NY"
Fashion & Beauty,None,53,None,None,None,None,None,"The NYC Makeup Artist Meetup Group - New York, NY"
Fashion & Beauty,None,5,907,None,None,None,None,"New York Designers & Artists Meetup - New York, NY"
Fashion & Beauty,None,1,228,9,None,None,None,"Hair, Beauty, & Fashion Collaborative Network - New York, NY"
Fashion & Beauty,None,1,20,None,None,None,None,"NYC Sunday Sauce with Elline Surianello - New York, NY"
Fashion & Beauty,None,11,None,None,None,None,None,"Latinista: Latina Professionals in New York City! - New York, NY"
Fashion & Beauty,None,11,847,31,None,None,None,"CURLS in the City Meetup Group! - New York, NY"
Fashion & Beauty,None,None,None,None,None,None,None,"Lux n Style Upscale Social Club NY - New York, NY"
Fashion & Beauty,None,None,91,None,None,None,None,"MakeupAndLoveHer - Jersey City, NJ"
Fashion & Beauty,None,1,102,None,None,None,None,"Learn English For The Fashion Industry Meetup - New York, NY"
Fashion & Beauty,Tue Feb 14,16,49,21,"27 William Street 16TH Floor , New York, NY",None,7:00 PM,"FINANCE HAS NEVER BEEN MORE IN FASHION - New York, NY"
Fashion & Beauty,None,13,807,None,None,None,None,"Socialize and Glamorize - New York, NY"
Fashion & Beauty,Thu Feb 16,1,11,None,,None,7:00 PM,"New York Nail Technicians Meetup - Brooklyn, NY"
Fashion & Beauty,None,None,125,None,None,None,None,"Make Up Classes with Professional Portrait Photographer - New York, NY"
Fashion & Beauty,Sun Apr 9,1,10,1,"Broadway, New York, NY",None,5:00 PM,"Poshmark New York Crew - New York, NY"
Fashion & Beauty,Thu Feb 23,1,"1,431",12,"28 w 27 st, 2nd Floor, New York, NY",None,6:00 PM,"Laura Little Curated | POP UP SOCIAL | MIX MINGLE DISCOVER - New York, NY"
Fashion & Beauty,None,16,472,None,None,None,None,"NYC Aspiring Fashion Designers/Stylists/Merchandisers/Buyers - New York, NY"
Fashion & Beauty,Sun Feb 19,1,81,None,"2178 Broadway at W 77th Street, New York, Ne",None,1:00 AM,"NYC Fashion Portfolio - New York, NY"
Fashion & Beauty,Sun Feb 12,2,743,6,,9,1:00 PM,"Internet of Fashion (IoF) Meetup - New York, NY"
Fashion & Beauty,Sat Mar 11,1,"1,048",1,"1165 Angelina Street, Austin, TX",89,1:00 PM,"Natural Partners in Crime - New York, NY"
Fashion & Beauty,None,1,50,None,None,None,None,"New York Asian Beauty Meetup - New York, NY"
Fashion & Beauty,Fri Feb 24,1,171,None,,None,6:30 PM,"GEEK OF CHIC - New York, NY"
Fashion & Beauty,Sat Feb 18,1,86,None,"851 Broadway 2nd Floor, New York, NY",None,1:00 PM,"New York Korean Beauty Lovers Meetup - New York, NY"
Fashion & Beauty,None,2,279,None,None,None,None,"New York Fashion Women Entrepreneurs Meetup - New York, NY"
Fashion & Beauty,Thu Feb 23,20,"2,793",2,"33 Irving Place, New York, NY",279,6:30 PM,"New York Fashion Professionals Meetup Group - New York, NY"
Fashion & Beauty,Fri Feb 10,13,"2,117",59,"111 East 18th Street, New York, NY",None,6:30 PM,"Fashion And The City - New York, NY"
Fashion & Beauty,None,None,None,None,None,None,None,"Asian Fashion in New York - New York, NY"
Fashion & Beauty,Sun Feb 19,2,897,24,"230 Fifth Ave., New York, NY",None,7:00 PM,"NYC Hot Society Meetup Group - New York, NY"
Fashion & Beauty,Fri Feb 10,25,"2,993",527,"111 E 18th St (at Park Avenue), New York, NY 10003, New York, NY",None,6:30 PM,"NYC FASHION & SOCIAL NETWORK - New York, NY"
Fashion & Beauty,None,34,"8,477",216,None,None,None,"NYC FASHION SOCIETY - New York, NY"
Fashion & Beauty,None,15,None,None,None,None,None,"Girlfriends in New York - New York, NY"
Fashion & Beauty,None,9,419,25,None,None,None,"Plus Size Fashion NYC - New York, NY"
Fashion & Beauty,Mon Feb 13,1,573,11,"545 8th ave Suite 1015, New York, NY",None,6:00 PM,"Makeup Classes by Nina Mua - New York, NY"
Fashion & Beauty,None,None,None,None,None,None,None,None
Fashion & Beauty,Sat Feb 11,32,"11,617",26,"440 9th Ave, New York, NY",993,7:30 PM,"NYC's #1 Fashion Events & Parties (11,000+ members) - New York, NY"
Fashion & Beauty,Thu Feb 16,5,"8,160",3,"330 West 40th street, (between 8th and 9th avenue), New York, NY",170,6:15 PM,"Manhattan Fashion & Creative People Meetup - New York, NY"
Social,Fri Feb 10,7,"4,725",52,"333 East 60th Street, New York, NY","1,337",6:00 PM,"BEST CLUBS in NYC - FREE DRINKS every night! - New York, NY"
Social,Thu Feb 16,4,82,10,"888 Seventh Avenue, 39th Floor (off 57th Street)., New York, NY",None,6:30 PM,"Thinking of Moving?  Get to Know NYC Neighborhoods! - New York, NY"
Social,None,2,None,None,None,None,None,"Hangin on the Upper East Side  - S.A.W. - New York, NY"
Social,Fri Feb 10,2,"1,734",14,"111 E 18th St (at Park Avenue), New York, NY",492,6:30 PM,"I Love The 80s, 90s & More! - New York, NY"
Social,Sat Feb 11,13,"1,991",262,"13 East 8th Between 5th and University Place, New York, NY",None,6:00 PM,"Happy Hour & Fun Nightlife Crew! - New York, NY"
Social,None,29,None,None,None,None,None,"Astoria Newbies - Astoria, NY"
Social,Fri Feb 10,2,"5,194",15,"11 East 18th Street (at Park Avenue), New York, NY",169,6:30 PM,"New York Friends (5,000+ Friends) - New York, NY"
Social,None,3,None,None,None,None,None,"Social Circle NYC - New Girlfriends - New York, NY"
Social,None,10,None,None,None,None,None,"Desi Girls in NYC - New York, NY"
Social,Sun Feb 19,1,281,4,"Brookfield Place 220 Vesey Street @ Hudson River, New York, NY",None,1:00 PM,"Salon NYC - New York, NY"
Social,Fri Feb 10,13,"1,213",225,"111 E 18th St (at Park Avenue), New York, NY",None,6:30 PM,"NYC Fun & Social Singles! - Brooklyn, NY"
Social,Fri Mar 3,1,145,11,Coming soon,None,7:30 PM,"Hoboken & Jersey City 25-45 Ladies'  Meetup - Hoboken, NJ"
Social,Mon Feb 13,20,676,2,"11 Times Square, New York, NY",222,6:30 PM,"New York Pluralsight Study Group - New York, NY"
Social,Sat Feb 11,17,"1,777",2,"27-16 23rd Ave, Astoria, NY",241,9:00 PM,"The Astoria Meetup Group - Astoria, NY"
Social,Sat Feb 11,2,"3,442",30,"440 9th Ave, New York, NY","1,193",7:30 PM,"20's & 30's NYC Social Group (3,000+ members) - New York, NY"
Social,Sat Feb 11,4,964,46,"500 8th Avenue, New York, NY","1,618",2:00 PM,"Argentine Tango NYC - New York, NY"
Social,Fri Feb 10,29,"5,204",2,"230 Fifth Ave, New York, NY",275,6:00 PM,"""New York Nightlife"" - New York, NY"
Social,Sun Feb 12,1,165,11,"Brookfield Place 220 Vesey Street @ Hudson River, New York, NY",None,1:00 PM,"20 Somethings Seeking Meaningful Conversation - New York, NY"
Social,None,1,None,None,None,None,None,"Fab Brown Girls - New York, NY"
Social,Sat Feb 11,5,"7,406",20,"440 9th Ave, New York, NY",819,7:30 PM,"""New to New York"" (7,000+ members) - New York, NY"
Social,None,1,None,None,None,None,None,"Food For Thought - 50+ - New York, NY"
Social,Wed Feb 22,17,"1,084",71,,None,6:30 PM,"NYC Professionals - New York, NY"
Social,Fri Feb 10,2,"5,248",23,"111 E 18th St (at Park Avenue), New York, NY","1,287",6:30 PM,"Adventures & Activities With New Friends Social Group NYC - New York, NY"
Social,None,None,None,None,None,None,None,"NYC Midtown Chinese Professionals - New York, NY"
Social,Sat Feb 11,11,"9,014",19,"440 9th Avenue, New York, NY",732,7:30 PM,"Events in NYC - New York, NY"
Social,None,13,None,None,None,None,None,"NMMNG - NYC - (No More Mr. Nice Guy) - New York, NY"
Social,Sat Feb 11,11,"5,844",23,"440 9th Ave, New York, NY",756,7:30 PM,"Drinking with Strangers - New York (5,000+ members) - New York, NY"
Social,Sat Feb 11,21,"6,470",32,"440 9th Avenue, New York, NY","1,109",7:30 PM,"NYC Events & Adventures (6,000+ members) - New York, NY"
Social,Tue Feb 14,4,104,5,,8,10:15 AM,"Manhattan Women's Social Meetup - New York, NY"
Social,Thu Feb 23,4,"4,938",38,"33 Irving Place, New York, NY",838,6:30 PM,"I Love Adventure - Indoors & Outdoors - New York, NY"
Social,Sat Feb 11,143,"2,014",37,"95 Halsey St., Brooklyn, NY, New York, NY","1,298",7:00 PM,"New York & New Jersey ""Chicago Style"" Steppers - New York, NY"
Social,Fri Feb 10,1,242,1,"73 8th Avenue, New York, NY",15,7:00 PM,"Find Your Funny NYC - New York, NY"
Social,Fri Feb 10,2,"1,294",14,"111 East 18th Street, New York, NY",612,6:30 PM,"NYC ACTIVE 40'S & 50'S - New York, NY"
Social,Sat Feb 11,5,"4,542",21,"440 9th Ave, New York, NY","1,168",7:30 PM,"NYC 20's, 30's & 40's Professionals Group (4,000+ members) - New York, NY"
Social,None,19,None,None,None,None,None,"The Nigerian/African Young Professional Meet Up Group - NYC - New York, NY"
Social,None,13,"1,614",None,None,None,None,"Jersey City Downtown Social Life - Jersey City, NJ"
Social,None,2,None,None,None,None,None,"Books and the City - New York, NY"
Social,Sat Feb 11,3,373,10,,None,3:00 PM,"Desis in their 20s or 30's - New York, NY"
Social,Fri Feb 10,1,430,4,,28,6:30 PM,"NYC Fancy, Shy Misses (25 - 37) - New York, NY"
Social,Fri Feb 10,19,"12,658",18,"111 E 18th St, New York, NY",917,6:30 PM,"NYC For Cheap (12,000+ members) - New York, NY"
Social,Sat Feb 11,20,"3,419",15,"230 FIFTH AVENUE, BETWEEN 26TH & 27TH STREET), New York, NY",722,9:00 PM,"""NY's #1 Jewish Professionals Group"" - New York, NY"
