"company","pro"
"Cigna",",Friendly People"
"Cigna",",Overtime, Location"
"Cigna",",Job and People"
"Johnson Matthey","Good place to start with no experience"
"Johnson Matthey",",Coworkers"
"Johnson Matthey",",Still wondering!"
"Johnson Matthey",",healthcare"
"Johnson Matthey",",pay some what ok"
"Johnson Matthey",",Free lunches when goals are met"
"Johnson Matthey",",Job Security"
"Johnson Matthey",",Johnson Matthey as a well rounded benifits program."
"Johnson Matthey",",Benefits"
"Johnson Matthey",",Productive jobs, great benefits and access to world wide website"
"Johnson Matthey",",Benefits"
"Johnson Matthey",",Good Retirement"
"Johnson Matthey",",employee events, health insurance"
"Johnson Matthey",",Great Benefits"
"System One","Great payroll and benefit people at corp./ great benefit coverage"
"System One",",Offices in great condition with kitchen and restrooms inside."
"System One",",set own hours"
"System One",",long term contracting"
"System One",",Great wage"
"System One",",Comraderie with coworkers."
"System One",",Good communication and learning skills."
"System One",",Great place to work"
"System One",",Flexible work schedule, fantastic pay."
"System One",",flexibility"
"System One",",work environment"
"System One",",Lots of walking and lifting."
"Priceline.com","great opportunities"
"Priceline.com",",fun parties"
"Priceline.com",",Cafeteria, Intern activities"
"Priceline.com",",great benefits"
"Priceline.com",",great incentives and employee morale was very important."
"Priceline.com",",Management is largely compsed of developers, wonderful culture, extensive lunch offerings within the building itself and the neighborhood at large"
"Priceline.com",",bonus, employee activities."
"Priceline.com",",good friends"
"Priceline.com",",great co-workers, relaxed work envorinment, awesome downtown location"
"Priceline.com",",i enjoyed working at a desk, terrific healthcare coverage."
"cars.com","interesting business, great corporate culture and benefits"
"cars.com",",Work Life Balance"
"cars.com",",Free lunches on special occasions. Games and fun times"
"cars.com",",n/a"
"cars.com",",Self management"
"cars.com",",Open office, casual dress, convenient downtown location"
"cars.com",",was a good starting company to get into a corporate working environment"
"cars.com",",Outings, rewards and recognition, fun environment, open door policy"
"cars.com",",Amazing people to work with - very talented hard working and understanding"
"Life Time Fitness","Flexible hours, employee discount, free membership, benefits, friendly coworkers"
"Life Time Fitness",",Nice work enviorment: free gym membership"
"Life Time Fitness",",free membership, easy work"
"Life Time Fitness",",Free membership"
"Life Time Fitness",",Free LifeTime Fitness Membership, Networking"
"Life Time Fitness",",Great way to improve on your costumer service and communication skills."
"Life Time Fitness",",The members and team members in all departments"
"Life Time Fitness",",Free Membership & good co-workers"
"Life Time Fitness",",Free membership, free childcare, discounts on all services including the Spa, Cafe, and Kids Activities/Programs."
"Life Time Fitness",",discounted food and drinks, free gym membership"
"Life Time Fitness",",Free membership to the gym"
"Wayfair","B2B Account managers are well experienced. Good team member collaboration."
"Wayfair",",You choose your lunch time"
"Wayfair",",Kegs of beers, great parties, fun office."
"Wayfair",",friendly associates"
"Wayfair",",Give aways"
"Wayfair",",collabrative, amazing benefis, fast paced but laid back at the same time"
"Wayfair",",Environment was great and very high spirited"
"Wayfair",",Money"
"Wayfair",",Good benefits"
"Wayfair",",Company atmosphere"
"Wayfair",",great benefits, great people and above and beyond training."
"Wayfair",",Lits of fun activies that are always happening and the free food"
"Wayfair",",reviews, code trains for deployment, xdebgu"
"Wayfair",",Weekly Lunch Vendors on site"
"Wayfair",",There are none!"
"HELIX","Free lunch, shuttles, unlimited vacation, work/life balance, excellent benefits, great team, fun social events"
"Kaiser Permanente","pay"
"Kaiser Permanente",",Call quality you can win really great prizes."
"Kaiser Permanente",",great health benefits"
"Kaiser Permanente",",Challenging"
"Kaiser Permanente",",great pay and benefits"
"Kaiser Permanente",",pay and benefits"
"Kaiser Permanente",",good pay"
"Kaiser Permanente",",Work at home, hour lunch, good benefits"
"Kaiser Permanente",",Good pay and benefits"
"Kaiser Permanente",",great balance of responsibilities, wonderful coworkers"
"Kaiser Permanente",",Benefits"
"Kaiser Permanente",",Benefits, pay"
"Kaiser Permanente",",health care, education programs"
"Kaiser Permanente",",benefits"
"Kaiser Permanente",",Medical coverage and percentage from employer to 401k."
"Kaiser Permanente",",NONE"
"Hotels.com","Very good with employees"
"Hotels.com",",Amazing staff, who cares and loves everyone"
"Hotels.com",",NOTHING"
"Hotels.com",",Free coffee; Awesome team building activities"
"Hotels.com",",free lunh, good benefits"
"Hotels.com",",fun coworkers"
"Hotels.com",",Opportunity to launch a Hotel.com call center"
"Hotels.com",",Travel"
"Hotels.com",",Bonus for exceeding sales"
"HRA/DEPT OF SOCIAL SERVICES","Promotion"
"Bayer","free lunches and birthday cake!"
"Bayer",",Compensation"
"Bayer",",work from home options"
"Bayer",",Work from home 3 days a week"
"Bayer",",Great job security and fairness"
"Bayer",",Training program"
"Bayer",",Nice facility"
"Bayer",",Hot Breakfast and Lunches"
"Bayer",",None"
"Bayer",",voluunter time paid by company"
"Bayer",",Great company with excellent benefits"
"Idaho Department of Health & Welfare","Case management allows for a flexible schedule, and there is never a day that is the same."
"Idaho Department of Health & Welfare",",The great learning and professional growth I experienced. Health benefits were amazing."
"Idaho Department of Health & Welfare",",Good retirement, caring mangement"
"Systems Planning and Analysis","Great pay, benefits and compensation"
"Parkland Hospital","Teaching hospital"
"Parkland Hospital",",You got a paycheck."
"Parkland Hospital",",Discount of lunches"
"Parkland Hospital",",None"
"Parkland Hospital",",Coworkers"
"Parkland Hospital",",Discounted lunch"
"Parkland Hospital",",Parkland has so much to offer."
"Parkland Hospital",",COUNTY HOSPITAL, GREAT PAY, ALWAYS CHANGING"
"Parkland Hospital",",good benefits"
"Parkland Hospital",",lots of hours to work if requested, good training place or springboard to other units or training programs."
"Parkland Hospital",",hour long lunches"
"Parkland Hospital",",co-workers/friends"
"MIT Broad Institute","Coworkers"
"MIT Broad Institute",",Close proximity to Kendall"
"MIT Broad Institute",",Amazing Science, new facilities, access to brilliant researchers"
"MIT Broad Institute",",amazing people to work with"
"MIT Broad Institute",",location"
"MIT Broad Institute",",The people"
"MIT Broad Institute",",great benefits"
"MIT Broad Institute",",at the end of each day one was able to leave cambridge"
"Analytic Recruiting","nice holiday bonuses"
"Dailymotion","Nice offices"
"Dailymotion",",the job, healthcare, the location"
"Texas A&M University","Surprised bonus to motivate employees."
"Texas A&M University",",great networks"
"Texas A&M University",",Breaks taken of my choice, Lunches sometimes included"
"Texas A&M University",",Low stress"
"Texas A&M University",",low stress environment, good benefits, fun co-workers"
"Texas A&M University",",time"
"Zoll Medical Corporation","go beneffits at time lots of OT"
"Zoll Medical Corporation",",Good cafeteria..Free coffee.. Room for growth."
"Zoll Medical Corporation",",cutting edge technology"
"Zoll Medical Corporation",",good insurance"
"Zoll Medical Corporation",",Learned alot about the Lifevest, got to meet and train patients."
"Zoll Medical Corporation",",unlimited overtime"
"Zoll Medical Corporation",",Really fulfilling job"
"Zoll Medical Corporation",",Plenty of vacation days"
"Zoll Medical Corporation",",Benefits, Hours"
"Zoll Medical Corporation",",gym on site"
"Zoll Medical Corporation",",The company is located in an area that is easily assessible to most people."
"Zoll Medical Corporation",",health benefits"
"Zoll Medical Corporation",",cafe on site"
"PubMatic","People, Office space, Perks"
"AlixPartners","Decent Comp, work location flexibility"
"Cambia Health","Gym access, discount on lunch and working with amazing people"
"Cambia Health",",Great people, Managers, learning opportunities"
"Cambia Health",",Great work culture"
"Cambia Health",",Working from home, Education opportunities"
"Cambia Health",",High creativity, personal responsibility, collaborative environment"
"Cambia Health",",none"
"Cambia Health",",Corporate Culture, Co-workers, Independence, Learning Opportunities"
"Cambia Health",",Benefits, Some positions allow telecommute"
"Mount Sinai Health System","learning"
"Mount Sinai Health System",",Occasional free lunches"
"Mount Sinai Health System",",free food"
"Mount Sinai Health System",",Pay is good, insurance through 1199 is great."
"Mount Sinai Health System",",Weekends off. Regular hours"
"Mount Sinai Health System",",Great infrastructure and modern technology"
"Mount Sinai Health System",",great view of central park"
"Mount Sinai Health System",",Healthcare"
"Mount Sinai Health System",",Team environment"
"Mount Sinai Health System",",Great Enviroment"
"Mount Sinai Health System",",Good team of co-workers"
"Mount Sinai Health System",",Working with the people"
"Visa","Great job environment"
"Visa",",Great Benefits"
"Visa",",Good work/life balance."
"Visa",",good cafeteria"
"Visa",",Good Client"
"Visa",",Very nice office space."
"Finicity","free pop, coffee, and ping pong"
"Finicity",",Pay is okay if your willing to have zero ethics"
"Finicity",",Soda and pop corn machine, amazing staff, no hovering or micro managing, opportunities to make a lot of money and advance in the company"
"Finicity",",flexible hours, breaks if you want them, casual and supportive work environment"
