"company","con"
"MIT Broad Institute",",little or no breaks"
"Analytic Recruiting","long hours"
"Dailymotion","Very limited benefits"
"Texas A&M University","None"
"Texas A&M University",",alienating for students/workers of color"
"Texas A&M University",",Unexciting"
"Texas A&M University",",none"
"Texas A&M University",",time"
"Zoll Medical Corporation","no much to say here"
"Zoll Medical Corporation",",complicated compensation system"
"Zoll Medical Corporation",",Mundane"
"Zoll Medical Corporation",",Not enough work"
"Zoll Medical Corporation",",pay couldve been better"
"Zoll Medical Corporation",",Job security"
"Zoll Medical Corporation",",Constantly degrading treatment of employees"
"Zoll Medical Corporation",",Poor Leadership/ management -- no structure on processes or procedures"
"Zoll Medical Corporation",",large outside sales territories"
"Zoll Medical Corporation",",The company as a whole is very disorganized."
"Zoll Medical Corporation",",work environment"
"Zoll Medical Corporation",",weak raises, no advancement"
"PubMatic","Lay offs last year unsettled people but things seem to be good again"
"AlixPartners","long hours, no work life balance"
"Cambia Health","They do not sponsor a H1 visa unless it is a very technical role"
"Cambia Health",",management is too young and inexperienced"
"Cambia Health",",Health care is a complex, heavily regulated system to navigate"
"Cambia Health",",unorganized"
"Cambia Health",",Lack of job growth"
"Mount Sinai Health System","none"
"Mount Sinai Health System",",No overtime"
"Mount Sinai Health System",",not much health care"
"Mount Sinai Health System",",location is far, staff is not good."
"Mount Sinai Health System",",False job titles and descriptions"
"Mount Sinai Health System",",The salary is a bit low looking at the amount of work being done by employees."
"Mount Sinai Health System",",management"
"Mount Sinai Health System",",Favortisim"
"Mount Sinai Health System",",Annual pay rate"
"Mount Sinai Health System",",5:30 a.m shifts"
"Mount Sinai Health System",",None"
"Mount Sinai Health System",",none"
"Visa","Supervisor"
"Visa",",Constant changes"
"Visa",",Lack of communication with my department"
"Visa",",employer does nto care about employees"
"Visa",",Nothing"
"Visa",",Everything else"
"Finicity","I didn't really have any complaints, except I never knew what direction they were planning to take to company"
"Finicity",",Poor management, unorganized"
"Finicity",",no advancement, shaky job security right now"
"American Institutes for Research","Unorganized in their collection of data"
"American Institutes for Research",",Non-collaborative and hostile work environment with little room for promotion."
"American Institutes for Research",",management and staff managers"
"American Institutes for Research",",too much work, too little pay, terrible management"
"American Institutes for Research",",Less pay"
"American Institutes for Research",",Lack of consistent hours"
"Penn State Milton S. Hershey Medical Center","Chaotic"
"Penn State Milton S. Hershey Medical Center",",no breaks, rare to get lunch, micromanagement"
"Penn State Milton S. Hershey Medical Center",",worked until your ready to fall over.mandated, expenivse health insurance"
"Penn State Milton S. Hershey Medical Center",",NONE"
"Penn State Milton S. Hershey Medical Center",",location"
"Penn State Milton S. Hershey Medical Center",",disorganization in particular department"
"Penn State Milton S. Hershey Medical Center",",Co-workers."
"Penn State Milton S. Hershey Medical Center",",short breaks"
"Penn State Milton S. Hershey Medical Center",",work-load, working alone, hours"
"Care Resource","None"
"Care Resource",",Mangagers, directors, CEO, COO, HR Department"
"Care Resource",",Minimal room for growth"
"Care Resource",",Everything"
"Care Resource",",the employees"
"Care Resource",",Parking in Miami"
"Care Resource",",Cash cow non-profit"
"Care Resource",",too far away, non competitive benefits or salary, hostile working environment"
"Mitchell/Martin Inc.","Unorganized, lack of information given, not very team oriented"
"Mitchell/Martin Inc.",",Promises made to be broken"
"Mitchell/Martin Inc.",",the customer did not keep them in the loop"
"Mitchell/Martin Inc.",",Not everyone was treated equally"
"Mitchell/Martin Inc.",",no cons"
"Mitchell/Martin Inc.",",not full time, no training or orientation"
"ZOLL","Great"
"ZOLL",",Short breaks"
"ZOLL",",The pay could be more."
"ZOLL",",none"
"ZOLL",",Short breaks, no continuity, awful shifts."
"ZOLL",",turnover of employees"
"ZOLL",",expectations are high"
"S&P Global Market Intelligence","High turnover of executive management, stressful work environment"
"S&P Global Market Intelligence",",lack of upward mobility"
"Ecolab","Not enough work"
"Ecolab",",If you work for them they need to either hire you after 90 days."
"Ecolab",",Hours"
"Ecolab",",Long Hours"
"Ecolab",",Long hours and on call"
"Ecolab",",Work/life balance"
"Ecolab",",everything else"
"Ecolab",",A LOT OF WORK, NO TOOLS REALLY TO SUCEED, The CAMS have tons of power, They change systems a lot and it causes misery for everyone using it - people are quitting, Not a lot of positive change"
"Ecolab",",Short break"
"Ecolab",",Hours"
"Ecolab",",short breaks"
"Berico Technologies","401k suspended"
"Berico Technologies",",management, projects, some declining benefits, no employee stake in the company, high turnover"
"Berico Technologies",",job security (difficult with contracts)"
"Berico Technologies",",new endeavors werent properly staffed"
"Blackbaud","under-staffed"
"Blackbaud",",Management"
"Blackbaud",",Base Salary"
"Blackbaud",",Expects employees to never stop working"
"Blackbaud",",Lack of compensation"
"Blackbaud",",health insurance., Dental insurance, Management out of touch., VERY hierarchical management style"
"Blackbaud",",No political environment for me"
"Chubb","long commute"
"Chubb",",Everything"
"Chubb",",Management is different"
"Chubb",",Benefits, training, technology, management, standard operating procedures."
"Chubb",",Morale is down, need a better starting salary"
"Chubb",",Unprofessional atmosphere, cliques, horrible training practices"
"Chubb",",Culture and AVP and above level management."
"SOSi","Working in a war lactation Afghanistan"
"SOSi",",Health benefits"
"SOSi",",Poor management, bad work site, no job stability"
"SOSi",",You can be away for too long."
"SOSi",",Corporate Culture, No advancement or professional development, High turnover to include the HR Director positon, poor financial managment"
"SOSi",",healthcare benefit could be better."
"SOSi",",good old boy system, no room to grow"
"SOSi",",Lack of communication from senior leadership"
"SOSi",",contracts not guaranteed"
"SOSi",",No benefits & unstable"
"SOSi",",Contract work, not stable"
"Millennium Health","No advancement, Feedback not listened to"
"Millennium Health",",Not a lot of daily contact with my supervisors with in the company."
"Millennium Health",",being able to take time"
"Millennium Health",",As a temp, one year later and still no benefits."
"Millennium Health",",some communitcation"
"Millennium Health",",No communication."
"Millennium Health",",High standards of work, only 10 minute breaks."
"Millennium Health",",MANAGEMENT, CEO, BANKRUPT"
"Millennium Health",",they would let go of their employees without probable cause"
"SunTrust","Not enough staff coverage"
"SunTrust",",n/a"
"SunTrust",",Staffing agencies"
"SunTrust",",the hours are trouble especially with kids."
"SunTrust",",Short breaks, unprofessional teammates, lack of support from management"
"SunTrust",",Being penalized if mistake made on work"
"SunTrust",",Unreasonable expectations and sales production pressure"
"SunTrust",",No Cons"
"SunTrust",",short handed, pay increases within the company"
"Alion Science and Technology","Prepare short financial reports"
"Alion Science and Technology",",Bullying, constant change of direction, had to be friends with mgmnt to advance"
"Alion Science and Technology",",micro management in division office employed with"
"Alion Science and Technology",",Government contract work is subject to loss funding."
"Alion Science and Technology",",Contracting world is not the securest of income"
"Alion Science and Technology",",Long hours"
"Alion Science and Technology",",Frequent management turnover"
"Alion Science and Technology",",Poor leadership incapable of competing in tough Federal market."
"Workbridge Associates","everything"
"Workbridge Associates",",you might have to work long hours and the beginning pay isn't strong"
"Workbridge Associates",",no commision for first 20 deals."
"Workbridge Associates",",There are no jobs, they copy job descriptions and salary info from other sources"
"Workbridge Associates",",no work-life balance; strict schedules; micro-management"
"Workbridge Associates",",Like anything worth doing, it is challenging when you start out"
"Workbridge Associates",",phish for info from unsuspecting candidates"
"Workbridge Associates",",deceitful, careless and reckless with resume"
"Workbridge Associates",",Small compensation package"
"Shook, Hardy & Bacon LLP","Long commute"
"Shook, Hardy & Bacon LLP",",Lack of advancement; compensation"
