"company","position","salary","worklife","compensation","jobsecurity","management","culture","company.x","review","company.y","position","company.x.1","pro","company.y.1","con"
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center","Great hospital to work for. Lots of team work and lots of effort from the department to give excellent care to the patients.","UCLA Health",",Administrative Assistant III",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Montefiore Medical Center was a wonderful place to work. It is a integrated health care delivery system. I worked in the home care department. I was a administrative supervisor for the director of patient services. I learned what it takes to run the operations of a health services organization. Customer service, employ satisfaction, management objectives, union employees, customer improvement processes. committees are just a few of the skills that I learned as an employee at Montefiore. The culture was a team atmosphere customer satisfaction regarding quality care. The hardest part of the job was keeping up with the fast pace environment regarding the delivery of home care services in a always changing environment. The most enjoyable part of my job was taking care of all staff and customers to accomplish organizational goals. Being part of the process is most enjoyable.","The Weather Channel",",Operations Project Management & Capacity Planning","Tremor Video","great people and culture","Sealed Air",",Lack of supervison and help"
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",I tended to do everything so there is no typical day.  Ive learned majority of my skills here and how to do them fast and efficiently.  Management was decent to good.  A very diverse job with a lot of work to do all the time.  The most enjoyable part was training others and being great at my job.","UCLA Health",",Chief of Applications",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Facility has great teamwork and communication skills. The location I currently work in does not have a busy workflow and I will like to relocate where I can advance in my career and utilize my skills.","UCLA Health",",ADMINISTRATIVE ASSISTANT",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",love the company I've been with them for many years. The atmosphere is cheerful everyone lends a helping hand. The patients always say ! Mention that they would rather be here Then any place else. So that's always nice to hear. They also mention that the Nurses give great care.","UCLA Health",",Staff nurse",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",My coworkers are caring and fun to work with. Supervisor's have compassion. We have several job functions that we do every year as a group and is all free","Johnson Controls",",MAINTENANCE MECHANIC B","UCB",",bonus structure","Seattle Genetics",",lack of management, left hand doesn't know what right hand is doing."
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Very busy but an enjoyable and fun place to work. Home away from home , a place to learn from the best of all. You give your best  because that is what you expect and is expected of you.","UCLA Health",",Administrative Assistant II",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Montefiore was a wonderful place to train in residency. All the attendings were supportive and truly invested in teaching their residents.","Snap-on","Company Mobile store sales",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Work with interdisciplinary team, including physician assistants, medical doctors, social workers, care coordinators, physical and occupational therapists, and all healthcare workers to deliver quality and safe care.","Snap-on",",Material Handler/Forklift Operator",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Great management, work environment, and people. ","Snap-on",",Field sales manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",A great and encouraging place to learn, work and gain experience. ","Snap-on",",SALES REPRESENTATIVE",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Great work place culture and provider great work life balance.","Snap-on",",Service Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",A typical day at work is making sure that all patient and family members are satisfied in the sense that i see to it that nurse and aides answer call bell in a timely manner. Working here help me to improve my people person skills.The most enjoyable part of my job is to see customer leaving with smile on their faces while saying to me thanks for everything and keep up the good work.","Snap-on",",Finishing Operator",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Great organization with very limited room for professional growth when working in the individual departments. Management can improve in the area of interacting with associates, and focus more on how to guide employee to work and improve their productivity level  in a more positive way for employees self motivation.","The Weather Channel",",Junior Editor","Google",",Had free food every single day treated their employees with dignity and respect","Ford Motor Company",",Ford Managers (NOT UAW reps they are awesome)"
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Stressful but rewarding work environment. Each level of staff can definitely be over worked and underpaid. Management recognizes talent and does try to encourage growth within the company. However, company standards result in underpayment of staff on occasion.","Snap-on",",Route Sales",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",It's a good place to work.  Opportunity for advancement is available. You're exposed to patients and staff from different ethnicity and cultures.  Management is supportive.","Snap-on",",Sales & Training Specialist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",EZCORP was a great place to work because of all the wonderful hard working people running the stores. The benefits are good and the tenure is remarkable.","University of New Mexico","EXCHANGE STUDENT","Express","Quick placement, interviewers are very nice.","VANTAGE WEST CREDIT UNION","Not allowed time off when you have it on the books."
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",I like the people I work with in my department. Management has gotten better but they lack to promote from within, they'd rather hire someone from the outside.","Snap-on",",Order Processing and Packager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Montefiore is great company for advancement and personal growth for all employees with an emphasis on patient safety. All persons are attempted to be treated equally.","Snap-on",",Route Crew",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Montefiore is one of the biggest hospitals in the Bronx and prides themselves on hiring with the community. My biggest problem is the lack of community between campus. I worked in Yonkers and they never encouraged campus unity.  ","Snap-on",",Hands-on manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Management did their best to support their staff and my co-workers were awesome.","Snap-on",",Field Support Specialist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Great, Outstanding and Loyal to a fault. Hidden talents that you never know you have until the challenge is presented. My works speaks for itself.  I am a hard worker and love a challenge.","Snap-on",",Equipment Sales Specialist",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",I liked working for Monte but, it was a lot of work and I feel like people who were favored by the Union get away with slot. Such as some people felt as if they were untouchable because they were in the Union and could do whatever they want.","Snap-on",",Industrial Electrician",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",flexible work hours and convenient to home.  director is very to easy to work for.  co-workers are mixed nationality and easy to work with,  best part of job is we travel and get to meet new people.","Snap-on",",Factory Laborer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",When I was employed at Montefiore, I enjoyed coming to work and learning so much everyday.  I was very young at the time but it was a great start in Healthcare.  It thought me discipline and accountability.","Snap-on",",Account Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Montefiore Medical Center",",Positive environment. Great staff. Strong focus in learning and continuing education. Several trainings and opportunities for growth.","The Weather Channel",",Producer - Local Severe","Tremor Video",",Free breakfast and sometimes free lunch","Sealed Air",",Confusing processes"
NA,NA,NA,NA,NA,NA,NA,NA,"ThriveHive","My leaving had little to do with the company as much as it did with me. I had a great time there and was able to get some good work done but ultimately I decided coaching wasn't for me and that'd prefer to be implementing marketing strategies than coaching them. Otherwise, they're undergoing a lot of changes right now with a recent buyout so if you're looking for a true startup culture then they may not be it.","Snap-on",",Sales Manager",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"EZCORP",",Low pay but it was fun with customer service and fast paced environment. There were however no opportunities for advancement","University of New Mexico",",Information Technology (IT) Assistant","Express",",fun busy hours","VANTAGE WEST CREDIT UNION",",None"
NA,NA,NA,NA,NA,NA,NA,NA,"ThriveHive",",Being a part of ThriveHive has been an incredibly positive experience in my life. We have built an outstanding team of people, all of whom bring so much to the table that it's easy to feel intimidated. Because it's a startup, there is rarely and ""typical day"", but the unpredictability means that you are always on your toes and always learning. The work we do is extremely rewarding, and hearing the success stories of our customers makes everyones chests swell with pride.","Snap-on",",Assembly Line Worker, Trainer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Merck","I enjoyed the opportunity to use my creativity to build strong relationships with my customer base and their staff through consistent and effective territory management.  I would take technical information and convey it into practical education for HCPs and their staff.  I managed my territory as a small business and I practiced corporate stewardship in conducting discussions during lunches or dinner.  ","Snap-on",",Plating Line Worker/Bailer",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Merck",",As primary touch points, my team and I worked to collaborate and coordinate our efforts and resources to exhibit a streamlined approach to our activities.  Our customers appreciated our coordinated approach and we were viewed as valuable assets during our scientific interactions.  ","Snap-on",",Customer Experience Associate",NA,NA,NA,NA
