,Source,gMag,gSent,gentity1,gentity1salience,gentity1type,gentity2,gentity2salience,gentity2type,gentity3,gentity3salience,gentity3type,gentity4,gentity4salience,gentity4type,gentity5,gentity5salience,gentity5type,gtopic1,gtopic2,gtopic3,gtopic4,gtopic5,id,lenArticle,lenGoogleAPIentities,lenGoogleAPItokens,lenTextRazorAPIcoarseTopics,lenTextrazorAPIentailments,lenTextrazorAPIentities,lenTextrazorAPIproperties,lenTextrazorAPIrelations,lenTextrazorAPIsentences,lenTextrazorAPItopics,tentity1,tentity1salience,tentity1type,tentity2,tentity2salience,tentity2type,tentity3,tentity3salience,tentity3type,tentity4,tentity4salience,tentity4type,tentity5,tentity5salience,tentity5type
1051,cnnbasic,12.1,0.0,US,0.15478212,LOCATION,Australian,0.15315801,LOCATION,refugees,0.10846236,LOCATION,foreign policy,0.05522591,LOCATION,people,0.04616956,LOCATION,Refugee,Australia,United States,Donald Trump,Human rights,-897508523,6396,8025,12792,649,2756167,98968,12500,355089,355089,31032,Refugee,0.5928,EthnicGroup,United Nations High Commissioner for Refugees,0.5618,Agent,Human rights,0.5533,,Barack Obama,0.478,Agent,Donald Trump,0.4721,Agent
1052,cnnbasic,4.8,-0.2,Sean Spicer,0.569338,PERSON,Donald Trump,0.21324983,PERSON,White House,0.05296915,PERSON,sources,0.01224144,PERSON,source,0.010670515,PERSON,Donald Trump,Politics of the United States,White House Press Secretary,CNN,White House,-908306600,2690,3545,5380,663,736392,36883,5904,168815,168815,25621,Reince Priebus,0.5242,Agent,Fox News,0.4503,Agent,White House Press Secretary,0.4483,,CNN,0.4301,Agent,Donald Trump,0.4226,Agent
1053,reutersbasic,2.6,-0.1,Donald Trump,0.095640965,PERSON,United States,0.09052492,PERSON,politics,0.088966414,PERSON,policies,0.054117322,PERSON,European,0.04841508,PERSON,World oil market chronology from 2003,Euro,Economies,Financial markets,Economics,-922212291,2972,4967,5944,663,967522,72570,6125,188204,188204,32005,Dow Jones Industrial Average,0.7272,,S&P 500 Index,0.699,,Euro,0.696,Currency,OPEC,0.6807,Agent,Marine Le Pen,0.6066,Agent
1054,reutersbasic,3.5,-0.4,Andrew Puzder,0.27610844,PERSON,Donald Trump,0.25566128,PERSON,U.S. Senate,0.038902603,PERSON,CKE Restaurants Inc,0.036712285,PERSON,wife,0.027670382,PERSON,Republican Party (United States),United States Senate,Democratic Party (United States),Andrew Puzder,Government,-922726582,3227,5258,6454,651,906918,53233,7048,171605,171605,36330,Susan Collins,0.7912,Agent,Lisa Murkowski,0.6602,Agent,Donald Trump,0.6575,Agent,Barack Obama,0.6086,Agent,Sexual harassment,0.6077,
1055,cnnbasic,8.2,0.0,Chinese,0.3132589,LOCATION,Donald Trump,0.2691061,LOCATION,Ford,0.07628312,LOCATION,American,0.03679547,LOCATION,David Schoch,0.03240093,LOCATION,China,Ford Motor Company,Donald Trump,General Motors,United States,-924590466,2995,4696,5990,658,1108057,77415,6940,184718,184718,26731,Ford Motor Company,0.6035,Agent,Toyota,0.6002,Agent,Volkswagen,0.5472,Agent,China,0.5093,Place,Donald Trump,0.4902,Agent
1056,cnnbasic,10.2,0.0,Mexican,0.39264977,LOCATION,Corn,0.29848143,LOCATION,United States,0.070348546,LOCATION,Trump,0.052058753,LOCATION,Armando Rios Piter,0.04893612,LOCATION,North American Free Trade Agreement,Donald Trump,Mexico,United States,Politics,-9275338,3005,3676,6010,656,1168186,94783,7494,188731,188731,27292,North American Free Trade Agreement,0.8441,Agent,United States,0.4621,Place,Mexico,0.4247,Place,Brazil,0.3883,Place,CNN,0.3742,Agent
1057,cnnbasic,8.6,0.0,Donald Trump,0.29244432,PERSON,Elizabeth II,0.22728471,PERSON,American,0.042996388,PERSON,Vladimir Putin.,0.03429673,PERSON,Britain,0.019710248,PERSON,Vladimir Putin,Donald Trump,Elizabeth II,United Kingdom,United States,-929735287,6447,9829,12894,649,2151996,124622,15316,411570,411570,32352,Elizabeth II,0.6929,Agent,Vladimir Putin,0.6441,Agent,Russia,0.5684,Place,United Kingdom,0.5254,Place,"Diana, Princess of Wales",0.5248,Agent
1058,cnnbasic,28.7,0.0,Canadian,0.59619725,LOCATION,United States,0.07240727,LOCATION,NAFTA,0.053496037,LOCATION,companies,0.033285387,LOCATION,Donald Trump,0.0192479,LOCATION,North American Free Trade Agreement,Canada,United States,Donald Trump,Subsidy,-932766412,7267,8966,14534,654,2132555,233094,13486,422295,422295,33229,North American Free Trade Agreement,0.9554,Agent,World Trade Organization,0.7461,Agent,Donald Trump,0.6326,Agent,Great Depression,0.6248,,Protectionism,0.603,
1059,reutersbasic,11.4,0.0,United States,0.16424796,LOCATION,many,0.08390369,LOCATION,family,0.06694212,LOCATION,ordeal,0.049530137,LOCATION,Iraqi,0.04351025,LOCATION,Travel visa,John F. Kennedy,Airport,Iraqi Kurdistan,Refugee,-941029325,4576,7125,9152,659,1555686,87561,9275,292525,292525,45551,Syria,0.4901,Place,Iraq,0.4358,Place,John F. Kennedy International Airport,0.4256,Place,Donald Trump,0.3951,Agent,Lebanon,0.3906,Place
1060,cnnbasic,9.2,-0.1,Donald Trump,0.25578186,PERSON,Facebook,0.10735246,PERSON,Kuwaiti,0.060198754,PERSON,headline,0.03071383,PERSON,governments,0.028455324,PERSON,Fake news website,Facebook,Politics,Communication,Public sphere,-941922045,2115,3615,4230,665,606462,34613,5242,126169,126169,45525,Facebook,0.5731,Work,Kuwait,0.3645,Place,Donald Trump,0.3307,Agent,Muslim world,0.3096,Place,Russia,0.2166,Place
1061,reutersbasic,3.8,-0.3,Donald Trump,0.16041939,PERSON,United States,0.13591994,PERSON,Republicans,0.09126973,PERSON,senators,0.07482096,PERSON,Tom Cotton,0.06502883,PERSON,Republican Party (United States),Immigration,Donald Trump,John McCain,Immigration reform,-95022445,3130,4397,6260,659,1420433,65228,5813,193627,193627,30439,John McCain,0.7455,Agent,Immigration to the United States,0.7114,,H-1B visa,0.6919,,Republican Party (United States),0.6765,Agent,Donald Trump,0.6318,Agent
1062,reutersbasic,5.6,0.1,Donald Trump,0.35099384,PERSON,Angelina Jolie,0.32624564,PERSON,executive order,0.033040747,PERSON,refugees,0.023203416,PERSON,countries,0.020629046,PERSON,Refugee,Angelina Jolie,Politics,International relations,Government,-954386796,2086,4304,4172,652,636017,49850,3734,118864,118864,38819,Angelina Jolie,0.7601,Agent,Refugees of the Syrian Civil War,0.6325,,Refugee,0.5493,EthnicGroup,Syria,0.5153,Place,United Nations High Commissioner for Refugees,0.5071,Agent
1063,reutersbasic,1.5,0.0,Donald Trump,0.36716527,PERSON,funding,0.0709407,PERSON,state,0.067332864,PERSON,leaders,0.057191428,PERSON,California,0.053802855,PERSON,Donald Trump,Democratic Party (United States),President of the United States,Sanctuary city,California,-955122741,2620,3981,5240,653,805783,54349,5536,156697,156697,31885,Jerry Brown,0.7606,Agent,Donald Trump,0.7311,Agent,Democratic Party (United States),0.6672,Agent,Hillary Clinton,0.6619,Agent,Republican Party (United States),0.6316,Agent
1064,foxbasic,3.1,0.0,country,0.19090624,LOCATION,Donald Trump,0.13680871,LOCATION,court,0.10284507,LOCATION,United States,0.05463587,LOCATION,NATO,0.03837522,LOCATION,NATO,United States Central Command,United States,United States Armed Forces,Joint Chiefs of Staff,-978632813,3869,6465,7738,660,1467303,74729,7779,235608,235608,46041,Anwar al-Awlaki,0.719,Agent,United States Central Command,0.7138,Agent,Al-Qaeda,0.6599,,United States Armed Forces,0.5942,Agent,NATO,0.5899,Agent
1065,reutersbasic,6.6,-0.3,Donald Trump,0.1728346,PERSON,Ivanka Trump,0.10617142,PERSON,letter,0.0754456,PERSON,Kellyanne Conway,0.07008128,PERSON,White House,0.06371026,PERSON,Donald Trump,Ivanka Trump,Kellyanne Conway,Politics of the United States,Politics,-991026105,3204,5725,6408,659,1306805,62539,4795,216905,216905,35325,Donald Trump,0.6363,Agent,Social media,0.6055,,Fox News,0.5889,Agent,MSNBC,0.5881,Agent,Twitter,0.5845,Work
1066,cnnbasic,5.5,0.4,Melania Trump,0.3783336,PERSON,Anna Cristina Niceta Lloyd,0.16123292,PERSON,statement,0.057542887,PERSON,White House,0.052857704,PERSON,Washington,0.04573549,PERSON,White House,Politics,Government,Donald Trump,Presidents of the United States,-994774907,2617,3900,5234,645,960853,44987,5546,163453,163453,26511,Prime Minister of Japan,0.116,,,,,,,,,,,,,
1067,cnnbasic,20.6,-0.2,Donald Trump,0.16307774,PERSON,Facebook,0.05035782,PERSON,stories,0.037557896,PERSON,``.co,0.024378808,PERSON,fiction,0.02255901,PERSON,Fake news website,Donald Trump,Facebook,News,Viral video,-99509685,5626,7820,11252,655,2334131,72426,10833,345950,345950,34352,Donald Trump,0.6553,Agent,Facebook,0.6452,Work,Hillary Clinton,0.5944,Agent,PolitiFact.com,0.5661,Work,Bernie Sanders,0.5614,Agent
1068,foxbasic,6.3,0.0,Japanese,0.18484376,LOCATION,Donald Trump,0.16884467,LOCATION,Chinese,0.13424739,LOCATION,American,0.08079894,LOCATION,Jim Mattis,0.041907083,LOCATION,China,Senkaku Islands,South China Sea,Taiwan,Empire of Japan,-999364011,3886,5774,7772,658,1290297,110213,7361,236317,236317,37284,Senkaku Islands,0.6174,Place,Shinzō Abe,0.611,Agent,Spratly Islands,0.5753,Place,Taiwan,0.5582,Place,South China Sea,0.5438,Place
1069,cnnbasic,7.7,-0.2,Toshiba,0.44364235,ORGANIZATION,conglomerate,0.035520226,ORGANIZATION,U.S.,0.03521373,ORGANIZATION,investors,0.033436835,ORGANIZATION,bet,0.026295085,ORGANIZATION,Toshiba,Westinghouse Electric Company,Economy,Nuclear energy,Nuclear technology,1004835732,2776,3634,5552,663,997246,46054,6368,169841,169841,26813,Toshiba,0.8821,Agent,Uranium,0.3228,,Nuclear reactor,0.3213,,Multinational corporation,0.2411,,,,
1070,cnnbasic,18.8,0.0,Benjamin Netanyahu,0.45094162,PERSON,Israeli,0.18200368,PERSON,Donald Trump,0.06681156,PERSON,US,0.05590891,PERSON,Barack Obama,0.01909143,PERSON,Benjamin Netanyahu,Israel,Donald Trump,Israeli–Palestinian conflict,Israeli–Palestinian peace process,1004916948,9192,11808,18384,651,3702265,189739,18834,570954,570954,42348,Israeli–Palestinian conflict,1.0,Event,Benjamin Netanyahu,1.0,Agent,Joint Comprehensive Plan of Action,1.0,,Bashar al-Assad,0.9086,Agent,Barack Obama,0.8611,Agent
1071,reutersbasic,11.3,-0.1,Kinan Azmeh,0.46103644,PERSON,United States,0.06751468,PERSON,green card holder,0.05348495,PERSON,executive order,0.035776936,PERSON,Donald Trump,0.032955438,PERSON,Syria,Permanent residence (United States),United States,Refugees of the Syrian Civil War,Government,1014485599,3400,4739,6800,652,1221133,52163,5948,220088,220088,35572,Syria,0.4493,Place,Donald Trump,0.4018,Agent,Immigration,0.3901,,United States,0.3693,Place,Damascus,0.3493,Place
1072,reutersbasic,3.2,-0.1,Shia LaBeouf,0.2535718,PERSON,Museum of the Moving Image,0.119963236,PERSON,Donald Trump,0.10367393,PERSON,threats,0.055934135,PERSON,museum,0.039067924,PERSON,Activism,Freedom of assembly,Political events,Conflicts,Politics,1018841634,1944,2560,3888,660,539301,23783,2847,109269,109269,31087,Twitter,0.3973,Work,Donald Trump,0.3805,Agent,,,,,,,,,
1073,foxbasic,6.6,-0.1,Trump,0.29581016,PERSON,Ninth Circuit Court,0.08835167,PERSON,United States,0.04623133,PERSON,district court judge,0.039036296,PERSON,law,0.022307042,PERSON,Due Process Clause,President of the United States,United States federal judge,Court,United States Court of Appeals for the Ninth Circuit,1025405354,4245,6127,8490,653,1625397,74830,12702,248270,248270,34567,Eric Holder,0.7956,Agent,Judiciary,0.6893,,United States Congress,0.6746,Place,Lawsuit,0.6528,,Barack Obama,0.5613,Agent
1074,cnnbasic,44.3,-0.1,Sean Spicer,0.5143075,PERSON,Donald J. Trump.,0.23999001,PERSON,Sean,0.10667522,PERSON,White House,0.021958014,PERSON,press secretaries,0.0044530337,PERSON,Donald Trump,Republican Party (United States),President of the United States,White House Press Secretary,George W. Bush,1029783468,17415,20487,34830,654,6427230,235495,35700,1146873,1146873,40626,Donald Trump,0.8268,Agent,George W. Bush,0.7601,Agent,Ted Cruz,0.735,Agent,Reince Priebus,0.723,Agent,Republican Party (United States),0.7176,Agent
1075,reutersbasic,4.6,-0.2,Iranian,0.33515817,LOCATION,Hossein Zamaninia,0.124496914,LOCATION,American,0.11655664,LOCATION,sanctions,0.035234917,LOCATION,oil firms,0.034943096,LOCATION,Sanctions against Iran,Iran,Politics of Iran,Government,Politics,1030375974,1479,2506,2958,659,625148,33592,3003,97326,97326,26463,OPEC,0.5031,Agent,Iran,0.4037,Place,Royal Dutch Shell,0.2862,Agent,Natural gas,0.2154,ChemicalSubstance,Netherlands,0.2146,Place
1076,cnnbasic,6.0,0.1,U.S.,0.14616778,LOCATION,autoworkers,0.06296576,LOCATION,plants,0.05625987,LOCATION,bonus,0.050123658,LOCATION,GM,0.0473564,LOCATION,United Automobile Workers,Wheeled vehicles,Transport,Vehicles,Vehicle industry,1032172192,1769,2986,3538,658,751103,35518,2661,110624,110624,27556,United Automobile Workers,1.0,Agent,Ford Motor Company,0.6182,Agent,Detroit,0.454,Place,Fiat Automobiles,0.4312,Agent,Automotive industry,0.3954,
1077,cnnbasic,4.8,0.1,Trump,0.6721358,PERSON,tweets,0.021242686,PERSON,letter,0.020979965,PERSON,subject,0.018810473,PERSON,smartphone,0.018440658,PERSON,Twitter,President of the United States,Donald Trump,Android (operating system),Smartphone,1040500684,2055,3186,4110,659,890566,30659,4336,122742,122742,48958,Twitter,0.5722,Work,Android (operating system),0.5166,Work,Smartphone,0.4257,,United States Senate,0.4213,Agent,National Archives and Records Administration,0.3347,Agent
1078,cnnbasic,3.9,0.0,school district,0.18419167,ORGANIZATION,Trump,0.09672734,ORGANIZATION,clarity,0.08899501,ORGANIZATION,students,0.07372564,ORGANIZATION,field trips,0.065636404,ORGANIZATION,International relations,Politics,Government,National security,Public sphere,1046824912,1439,2948,2878,659,432877,30977,2303,85851,85851,34452,Sudan,0.3349,Place,Libya,0.328,Place,Syria,0.3087,Place,Somalia,0.2996,Place,Iraq,0.2943,Place
1079,cnnbasic,5.3,-0.1,Sean Duffy,0.20166685,PERSON,Donald Trump,0.1842655,PERSON,Alisyn Camerota,0.1088059,PERSON,travel ban,0.05344417,PERSON,terrorists,0.037420455,PERSON,Islamic State of Iraq and the Levant,Terrorism,Donald Trump,National security,Human rights abuses,104992822,1854,3073,3708,651,645545,30270,3110,125784,125784,40711,Islamic State of Iraq and the Levant,0.5706,Place,Al-Qaeda,0.5563,,Terrorism,0.4851,,Donald Trump,0.4169,Agent,Oklahoma City bombing,0.4015,Place
1080,foxbasic,2.9,0.2,Trump Tower,0.17459108,LOCATION,personnel,0.09546665,LOCATION,space,0.06535355,LOCATION,equipment,0.044566188,LOCATION,residence,0.044566188,LOCATION,Donald Trump,Renting,Presidents of the United States,Presidency of the United States,Executive branch of the United States government,1051603309,1470,1969,2940,659,629267,24445,3161,95641,95641,31647,Barack Obama,0.4814,Agent,United States Department of Defense,0.4156,Agent,President of the United States,0.3977,Agent,George W. Bush,0.3256,Agent,Chicago,0.2437,Place
1081,cnnbasic,13.0,0.0,Ivanka Trump,0.5800045,PERSON,Sears Holdings,0.05330828,PERSON,Nordstrom,0.028220868,PERSON,Neiman Marcus,0.02326327,PERSON,Sears,0.022635262,PERSON,Ivanka Trump,Brand,Sears,Retail,Nordstrom,1052303645,3533,5730,7066,666,1321148,56632,6329,217290,217290,26907,Nordstrom,0.4715,Agent,Kmart,0.4659,Agent,Bloomingdale's,0.4569,Agent,Sears,0.4499,Agent,Neiman Marcus,0.4454,Agent
1082,cnnbasic,9.6,-0.2,Elizabeth Warren,0.29669088,PERSON,United States Senate,0.12170545,PERSON,Jeff Sessions,0.08695177,PERSON,Wednesday.Warren,0.06837865,PERSON,Mitch McConnell,0.05418985,PERSON,United States Senate,Jeff Sessions,Democratic Party (United States),Coretta Scott King,CNN,1054238285,4775,6784,9550,653,1564811,76273,8746,299113,299113,33680,United States Senate,0.7133,Agent,Rick Santorum,0.7102,Agent,Coretta Scott King,0.646,Agent,Martin Luther King Jr.,0.627,Agent,Mitch McConnell,0.5914,Agent
1083,cnnbasic,15.6,0.0,The American Dream,0.17533042,WORK_OF_ART,boy,0.15875305,WORK_OF_ART,Howard Schultz,0.12100179,WORK_OF_ART,boy,0.09599723,WORK_OF_ART,housing projects,0.020525236,WORK_OF_ART,American Dream,United States,Starbucks,Howard Schultz,Coffee,1060513181,3675,5473,7350,663,1237517,52578,7119,228826,228826,18522,Starbucks,0.5342,Agent,Donald Trump,0.4779,Agent,Manhattan,0.3433,Place,Brooklyn,0.3096,Place,Midtown Manhattan,0.1071,
1084,reutersbasic,1.7,-0.2,Hon Hai Precision Industry Co Ltd,0.15664282,ORGANIZATION,United States,0.12527698,ORGANIZATION,Shinzo Abe,0.11776997,ORGANIZATION,Donald Trump,0.09407872,ORGANIZATION,Sharp Corp,0.08535369,ORGANIZATION,Foxconn,Shinzō Abe,Japan,Sharp Corporation,Donald Trump,1085912892,2370,3566,4740,659,960430,70259,4279,154470,154470,33528,Foxconn,0.9026,Agent,Shinzō Abe,0.6335,Agent,SoftBank Group,0.6181,Agent,Apple Inc.,0.5713,Agent,Donald Trump,0.506,Agent
1085,cnnbasic,5.9,-0.1,Donald Trump,0.25537363,PERSON,CNN.,0.08462058,PERSON,White House,0.071144804,PERSON,administration,0.03572475,PERSON,judges,0.033468083,PERSON,Donald Trump,United States Court of Appeals for the Ninth Circuit,Supreme Court of the United States,Lawsuit,Appeal,1089496010,4814,6567,9628,653,2420170,73522,10923,314888,314888,29855,Lawsuit,0.7803,,President of the United States,0.6126,Agent,Donald Trump,0.6104,Agent,United States Court of Appeals for the Ninth Circuit,0.562,,United States district court,0.5164,
1086,cnnbasic,2.6,0.0,Donald Trump,0.4209858,PERSON,administration,0.11209017,PERSON,United States,0.096579336,PERSON,Japanese,0.057401847,PERSON,security,0.01997832,PERSON,Donald Trump,Shinzō Abe,Empire of Japan,Japan,United States,1114085832,3257,5134,6514,658,1199194,81476,6377,200261,200261,32314,Shinzō Abe,0.7658,Agent,China,0.6465,Place,Donald Trump,0.6404,Agent,Senkaku Islands,0.6246,Place,Taiwan,0.6127,Place
1087,reutersbasic,2.8,0.0,Prescription benefit managers,0.23500016,PERSON,Express Scripts,0.15302218,PERSON,drugmakers,0.08223219,PERSON,drug benefits,0.07766403,PERSON,stance,0.05036843,PERSON,Express Scripts,Pharmaceutical drug,Prescription drug,Pharmaceutical sciences,Medicinal chemistry,1116168667,1221,1687,2442,654,348577,16147,2745,64217,64217,22924,Prescription drug,0.4933,,Donald Trump,0.2794,Agent,,,,,,,,,
1088,cnnbasic,5.6,-0.1,White House,0.27561995,ORGANIZATION,Donald Trump,0.26473916,ORGANIZATION,CNN.,0.06781469,ORGANIZATION,administration,0.025458414,ORGANIZATION,Justice Department,0.022247104,ORGANIZATION,United States Court of Appeals for the Ninth Circuit,Donald Trump,United States courts of appeals,Supreme Court of the United States,Lawsuit,1124123380,4965,6783,9930,652,2456488,76794,11094,322442,322442,31521,Lawsuit,0.8007,,President of the United States,0.6251,Agent,Donald Trump,0.6188,Agent,United States Court of Appeals for the Ninth Circuit,0.5872,,United States district court,0.5411,
1089,foxbasic,2.4,0.0,Rosie O'Donnell,0.49483827,PERSON,Saturday Night Live,0.06686477,PERSON,Christine Baranski,0.052874863,PERSON,Donald Trump,0.04318835,PERSON,internet,0.026495935,PERSON,Saturday Night Live,Donald Trump,Twitter,"Donald Trump presidential campaign, 2016",Social media,1129228352,1736,2680,3472,662,434609,26919,3064,104129,104129,29697,Saturday Night Live,0.5465,Work,Twitter,0.4808,Work,Rosie O'Donnell,0.4334,Agent,Donald Trump,0.4161,Agent,Alec Baldwin,0.3725,Agent
1090,reutersbasic,1.9,-0.4,Donald Trump,0.15449037,PERSON,Moscow,0.15292339,PERSON,Russian,0.14942089,PERSON,United States,0.089743905,PERSON,Sergei Ryabkov,0.042368088,PERSON,Russia,Vladimir Putin,Politics,Public sphere,National security,1133661106,1673,2340,3346,660,594041,42753,3453,100037,100037,41535,Vladimir Putin,0.7869,Agent,Russia,0.5099,Place,Ukraine,0.4985,Place,Donald Trump,0.4262,Agent,Crimea,0.3876,Place
1091,reutersbasic,1.8,0.1,Trump,0.17904732,PERSON,S&P 500,0.1413628,PERSON,Janet Yellen,0.056205656,PERSON,retail companies,0.032951053,PERSON,U.S.,0.026819676,PERSON,S&P 500 Index,Stock market index,Federal Reserve System,Investment,Dow Jones Industrial Average,1134258510,2868,4510,5736,656,1084520,54777,4975,177203,177203,25972,S&P 500 Index,0.8203,,Investment,0.7074,,Warren Buffett,0.6731,Agent,New York Stock Exchange,0.6423,Agent,Dow Jones Industrial Average,0.6097,
1092,cnnbasic,8.3,0.0,pathway,0.20389992,OTHER,Trump,0.17764205,OTHER,Indian,0.14208624,OTHER,software industry,0.044415455,OTHER,American,0.044390175,OTHER,Outsourcing,Economy,Economies,Business,Information technology in India,1141061390,2765,4228,5530,657,935891,67415,4960,161468,161468,27713,Outsourcing,0.7837,,Tata Consultancy Services,0.774,Agent,Infosys,0.7302,Agent,H-1B visa,0.6878,,Wipro,0.6189,Agent
1093,cnnbasic,13.4,0.0,Ivanka Trump,0.55038023,PERSON,Sears Holdings,0.0530817,PERSON,Neiman Marcus,0.027494067,PERSON,Nordstrom,0.02633642,PERSON,Sears,0.022467041,PERSON,Ivanka Trump,Brand,Retail,Amazon.com,Sears,1141285637,4013,6297,8026,659,1536264,58590,7345,244137,244137,27109,Nordstrom,0.4676,Agent,Neiman Marcus,0.4639,Agent,Kmart,0.4585,Agent,Sears Holdings,0.4496,Agent,Sears,0.4479,Agent
