Product_Dimensions,Shipping_Weight,avg_rating,reviews_url,ASIN,product_title,2_star,3_star,list_price,1_star,in_stock,Customer_Reviews,category,description,num_reviews,shipping,5_star,num_questions,sale_price,url,4_star,Item_model_number 
,,4.0 out of 5 stars,https://www.amazon.com/Windows-Professional-System-Builder-Packaging/product-reviews/B00H09BOXQ/ref=cm_cr_dp_qt_see_all_top/166-9587958-0317144?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,Windows 7 Professional SP1 64bit (OEM) System Builder DVD 1 Pack (New Packaging),3%,6%,,15%,In Stock.,,Software,This operating system is eligible for a free upgrade to Windows 10 when available. More details below.. Easily create a home network and connect your PCs to a printer with HomeGroup.. Make the things you do every day easier with improved desktop navigation.. This OEM Windows product IS NOT an upgrade product. This Windows product does not come with Microsoft support and requires a clean install.. System Builder OEM Windows is intended for Pre-Install on a new PC.  This product ships in a white envelope.  See below for more details.. ,"1,010","Fast, FREE Shipping",63%,,$135.99,https://www.amazon.com/Windows-Professional-System-Builder-Packaging/dp/B00H09BOXQ?_encoding=UTF8&psc=1,13%,
Item can be shipped within U.S.,,3.4 out of 5 stars,https://www.amazon.com/Microsoft-Office-1-year-subscription-users/product-reviews/B009SPTUW2/ref=cm_cr_dp_qt_see_all_top/153-9518176-4055215?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B009SPTUW2,"Microsoft Office 365 Home | 1-year subscription, 5 users, PC/Mac Key Card",7%,8%,,28%,In Stock.,3.4 out of 5 stars,Software,"Save $20 on this product when you purchase it with a PC or Desktop that is sold and shipped by Amazon.com. Add both products to cart to see savings.. 1-year subscription for 5 PCs or Macs, 5 tablets including iPad, Android, or Windows, plus 5 phones. Always have the latest, fully installed versions of Word, Excel, PowerPoint, Outlook, and OneNote. (Publisher and Access are available on PC only). Get 1 TB of OneDrive cloud storage per user, for up to 5 users. NOTE: Office 365 Home is an annual subscription with 1 year included at initial purchase and requires renewal at term end to maintain full access. ","1,538","Fast, FREE Shipping",45%,,,https://www.amazon.com/Microsoft-Office-1-year-subscription-users/dp/B009SPTUW2?_encoding=UTF8&psc=1,12%,
,,4.1 out of 5 stars,https://www.amazon.com/Kaspersky-Total-Security-2017-Device/product-reviews/B01KICHCJ6/ref=cm_cr_dp_qt_see_all_top/153-6261889-6509713?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,Kaspersky Lab Total Security 2017 | 3 Device/1 Year (Key Card),8%,5%,$89.99,8%,In Stock.,,Software,"Our Ultimate security.. Kaspersky Total Security delivers our ultimate security for the desktop and beyond… protecting your privacy, money, identity, photos, files and kids against Internet threats. Our ultimate security leaves nothing to chance - protecting your privacy, money, identity, files and family.. ",62,"Fast, FREE Shipping",52%,,$33.98,https://www.amazon.com/Kaspersky-Total-Security-2017-Device/dp/B01KICHCJ6?_encoding=UTF8&psc=1,27%,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Windows-Install-Reinstall-Recovery-WNYPC/dp/B01MXD028R?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Block-Software-Premium-Business-Refund/dp/B01M1MP90U?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/TurboTax-Software-Federal-download-Exclusive/dp/B01L7SJ27K?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/VIDBOX-VHS-DVD-8-0-Deluxe/dp/B00ND0E7BW?_encoding=UTF8&psc=1,,
,,4.4 out of 5 stars,https://www.amazon.com/CLIP-STUDIO-PAINT-PRO-Download/product-reviews/B01ESKIDZ6/ref=cm_cr_dp_qt_see_all_top/162-9156525-4456124?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,CLIP STUDIO PAINT PRO [Download],,,$49.99,12%,Available Now.,,Software,"Add power and flexibility to your design process with CLIP STUDIO PAINT PRO.. Speed up your workflow! A powerful feature set and intuitive interface allow you to quickly create and enhance your projects.. Create professional level art from start to finish! Designed specifically for illustrating manga and comic art, specialized features provide a complete solution all in one program.. Draw naturally with a Tablet - Sketch, scan or import your inked artwork directly. Create Original sketches using your mouse or draw naturally with a Pen Tablet.. New! Frame-by-frame animation - features include adjustable timeline, onion skinning display and light table for creating seamless transitions. Export as sequential images, or in GIF or movie format.. ",17,,76%,,$46.99,https://www.amazon.com/CLIP-STUDIO-PAINT-PRO-Download/dp/B01ESKIDZ6?_encoding=UTF8&psc=1,12%,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Microsoft-Office-Home-Student-2016/dp/B0148BYIAO?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Microsoft-Windows-Home-Flash-Drive/dp/B01019T6O0?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Quicken-Personal-Budgeting-Software-Download/dp/B01M6USTSH?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Microsoft-Office-1-year-subscription-Download/dp/B00B1TEIRU?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,UPC: 028287061866. Weight: 0.250 lbs. UPC: 028287061866. Weight: 0.250 lbs. ,,,,,,https://www.amazon.com/Intuit-428967-TURBOTAX-HOME-BUSINESS/dp/B01MQKNXV5?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Microsoft-Office-Home-Business-2016/dp/B0114ZV22E?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/QuickBooks-Desktop-Business-Accounting-Software/dp/B01JORH63S?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/TurboTax-Business-Software-Federal-Efile/dp/B01KTFU4TM?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Norton-Security-Premium-Devices-Download/dp/B015724RQI?_encoding=UTF8&psc=1,,
,,5.0 out of 5 stars,https://www.amazon.com/Msoft-64-BIT-English-Language-Original/product-reviews/B01MSB3YN4/ref=cm_cr_dp_qt_see_all_top/166-5825860-0259252?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,Msoft WIN 7 PRO 64-BIT DVD OEM English Language (Original),,,,,In Stock.,,Software,Share files across the various pcs in your home with homegroup. Connect multiple pcs with or without a server using domain join. Help prevent theft or loss of data with bitlocker and bitlocker to go. Automatically back up your files. Find virtually anything on your pc with an easy search function. ,1,,100%,,$29.99,https://www.amazon.com/Msoft-64-BIT-English-Language-Original/dp/B01MSB3YN4?_encoding=UTF8&psc=1,,
,,,,,Intuit Turbotax Premier 2016 Federal and  State Fed Efile PC/MAC Disc,,,$89.99,,Only 8 left in stock - order soon.,,Software,"Specialized Guidance For Handling Your Stocks, Bonds, Etc. Ensure Accuracy With Automatic Import Features. Includes Expert Answers Via Phone. Understand Your Tax History And Maximize Next Years Refund. ",,,,,$55.99,https://www.amazon.com/Intuit-Turbotax-Premier-Federal-State/dp/B01N76VB1M?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Quicken-Personal-Budgeting-Software-Download/dp/B01MECX18X?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/TurboTax-Deluxe-Software-Federal-Exclusive/dp/B01KTFU2SU?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/TurboTax-Premier-Software-Federal-Exclusive/dp/B01KTFU4SI?_encoding=UTF8&psc=1,,
,,3.2 out of 5 stars,https://www.amazon.com/TurboTax-Basic-Software-Federal-download/product-reviews/B01L7SIKQE,,TurboTax Basic 2016 Tax Software Federal + Fed Efile PC download,,10%,$29.99,40%,Available Now.,,Software,Tailored to your unique situation -- searches for deductions and credits you deserve. Easy questions you can answer-- confidence it's done right. Up-to-date with the latest tax and health care laws. Every year it gets even easier-- TurboTax automatically transfers last year's data for returning customers. Includes 5 free federal e-files. State preparation is not included. Try TurboTax Deluxe for extra help to maximize 350+ deductions and credits. ,10,,50%,,$28.49,https://www.amazon.com/TurboTax-Basic-Software-Federal-download/dp/B01L7SIKQE,,
,,3.4 out of 5 stars,https://www.amazon.com/Dragon-NaturallySpeaking-Premium-13-0-English/product-reviews/B00LX4BYV6/ref=cm_cr_dp_qt_see_all_top/168-1217968-0999253?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"Dragon NaturallySpeaking Premium 13.0, English",6%,10%,,25%,In Stock.,,Software,"The fastest and most accurate way to interact with your computer; Dragon dramatically boosts your personal productivity and helps you realize your full potential. A personalized, voice-driven experience; Dragon gets even more accurate as it learns the words and phrases you use the most, spelling even difficult words and proper names correctly. An intuitive design and helpful tutorials make it easy to get started and easy to master. The ability to create, format and edit documents by voice allows you to think out loud and break through barriers to creativity. Dictation of text anywhere where you normally type within popular applications enables greater productivity and efficient multi-tasking. ",597,,43%,,$72.30,https://www.amazon.com/Dragon-NaturallySpeaking-Premium-13-0-English/dp/B00LX4BYV6?_encoding=UTF8&psc=1,16%,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/TurboTax-Business-Software-download-Exclusive/dp/B01L7SJH8O?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/TurboTax-Business-Software-Federal-Exclusive/dp/B01KTFU2K8?_encoding=UTF8&psc=1,,
,,3.2 out of 5 stars,https://www.amazon.com/Microsoft-Windows-10-Home-Download/product-reviews/B01019BM7O/ref=cm_cr_dp_qt_see_all_top/160-5423305-6723754?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,Microsoft Windows 10 Home | Download,5%,8%,,35%,Available Now.,,Software,"The Start menu is back and better than ever so you can expand and customize it.. Fast and responsive. Technologies like InstantGo let you boot up and resume quickly.. Cortana, the personal assistant, learns about you over time on most devices.. Touch, type, or pen. Depending on your device, choose what works best for what you're doing.. Windows 10 comes with apps (Photos, Maps, Music, Video, and more) that work across your devices.. ",302,,39%,,$119.00,https://www.amazon.com/Microsoft-Windows-10-Home-Download/dp/B01019BM7O?_encoding=UTF8&psc=1,13%,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Norton-Security-Deluxe-Device-Mac/dp/B015724OVG?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Quicken-Personal-Budgeting-Software-Download/dp/B01M2V5FUT?_encoding=UTF8&psc=1,,
,,4.3 out of 5 stars,https://www.amazon.com/Webroot-Internet-Security-Complete-Download/product-reviews/B00FZ0FK0U/ref=cm_cr_dp_qt_see_all_top/152-8965999-0421840?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,Webroot Internet Security Complete 2017 | 5 Devices | 1 Year | PC [Download],3%,5%,$79.99,10%,Available Now.,,Software,"PROTECTS YOU FROM EXISTING ZERO DAY ONLINE THREATS keeping you safe no matter how or where you connect.. POWERFUL CLOUD AND BEHAVIOR BASED SECURITY scans billions of apps, files, and websites continuously to protect you from real-time threats.. REAL-TIME ANTI-PHISHING protects your personal and financial information by blocking fake sites that try to trick you into entering passwords and other sensitive information.. MOBILE SECURITY proactively protects your mobile device by scanning emails, texts, social network links and apps prior.. SYSTEM OPTIMIZER wipes away traces of online activity and reclaims hard drive space by removing unneeded files.. Real-time anti-phishing proactively inspects URLs for malicious web content and blocks fake websites that trick you into entering your personal information.. Identity Protection works silently in the background to protect your usernames, account numbers, security codes and other personal information from theft.. ",543,,70%,,$35.99,https://www.amazon.com/Webroot-Internet-Security-Complete-Download/dp/B00FZ0FK0U?_encoding=UTF8&psc=1,12%,
,,4.1 out of 5 stars,https://www.amazon.com/Kaspersky-Total-Security-Device-Download/product-reviews/B01K5XEYKS/ref=cm_cr_dp_qt_see_all_top/151-1471957-8719968?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,Kaspersky Total Security 2017 | 3 Device | 1 Year | Download,8%,5%,$89.95,8%,Available Now.,,Software,"Award-winning multi-device protection to secure your digital life on your PC, Mac, Android tablet and smartphones. Protects any combination of devices - with just one product and one license. Provides award-winning, real-time protection against internet threats. Safeguards privacy and confidential information on all the devices. Helps bank, shop and pay online safely. ",62,,52%,,$33.98,https://www.amazon.com/Kaspersky-Total-Security-Device-Download/dp/B01K5XEYKS?_encoding=UTF8&psc=1,27%,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Block-Software-Premium-State-Refund/dp/B01M7RGB8N?_encoding=UTF8&psc=1,,
,,3.7 out of 5 stars,https://www.amazon.com/Microsoft-Windows-Pro-Flash-Drive/product-reviews/B01019TDJ8/ref=cm_cr_dp_qt_see_all_top/155-8879797-0363047?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,Microsoft Windows 10 Pro | USB Flash Drive,3%,6%,,24%,In Stock.,,Software,"The Start menu is back and better than ever so you can expand and customize it.. Write or type directly on web pages and easily share the mark-ups with friends.. Join your business or school domain for easy access to network files, servers, and printers.. Enhanced security with BitLocker data encryption and protection.. Login with Remote Desktop and create virtual machines with Hyper-V.. ",180,"Fast, FREE Shipping",49%,,,https://www.amazon.com/Microsoft-Windows-Pro-Flash-Drive/dp/B01019TDJ8?_encoding=UTF8&psc=1,18%,
,,2.8 out of 5 stars,https://www.amazon.com/TurboTax-Software-Federal-download-Exclusive/product-reviews/B01L7SJ6B2/ref=cm_cr_dp_qt_see_all_top/163-6050810-1855624?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,TurboTax Deluxe 2016 Tax Software Federal No State + Fed Efile Mac download [Amazon Exclusive],6%,19%,$49.99,37%,Available Now.,,Software,"Everything in Basic plus extra help to maximize 350+ deductions and credits. Easy questions you can answer -- confidence it's done right. Get the biggest deduction you deserve - ItsDeductible® helps you accurately value and import your donated items. Helps ensure accuracy with automatic import features - Import financial data, W-2s, investment and mortgage information, as well as last year's tax data. Exclusively at Amazon, receive a free 1-year trial of Quicken Starter Edition 2017 for Windows with your purchase of TurboTax.. Includes 5 free federal e-files. State preparation is not included.. If you need to file state taxes, try TurboTax Deluxe with State. ",16,,25%,,$29.86,https://www.amazon.com/TurboTax-Software-Federal-download-Exclusive/dp/B01L7SJ6B2?_encoding=UTF8&psc=1,13%,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/TurboTax-Premier-Software-download-Exclusive/dp/B01L7SJQGM,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Microsoft-Office-Home-Student-Download/dp/B0153V62P2?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Microsoft-Windows-Home-System-Builder/dp/B00ZSI7Y3U?_encoding=UTF8&psc=1,,
,,4.1 out of 5 stars,https://www.amazon.com/Block-Software-Basic-Refund-Bonus/product-reviews/B01MEGLNXD/ref=cm_cr_dp_qt_see_all_top/161-3963847-9575560?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,H&R Block Tax Software Basic 2016 Win + Refund Bonus Offer,,,$19.99,23%,Available Now.,,Software,Step-by-step guidance. Double checks for errors. Easy for first-time users. ,13,,77%,,$14.97,https://www.amazon.com/Block-Software-Basic-Refund-Bonus/dp/B01MEGLNXD?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/TurboTax-Deluxe-Software-Federal-Exclusive/dp/B01KTFU4HE?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Diamond-Head-DU-150-Soprano-Ukulele/dp/B008277N80?_encoding=UTF8&psc=1,,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Stage-Foam-Ball-Type-Windscreen-Black/dp/B0002GXF8Q?_encoding=UTF8&psc=1,,
,,4.3 out of 5 stars,https://www.amazon.com/TurboTax-Deluxe-Federal-Preparation-Software/product-reviews/B01617VPUY/ref=cm_cr_dp_qt_see_all_top/161-2795043-8233419?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,TurboTax Deluxe 2015 Federal + State Taxes + Fed Efile Tax Preparation Software - PC/MacDisc [Old Version],4%,7%,,11%,In Stock.,,Software,"Good News. For those affected by product changes last year—your forms are back! See complete forms list below. Everything in Basic plus extra help to maximize 350+ deductions and credits. Easy questions you can answer–confidence it’s done right. Get the biggest deduction for your donated items–ItsDeductible® accurately identifies the value of your items and provides guidance on how the IRS will allow you to use it. Ensure accuracy with automatic import features–Import financial data, W-2s, investment and mortgage information, as well as last year’s tax data. Includes 5 Free Federal E-Files. State preparation is included. ","2,503","Fast, FREE Shipping",62%,,$15.95,https://www.amazon.com/TurboTax-Deluxe-Federal-Preparation-Software/dp/B01617VPUY?_encoding=UTF8&psc=1,16%,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Akai-Professional-MPK-Mini-Controller/dp/B00IJ6QAO2?_encoding=UTF8&psc=1,,
,,3.6 out of 5 stars,https://www.amazon.com/QuickBooks-Business-Accounting-Software-Download/product-reviews/B01K3FJXWM/ref=cm_cr_dp_qt_see_all_top/165-5259235-6438466?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,QuickBooks Desktop Pro 2017 Small Business Accounting Software [PC Download],5%,7%,$299.99,24%,Available Now.,,Software,"Easy to set up, learn and use. Organize finances and payroll in one place, and save time on everyday tasks. Track how your business is doing with one-click financial, tax and sales reports. No accounting knowledge is necessary and you can quickly import your data from a spreadsheet. 60 day money-back guarantee.. ",147,,50%,,$169.99,https://www.amazon.com/QuickBooks-Business-Accounting-Software-Download/dp/B01K3FJXWM?_encoding=UTF8&psc=1,14%,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Neewer-Professional-Broadcasting-Microphone-Adjustable/dp/B00XOXRTX6?_encoding=UTF8&psc=1,,
